query_id,query_token_index,token_id,token,decoded,visible_page_count,document_frequency,df_ratio,idf,filtered_by_B2,filter_reason
S001-Q022,11,5169,还是,还是,18,1,0.05555555555555555,3.2512917986064953,False,KEPT
S001-Q022,12,514,中,中,18,3,0.16666666666666666,2.55814461804655,False,KEPT
S001-Q022,13,32931,途,途,18,0,0.0,3.9444389791664403,False,KEPT
S001-Q022,14,7606,反,反,18,2,0.1111111111111111,2.8458266904983307,False,KEPT
S001-Q022,15,11359,转,转,18,12,0.6666666666666666,1.3794896217049037,False,KEPT
S001-Q022,16,74,;,;,18,18,1.0,1.0,True,PUNCTUATION
S001-Q022,17,7402,不要,不要,18,1,0.05555555555555555,3.2512917986064953,False,KEPT
S001-Q022,18,5344,只,只,18,1,0.05555555555555555,3.2512917986064953,False,KEPT
S001-Q022,19,11637,比较,比较,18,3,0.16666666666666666,2.55814461804655,False,KEPT
S001-Q022,20,1549,20,20,18,18,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q022,21,3742,23,23,18,18,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q022,22,470,年,年,18,18,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q022,23,264,和,和,18,8,0.4444444444444444,1.7472144018302211,False,KEPT
S001-Q022,24,150313,2025,2025,18,18,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q022,25,470,年,年,18,18,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q022,26,15658,两个,两个,18,1,0.05555555555555555,3.2512917986064953,False,KEPT
S001-Q022,27,12752,端,端,18,1,0.05555555555555555,3.2512917986064953,False,KEPT
S001-Q022,28,2391,点,点,18,4,0.2222222222222222,2.3350010667323398,False,KEPT
S001-Q022,29,30,。,。,18,18,1.0,1.0,True,PUNCTUATION
S001-Q022,30,2,</s>,,18,18,1.0,1.0,True,SPECIAL_TOKEN
S001-Q026,0,6,▁,,22,22,1.0,1.0,True,WHITESPACE_OR_EMPTY
S001-Q026,1,2058,再,再,22,3,0.13636363636363635,2.749199854809259,False,KEPT
S001-Q026,2,35452,结合,结合,22,1,0.045454545454545456,3.4423470353692043,False,KEPT
S001-Q026,3,7051,总,总,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,4,32310,资产,资产,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,5,27825,变化,变化,22,9,0.4090909090909091,1.8329091229351038,False,KEPT
S001-Q026,6,4,",",",",22,22,1.0,1.0,True,PUNCTUATION
S001-Q026,7,68999,前面,前面,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,8,43,的,的,22,21,0.9545454545454546,1.0444517625708338,True,DF_RATIO_GE_0.8
S001-Q026,9,98794,现金,现金,22,4,0.18181818181818182,2.526056303495049,False,KEPT
S001-Q026,10,38603,表现,表现,22,1,0.045454545454545456,3.4423470353692043,False,KEPT
S001-Q026,11,132,(,(,22,3,0.13636363636363635,2.749199854809259,True,PUNCTUATION
S001-Q026,12,16647,经营,经营,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,13,98794,现金,现金,22,4,0.18181818181818182,2.526056303495049,False,KEPT
S001-Q026,14,4695,流,流,22,3,0.13636363636363635,2.749199854809259,False,KEPT
S001-Q026,15,1189,与,与,22,7,0.3181818181818182,2.0560526742493135,False,KEPT
S001-Q026,16,36762,归,归,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,17,15775,母,母,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,18,217441,净利润,净利润,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,19,55838,逐,逐,22,1,0.045454545454545456,3.4423470353692043,False,KEPT
S001-Q026,20,470,年,年,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,21,10919,配,配,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,22,1036,对,对,22,2,0.09090909090909091,3.03688192726104,False,KEPT
S001-Q026,23,514,中,中,22,5,0.22727272727272727,2.3437347467010947,False,KEPT
S001-Q026,24,41782,错,错,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,25,3803,位,位,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,26,1800,最,最,22,4,0.18181818181818182,2.526056303495049,False,KEPT
S001-Q026,27,153091,明显的,明显的,22,1,0.045454545454545456,3.4423470353692043,False,KEPT
S001-Q026,28,470,年,年,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,29,19555,份,份,22,1,0.045454545454545456,3.4423470353692043,False,KEPT
S001-Q026,30,16,),),22,0,0.0,4.13549421592915,True,PUNCTUATION
S001-Q026,31,1955,更,更,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,32,5483,像,像,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,33,28245,效率,效率,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,34,4258,问题,问题,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,35,5169,还是,还是,22,2,0.09090909090909091,3.03688192726104,False,KEPT
S001-Q026,36,15589,只能,只能,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,37,88468,确认,确认,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,38,9021,存在,存在,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,39,41782,错,错,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,40,3803,位,位,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,41,74,;,;,22,22,1.0,1.0,True,PUNCTUATION
S001-Q026,42,2346,把,把,22,5,0.22727272727272727,2.3437347467010947,False,KEPT
S001-Q026,43,3524,口,口,22,4,0.18181818181818182,2.526056303495049,False,KEPT
S001-Q026,44,111456,径,径,22,3,0.13636363636363635,2.749199854809259,False,KEPT
S001-Q026,45,28353,限制,限制,22,1,0.045454545454545456,3.4423470353692043,False,KEPT
S001-Q026,46,30592,放在,放在,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,47,160498,结论,结论,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,48,2008,里,里,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,49,4,",",",",22,22,1.0,1.0,True,PUNCTUATION
S001-Q026,50,7402,不要,不要,22,1,0.045454545454545456,3.4423470353692043,False,KEPT
S001-Q026,51,40638,另,另,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,52,3270,作,作,22,22,1.0,1.0,True,DF_RATIO_GE_0.8
S001-Q026,53,220760,假设,假设,22,0,0.0,4.13549421592915,False,KEPT
S001-Q026,54,30,。,。,22,22,1.0,1.0,True,PUNCTUATION
S001-Q026,55,2,</s>,,22,22,1.0,1.0,True,SPECIAL_TOKEN
S001-Q028,0,13129,▁我,我,24,0,0.0,4.218875824868201,False,KEPT
S001-Q028,1,38448,不想,不想,24,0,0.0,4.218875824868201,False,KEPT
S001-Q028,2,5344,只,只,24,1,0.041666666666666664,3.5257286443082556,False,KEPT
S001-Q028,3,10456,听,听,24,0,0.0,4.218875824868201,False,KEPT
S001-Q028,4,7499,支持,支持,24,1,0.041666666666666664,3.5257286443082556,False,KEPT
S001-Q028,5,26648,项,项,24,0,0.0,4.218875824868201,False,KEPT
S001-Q028,6,4,",",",",24,24,1.0,1.0,True,PUNCTUATION
S001-Q028,7,19960,哪,哪,24,0,0.0,4.218875824868201,False,KEPT
S001-Q028,8,26648,项,项,24,0,0.0,4.218875824868201,False,KEPT
S001-Q028,9,68999,前面,前面,24,0,0.0,4.218875824868201,False,KEPT
