session_id,sheet_name,turn_id,turn_index,needs_history,evaluated,long_range,dependency_type,max_lookback,dependency_distances,gold_turn_ids,required_context,error,build_total_ms,retrieve_context_ms,cross_session_leak_turn_ids,future_turn_leak_turn_ids,cross_session_leak_count,future_turn_leak_count,short_retrieved_turn_ids,mid_page_retrieved_turn_ids,mid_session_retrieved_turn_ids,mid_retrieved_turn_ids,long_retrieved_turn_ids,mid_long_retrieved_turn_ids,all_retrieved_turn_ids,add_submit_ms,migration_job_id,profile_job_id,evicted_turn_ids,short_recall,short_precision,short_hit,short_full_recall,short_mrr,short_gold_count,short_retrieved_count,short_matched_count,mid_page_recall,mid_page_precision,mid_page_hit,mid_page_full_recall,mid_page_mrr,mid_page_gold_count,mid_page_retrieved_count,mid_page_matched_count,mid_session_recall,mid_session_precision,mid_session_hit,mid_session_full_recall,mid_session_mrr,mid_session_gold_count,mid_session_retrieved_count,mid_session_matched_count,mid_recall,mid_precision,mid_hit,mid_full_recall,mid_mrr,mid_gold_count,mid_retrieved_count,mid_matched_count,long_recall,long_precision,long_hit,long_full_recall,long_mrr,long_gold_count,long_retrieved_count,long_matched_count,mid_long_recall,mid_long_precision,mid_long_hit,mid_long_full_recall,mid_long_mrr,mid_long_gold_count,mid_long_retrieved_count,mid_long_matched_count,all_recall,all_precision,all_hit,all_full_recall,all_mrr,all_gold_count,all_retrieved_count,all_matched_count
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q011,10,True,False,False,相邻承接,1,1,S005-Q010,S005-Q010提供当前问题所指向的前序结论或事实依据,,93.77020099782385,93.16820099775214,,,0,0,S005-Q007|S005-Q008|S005-Q009|S005-Q010,S005-Q003|S005-Q002|S005-Q004|S005-Q006|S005-Q005,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006,S005-Q003|S005-Q002|S005-Q004|S005-Q006|S005-Q005|S005-Q001,S005-Q004|S005-Q006|S005-Q002|S005-Q005,S005-Q003|S005-Q002|S005-Q004|S005-Q006|S005-Q005|S005-Q001,S005-Q007|S005-Q008|S005-Q009|S005-Q010|S005-Q003|S005-Q002|S005-Q004|S005-Q006|S005-Q005|S005-Q001,13.988901002448983,c036b32c-0d36-4543-8706-77b45571745c,,S005-Q008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q012,11,True,True,True,历史回溯,5,5,S005-Q007,S005-Q007提供五轮前关于【既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,88.77950099122245,87.77840100810863,,,0,0,S005-Q009|S005-Q010|S005-Q011,S005-Q007|S005-Q008|S005-Q006|S005-Q004|S005-Q003,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008,S005-Q007|S005-Q008|S005-Q006|S005-Q004|S005-Q003|S005-Q001|S005-Q002|S005-Q005,S005-Q007|S005-Q008|S005-Q006|S005-Q002|S005-Q001,S005-Q007|S005-Q008|S005-Q006|S005-Q004|S005-Q003|S005-Q001|S005-Q002|S005-Q005,S005-Q009|S005-Q010|S005-Q011|S005-Q007|S005-Q008|S005-Q006|S005-Q004|S005-Q003|S005-Q001|S005-Q002|S005-Q005,21.982899997965433,03941ee6-b585-4bba-ba15-d684d11e63c4,,S005-Q009,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,1.0,1,5,1,1.0,0.125,1,1,0.14285714285714285,1,8,1,1.0,0.125,1,1,1.0,1,8,1,1.0,0.2,1,1,1.0,1,5,1,1.0,0.125,1,1,1.0,1,8,1,1.0,0.09090909090909091,1,1,0.25,1,11,1
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q013,12,True,False,False,相邻承接,1,1,S005-Q012,S005-Q012提供当前问题所指向的前序结论或事实依据,,113.60140099714044,112.65850099152885,,,0,0,S005-Q009|S005-Q010|S005-Q011|S005-Q012,S005-Q007|S005-Q008|S005-Q005|S005-Q006|S005-Q003,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008,S005-Q007|S005-Q008|S005-Q005|S005-Q006|S005-Q003|S005-Q001|S005-Q002|S005-Q004,S005-Q004|S005-Q002|S005-Q008|S005-Q006|S005-Q005,S005-Q007|S005-Q008|S005-Q005|S005-Q006|S005-Q003|S005-Q001|S005-Q002|S005-Q004,S005-Q009|S005-Q010|S005-Q011|S005-Q012|S005-Q007|S005-Q008|S005-Q005|S005-Q006|S005-Q003|S005-Q001|S005-Q002|S005-Q004,13.981700001750141,311167ba-4cfc-4f5a-9186-3a3cb2a4ef9a,,S005-Q010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q014,13,True,True,True,历史回溯,5,5,S005-Q009,S005-Q009提供五轮前关于【看股东权益，前面这些经营变化最终有没有转化为权益积累】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,168.3850010012975,167.60740100289695,,,0,0,S005-Q011|S005-Q012|S005-Q013,S005-Q008|S005-Q010|S005-Q007|S005-Q009|S005-Q006,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010,S005-Q008|S005-Q010|S005-Q007|S005-Q009|S005-Q006|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005,S005-Q008|S005-Q006|S005-Q010|S005-Q007|S005-Q001,S005-Q008|S005-Q010|S005-Q007|S005-Q009|S005-Q006|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005,S005-Q011|S005-Q012|S005-Q013|S005-Q008|S005-Q010|S005-Q007|S005-Q009|S005-Q006|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005,14.255599991884083,06acd347-9cd4-4446-b598-5917ae2401a9,,S005-Q011,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,0.25,1,5,1,1.0,0.1,1,1,0.1111111111111111,1,10,1,1.0,0.1,1,1,0.25,1,10,1,0.0,0.0,0,0,0.0,1,5,0,1.0,0.1,1,1,0.25,1,10,1,1.0,0.07692307692307693,1,1,0.14285714285714285,1,13,1
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q015,14,True,False,False,相邻承接,1,1,S005-Q014,S005-Q014提供当前问题所指向的前序结论或事实依据,,200.7231019961182,199.93050199991558,,,0,0,S005-Q011|S005-Q012|S005-Q013|S005-Q014,S005-Q007|S005-Q010|S005-Q006|S005-Q005|S005-Q008,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010,S005-Q007|S005-Q010|S005-Q006|S005-Q005|S005-Q008|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q009,S005-Q008|S005-Q006|S005-Q001|S005-Q007|S005-Q010,S005-Q007|S005-Q010|S005-Q006|S005-Q005|S005-Q008|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q009,S005-Q011|S005-Q012|S005-Q013|S005-Q014|S005-Q007|S005-Q010|S005-Q006|S005-Q005|S005-Q008|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q009,22.06409999052994,27463097-55e3-4b80-8c8b-9c6206649117,,S005-Q012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q016,15,True,True,True,历史回溯,5,5,S005-Q011,S005-Q011提供五轮前关于【结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,145.80750100139994,145.10970099945553,,,0,0,S005-Q013|S005-Q014|S005-Q015,S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q007,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010|S005-Q011|S005-Q012,S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q007|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q009,S005-Q010|S005-Q012|S005-Q008|S005-Q006,S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q007|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q009,S005-Q013|S005-Q014|S005-Q015|S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q007|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q009,12.59280000522267,d72f6568-5c0e-4daf-a53f-e8cf8210342d,,S005-Q013,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,0.5,1,5,1,1.0,0.08333333333333333,1,1,0.09090909090909091,1,12,1,1.0,0.08333333333333333,1,1,0.5,1,12,1,0.0,0.0,0,0,0.0,1,4,0,1.0,0.08333333333333333,1,1,0.5,1,12,1,1.0,0.06666666666666667,1,1,0.2,1,15,1
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q017,16,True,False,False,相邻承接,1,1,S005-Q016,S005-Q016提供当前问题所指向的前序结论或事实依据,,131.96150099975057,131.2137010099832,,,0,0,S005-Q013|S005-Q014|S005-Q015|S005-Q016,S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q005,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010|S005-Q011|S005-Q012,S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q005|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q006|S005-Q007|S005-Q009,S005-Q004|S005-Q008|S005-Q010|S005-Q012|S005-Q006,S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q005|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q006|S005-Q007|S005-Q009,S005-Q013|S005-Q014|S005-Q015|S005-Q016|S005-Q010|S005-Q011|S005-Q012|S005-Q008|S005-Q005|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q006|S005-Q007|S005-Q009,14.657799998531118,0e312aa4-09e0-4640-9ef8-8858738276b9,,S005-Q014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q018,17,True,True,True,历史回溯,5,5,S005-Q013,S005-Q013提供五轮前关于【口径检查，把原始披露、派生计算和分析判断分开写清楚】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,151.83409900055267,151.31839900277555,,,0,0,S005-Q015|S005-Q016|S005-Q017,S005-Q014|S005-Q012|S005-Q010|S005-Q008|S005-Q011,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010|S005-Q011|S005-Q012|S005-Q013|S005-Q014,S005-Q014|S005-Q012|S005-Q010|S005-Q008|S005-Q011|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q009|S005-Q013,S005-Q014|S005-Q013|S005-Q012|S005-Q010|S005-Q008,S005-Q014|S005-Q012|S005-Q010|S005-Q008|S005-Q011|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q009|S005-Q013,S005-Q015|S005-Q016|S005-Q017|S005-Q014|S005-Q012|S005-Q010|S005-Q008|S005-Q011|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q009|S005-Q013,12.574700012919493,ab4a258c-07ce-481f-a1d2-dbe548a2deec,,S005-Q015,0.0,0.0,0,0,0.0,1,3,0,0.0,0.0,0,0,0.0,1,5,0,1.0,0.07142857142857142,1,1,0.07692307692307693,1,14,1,1.0,0.07142857142857142,1,1,0.07142857142857142,1,14,1,1.0,0.2,1,1,0.5,1,5,1,1.0,0.07142857142857142,1,1,0.07142857142857142,1,14,1,1.0,0.058823529411764705,1,1,0.058823529411764705,1,17,1
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q019,18,True,False,False,相邻承接,1,1,S005-Q018,S005-Q018提供当前问题所指向的前序结论或事实依据,,174.69839900149964,173.97679900750518,,,0,0,S005-Q015|S005-Q016|S005-Q017|S005-Q018,S005-Q014|S005-Q011|S005-Q007|S005-Q010|S005-Q003,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010|S005-Q011|S005-Q012|S005-Q013|S005-Q014,S005-Q014|S005-Q011|S005-Q007|S005-Q010|S005-Q003|S005-Q001|S005-Q002|S005-Q004|S005-Q005|S005-Q006|S005-Q008|S005-Q009|S005-Q012|S005-Q013,S005-Q001|S005-Q014|S005-Q008|S005-Q012|S005-Q006,S005-Q014|S005-Q011|S005-Q007|S005-Q010|S005-Q003|S005-Q001|S005-Q002|S005-Q004|S005-Q005|S005-Q006|S005-Q008|S005-Q009|S005-Q012|S005-Q013,S005-Q015|S005-Q016|S005-Q017|S005-Q018|S005-Q014|S005-Q011|S005-Q007|S005-Q010|S005-Q003|S005-Q001|S005-Q002|S005-Q004|S005-Q005|S005-Q006|S005-Q008|S005-Q009|S005-Q012|S005-Q013,16.19389899133239,5388086b-cdfd-480c-a0cb-cf9b4d8792af,,S005-Q016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q020,19,True,True,True,历史回溯,5,5,S005-Q015,S005-Q015提供五轮前关于【看信息缺口，前面哪些问题仅凭当前年度报告摘要还不能回答】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,159.47910099930596,158.88680100033525,,,0,0,S005-Q017|S005-Q018|S005-Q019,S005-Q010|S005-Q014|S005-Q015|S005-Q016|S005-Q006,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010|S005-Q011|S005-Q012|S005-Q013|S005-Q014|S005-Q015|S005-Q016,S005-Q010|S005-Q014|S005-Q015|S005-Q016|S005-Q006|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q007|S005-Q008|S005-Q009|S005-Q011|S005-Q012|S005-Q013,S005-Q016|S005-Q010|S005-Q008|S005-Q006|S005-Q014,S005-Q010|S005-Q014|S005-Q015|S005-Q016|S005-Q006|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q007|S005-Q008|S005-Q009|S005-Q011|S005-Q012|S005-Q013,S005-Q017|S005-Q018|S005-Q019|S005-Q010|S005-Q014|S005-Q015|S005-Q016|S005-Q006|S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q007|S005-Q008|S005-Q009|S005-Q011|S005-Q012|S005-Q013,15.986200000043027,d013bf6b-f8dc-4087-9c7f-58427028522a,,S005-Q017,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,0.3333333333333333,1,5,1,1.0,0.0625,1,1,0.06666666666666667,1,16,1,1.0,0.0625,1,1,0.3333333333333333,1,16,1,0.0,0.0,0,0,0.0,1,5,0,1.0,0.0625,1,1,0.3333333333333333,1,16,1,1.0,0.05263157894736842,1,1,0.16666666666666666,1,19,1
S005_宁德时代_合规,S005_宁德时代_合规,S005-Q021,20,True,True,True,相邻承接＋多跳综合,11,11|1,S005-Q010|S005-Q020,S005-Q010提供当前问题所指向的前序结论或事实依据；S005-Q020提供当前问题所指向的前序结论或事实依据,,165.3396969923051,164.85829699377064,,,0,0,S005-Q018|S005-Q019|S005-Q020,S005-Q007|S005-Q012|S005-Q008|S005-Q003|S005-Q006,S005-Q001|S005-Q002|S005-Q003|S005-Q004|S005-Q005|S005-Q006|S005-Q007|S005-Q008|S005-Q009|S005-Q010|S005-Q011|S005-Q012|S005-Q013|S005-Q014|S005-Q015|S005-Q016|S005-Q017,S005-Q007|S005-Q012|S005-Q008|S005-Q003|S005-Q006|S005-Q001|S005-Q002|S005-Q004|S005-Q005|S005-Q009|S005-Q010|S005-Q011|S005-Q013|S005-Q014|S005-Q015|S005-Q016|S005-Q017,S005-Q012|S005-Q017|S005-Q016|S005-Q014|S005-Q010,S005-Q007|S005-Q012|S005-Q008|S005-Q003|S005-Q006|S005-Q001|S005-Q002|S005-Q004|S005-Q005|S005-Q009|S005-Q010|S005-Q011|S005-Q013|S005-Q014|S005-Q015|S005-Q016|S005-Q017,S005-Q018|S005-Q019|S005-Q020|S005-Q007|S005-Q012|S005-Q008|S005-Q003|S005-Q006|S005-Q001|S005-Q002|S005-Q004|S005-Q005|S005-Q009|S005-Q010|S005-Q011|S005-Q013|S005-Q014|S005-Q015|S005-Q016|S005-Q017,10.852500010514632,9438a5eb-2a2e-47f9-82b0-8ced91606631,,S005-Q018,0.5,0.3333333333333333,1,0,0.3333333333333333,2,3,1,0.0,0.0,0,0,0.0,2,5,0,0.5,0.058823529411764705,1,0,0.1,2,17,1,0.5,0.058823529411764705,1,0,0.09090909090909091,2,17,1,0.5,0.2,1,0,0.2,2,5,1,0.5,0.058823529411764705,1,0,0.09090909090909091,2,17,1,1.0,0.1,1,1,0.3333333333333333,2,20,2
