session_id,query_id,original_query,search_baseline_actual_embedding_text,search_p2_actual_embedding_text,comparison,before_config,after_config,gold_page_ids,before_gold_ranks,after_gold_ranks,transition,promoted_gold,demoted_gold,extreme_promotion_beyond20_to_top5,extreme_demotion_top5_to_beyond20,max_promotion,max_demotion
S001,S001-Q022,刚才看到的现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,刚才看到的现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,刚才看到的经营现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""34fa3574-894f-575c-b9b0-0a183473746e"", ""55e7e466-3b1c-5014-85fc-2a14618ce254""]","{""34fa3574-894f-575c-b9b0-0a183473746e"": 16, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 13}","{""34fa3574-894f-575c-b9b0-0a183473746e"": 13, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 15}",UNCHANGED_MISS,0,0,0,0,3,2
S001,S001-Q022,刚才看到的现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,刚才看到的现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,刚才看到的经营现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""34fa3574-894f-575c-b9b0-0a183473746e"", ""55e7e466-3b1c-5014-85fc-2a14618ce254""]","{""34fa3574-894f-575c-b9b0-0a183473746e"": 17, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 11}","{""34fa3574-894f-575c-b9b0-0a183473746e"": 15, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 12}",UNCHANGED_MISS,0,0,0,0,2,1
S001,S001-Q026,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,再结合总资产变化，前面的现金表现（经营现金流与归母净利润逐年配对中错位最明显的年份）更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""289ba3d6-8b24-5c77-8df9-7af211ee1007"", ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8""]","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 21, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 4}","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 12, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 7}",HURT,0,1,0,0,9,3
S001,S001-Q026,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,再结合总资产变化，前面的现金表现（经营现金流与归母净利润逐年配对中错位最明显的年份）更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""289ba3d6-8b24-5c77-8df9-7af211ee1007"", ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8""]","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 17, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 11}","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 9, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 16}",UNCHANGED_MISS,0,0,0,0,8,5
S001,S001-Q028,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""44777fdf-abd5-5570-b0aa-8e3f1cb44000""]","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 2}","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 5}",UNCHANGED_HIT,0,0,0,0,-3,3
S001,S001-Q028,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""44777fdf-abd5-5570-b0aa-8e3f1cb44000""]","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 2}","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 5}",UNCHANGED_HIT,0,0,0,0,-3,3
S001,S001-Q033,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""d5c03971-3795-5256-a75f-b3921d61a92d"", ""b4497adc-7393-57c0-8917-ce3372fbd151""]","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 2, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 20}","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 15, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 10}",HURT,0,1,0,0,10,13
S001,S001-Q033,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""d5c03971-3795-5256-a75f-b3921d61a92d"", ""b4497adc-7393-57c0-8917-ce3372fbd151""]","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 1, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 24}","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 13, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 9}",HURT,0,1,0,0,15,12
S001,S001-Q035,如果收入、资产和权益方向不一致，刚才的效率判断应当怎样表述；如果前面的判断需要修订，请直接指出。,如果收入、资产和权益方向不一致，刚才的效率判断应当怎样表述；如果前面的判断需要修订，请直接指出。,如果收入、资产和权益方向不一致，刚才的资产承载效率判断应当怎样表述；如果前面的资产承载效率判断需要修订，请直接指出。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""b4497adc-7393-57c0-8917-ce3372fbd151""]","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 27}","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 16}",UNCHANGED_MISS,0,0,0,0,11,-11
S001,S001-Q035,如果收入、资产和权益方向不一致，刚才的效率判断应当怎样表述；如果前面的判断需要修订，请直接指出。,如果收入、资产和权益方向不一致，刚才的效率判断应当怎样表述；如果前面的判断需要修订，请直接指出。,如果收入、资产和权益方向不一致，刚才的资产承载效率判断应当怎样表述；如果前面的资产承载效率判断需要修订，请直接指出。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""b4497adc-7393-57c0-8917-ce3372fbd151""]","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 28}","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 16}",UNCHANGED_MISS,0,0,0,0,12,-12
S001,S001-Q039,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"", ""c107828c-a741-55f6-8e0c-446cfbdba215""]","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 3, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 11}","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 13, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 25}",HURT,0,1,0,0,-10,14
S001,S001-Q039,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"", ""c107828c-a741-55f6-8e0c-446cfbdba215""]","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 3, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 11}","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 13, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 25}",HURT,0,1,0,0,-10,14
S001,S001-Q042,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc""]","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 6}","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 37}",UNCHANGED_MISS,0,0,0,0,-31,31
S001,S001-Q042,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc""]","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 6}","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 37}",UNCHANGED_MISS,0,0,0,0,-31,31
S001,S001-Q044,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""32b5d492-2df9-5ed9-ac46-caca5c87097c"", ""4054aab2-0aa7-5019-b341-077265511add""]","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 15, ""4054aab2-0aa7-5019-b341-077265511add"": 29}","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 15, ""4054aab2-0aa7-5019-b341-077265511add"": 35}",UNCHANGED_MISS,0,0,0,0,0,6
S001,S001-Q044,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""32b5d492-2df9-5ed9-ac46-caca5c87097c"", ""4054aab2-0aa7-5019-b341-077265511add""]","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 15, ""4054aab2-0aa7-5019-b341-077265511add"": 29}","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 15, ""4054aab2-0aa7-5019-b341-077265511add"": 35}",UNCHANGED_MISS,0,0,0,0,0,6
S001,S001-Q049,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,如果把刚才的风险点（归母净利润呈先升后降，总资产呈连续上升）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问（反证检验）的关系。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""de592e81-e050-536b-8909-32866c85f6c2""]","{""de592e81-e050-536b-8909-32866c85f6c2"": 13}","{""de592e81-e050-536b-8909-32866c85f6c2"": 15}",UNCHANGED_MISS,0,0,0,0,-2,2
S001,S001-Q049,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,如果把刚才的风险点（归母净利润呈先升后降，总资产呈连续上升）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问（反证检验）的关系。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""de592e81-e050-536b-8909-32866c85f6c2""]","{""de592e81-e050-536b-8909-32866c85f6c2"": 11}","{""de592e81-e050-536b-8909-32866c85f6c2"": 26}",UNCHANGED_MISS,0,0,0,0,-15,15
S002,S002-Q007,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""f70d87dd-c4b9-59de-a761-869308b1818b""]","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",UNCHANGED_HIT,0,0,0,0,0,0
S002,S002-Q007,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""f70d87dd-c4b9-59de-a761-869308b1818b""]","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",UNCHANGED_HIT,0,0,0,0,0,0
S002,S002-Q011,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""f70d87dd-c4b9-59de-a761-869308b1818b"", ""03c3981b-3b09-56ca-a545-043c8ff0d240""]","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 4}",UNCHANGED_HIT,0,0,0,0,-1,1
S002,S002-Q011,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""f70d87dd-c4b9-59de-a761-869308b1818b"", ""03c3981b-3b09-56ca-a545-043c8ff0d240""]","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 4}",UNCHANGED_HIT,0,0,0,0,-1,1
S002,S002-Q013,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""f70d87dd-c4b9-59de-a761-869308b1818b"", ""a6c0000c-f234-59a1-b6e5-1283680d9b77""]","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 3}",UNCHANGED_HIT,0,0,0,0,2,0
S002,S002-Q013,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""f70d87dd-c4b9-59de-a761-869308b1818b"", ""a6c0000c-f234-59a1-b6e5-1283680d9b77""]","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 3}",UNCHANGED_HIT,0,0,0,0,2,0
S002,S002-Q014,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""37d568b0-90c6-5481-b7d9-e0101fd95e52""]","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 7}",HURT,0,1,0,0,-4,4
S002,S002-Q014,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""37d568b0-90c6-5481-b7d9-e0101fd95e52""]","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 7}",HURT,0,1,0,0,-4,4
