Session,Query ID,Gold Page ID,Gold source_turn_id,Add Prompt,Query 检索方式,Gold rank,Gold score
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,原 Production Add Prompt,上下文引用解析后检索,9,0.5047256946563721
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,最小改动 Add Prompt,原始问题直接检索,9,0.3925979435443878
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,最小改动 Add Prompt,上下文引用解析后检索,9,0.5296109318733215
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,多检索入口保留 Add Prompt,原始问题直接检索,9,0.4005604088306427
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,多检索入口保留 Add Prompt,上下文引用解析后检索,8,0.5414096713066101
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,任务 + 证据链保留 Add Prompt,原始问题直接检索,8,0.3988836407661438
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,9,0.5174166560173035
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,原 Production Add Prompt,原始问题直接检索,7,0.4383961260318756
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,原 Production Add Prompt,上下文引用解析后检索,3,0.5994397401809692
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,最小改动 Add Prompt,原始问题直接检索,8,0.40956875681877136
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,最小改动 Add Prompt,上下文引用解析后检索,7,0.5549163222312927
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,多检索入口保留 Add Prompt,原始问题直接检索,8,0.42992669343948364
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,多检索入口保留 Add Prompt,上下文引用解析后检索,5,0.5826146602630615
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,任务 + 证据链保留 Add Prompt,原始问题直接检索,9,0.39806634187698364
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,8,0.5588083267211914
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,原 Production Add Prompt,原始问题直接检索,1,0.6648146510124207
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,原 Production Add Prompt,上下文引用解析后检索,3,0.6697158813476562
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,最小改动 Add Prompt,原始问题直接检索,2,0.6731083393096924
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,最小改动 Add Prompt,上下文引用解析后检索,2,0.6738104820251465
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,多检索入口保留 Add Prompt,原始问题直接检索,2,0.6611120104789734
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,多检索入口保留 Add Prompt,上下文引用解析后检索,2,0.6657319068908691
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,任务 + 证据链保留 Add Prompt,原始问题直接检索,2,0.647235095500946
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,2,0.6481029987335205
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,原 Production Add Prompt,原始问题直接检索,6,0.5378081798553467
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,原 Production Add Prompt,上下文引用解析后检索,6,0.6287976503372192
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,最小改动 Add Prompt,原始问题直接检索,7,0.5412197113037109
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,最小改动 Add Prompt,上下文引用解析后检索,5,0.632262647151947
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,多检索入口保留 Add Prompt,原始问题直接检索,9,0.5253707766532898
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,多检索入口保留 Add Prompt,上下文引用解析后检索,8,0.6134451627731323
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,任务 + 证据链保留 Add Prompt,原始问题直接检索,6,0.544024646282196
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,6,0.6352065205574036
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,原 Production Add Prompt,原始问题直接检索,16,0.5138569474220276
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,原 Production Add Prompt,上下文引用解析后检索,17,0.5299906134605408
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,最小改动 Add Prompt,原始问题直接检索,16,0.5164708495140076
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,最小改动 Add Prompt,上下文引用解析后检索,17,0.5312292575836182
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,多检索入口保留 Add Prompt,原始问题直接检索,18,0.5045133829116821
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,多检索入口保留 Add Prompt,上下文引用解析后检索,18,0.523830771446228
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,任务 + 证据链保留 Add Prompt,原始问题直接检索,15,0.5124838948249817
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,15,0.5320073366165161
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,原 Production Add Prompt,原始问题直接检索,13,0.5241682529449463
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,原 Production Add Prompt,上下文引用解析后检索,11,0.549980640411377
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,最小改动 Add Prompt,原始问题直接检索,6,0.5483394265174866
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,最小改动 Add Prompt,上下文引用解析后检索,6,0.5762224793434143
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,多检索入口保留 Add Prompt,原始问题直接检索,4,0.5717602372169495
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,多检索入口保留 Add Prompt,上下文引用解析后检索,4,0.5933486819267273
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,任务 + 证据链保留 Add Prompt,原始问题直接检索,16,0.49192047119140625
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,16,0.5224573612213135
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,原 Production Add Prompt,原始问题直接检索,21,0.3901694118976593
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,原 Production Add Prompt,上下文引用解析后检索,17,0.5301981568336487
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,最小改动 Add Prompt,原始问题直接检索,20,0.40020379424095154
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,最小改动 Add Prompt,上下文引用解析后检索,15,0.5310545563697815
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,多检索入口保留 Add Prompt,原始问题直接检索,21,0.3979714810848236
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,多检索入口保留 Add Prompt,上下文引用解析后检索,15,0.5319387912750244
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,任务 + 证据链保留 Add Prompt,原始问题直接检索,22,0.38918495178222656
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,21,0.5040943026542664
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,原 Production Add Prompt,原始问题直接检索,4,0.4946797788143158
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,原 Production Add Prompt,上下文引用解析后检索,11,0.5581398606300354
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,最小改动 Add Prompt,原始问题直接检索,13,0.452480673789978
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,最小改动 Add Prompt,上下文引用解析后检索,18,0.5069916844367981
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,多检索入口保留 Add Prompt,原始问题直接检索,7,0.4894849956035614
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,多检索入口保留 Add Prompt,上下文引用解析后检索,12,0.5466699600219727
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,任务 + 证据链保留 Add Prompt,原始问题直接检索,12,0.4621693789958954
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,17,0.5220847725868225
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,原 Production Add Prompt,原始问题直接检索,2,0.48575401306152344
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,原 Production Add Prompt,上下文引用解析后检索,2,0.48575401306152344
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,最小改动 Add Prompt,原始问题直接检索,3,0.485084593296051
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,最小改动 Add Prompt,上下文引用解析后检索,3,0.485084593296051
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,多检索入口保留 Add Prompt,原始问题直接检索,4,0.4782555401325226
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,多检索入口保留 Add Prompt,上下文引用解析后检索,4,0.4782555401325226
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,任务 + 证据链保留 Add Prompt,原始问题直接检索,2,0.4821610748767853
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,2,0.4821610748767853
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,原 Production Add Prompt,原始问题直接检索,2,0.5201343297958374
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,原 Production Add Prompt,上下文引用解析后检索,1,0.5790305137634277
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,最小改动 Add Prompt,原始问题直接检索,2,0.5178796648979187
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,最小改动 Add Prompt,上下文引用解析后检索,3,0.5646277666091919
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,多检索入口保留 Add Prompt,原始问题直接检索,2,0.5179107785224915
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,多检索入口保留 Add Prompt,上下文引用解析后检索,2,0.5768493413925171
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,任务 + 证据链保留 Add Prompt,原始问题直接检索,2,0.5307486057281494
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,1,0.5963252782821655
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,原 Production Add Prompt,原始问题直接检索,20,0.4486255347728729
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,原 Production Add Prompt,上下文引用解析后检索,24,0.481160044670105
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,最小改动 Add Prompt,原始问题直接检索,18,0.4630924463272095
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,最小改动 Add Prompt,上下文引用解析后检索,18,0.492512583732605
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,多检索入口保留 Add Prompt,原始问题直接检索,25,0.4322760999202728
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,多检索入口保留 Add Prompt,上下文引用解析后检索,27,0.4540099799633026
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,任务 + 证据链保留 Add Prompt,原始问题直接检索,20,0.4487091302871704
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,25,0.4722086191177368
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,原 Production Add Prompt,原始问题直接检索,27,0.38482916355133057
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,原 Production Add Prompt,上下文引用解析后检索,28,0.3815840482711792
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,最小改动 Add Prompt,原始问题直接检索,22,0.39814257621765137
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,最小改动 Add Prompt,上下文引用解析后检索,26,0.3954427242279053
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,多检索入口保留 Add Prompt,原始问题直接检索,27,0.3799319565296173
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,多检索入口保留 Add Prompt,上下文引用解析后检索,27,0.3789932429790497
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,任务 + 证据链保留 Add Prompt,原始问题直接检索,26,0.3917705714702606
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,28,0.38312721252441406
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,原 Production Add Prompt,原始问题直接检索,3,0.49549949169158936
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,原 Production Add Prompt,上下文引用解析后检索,3,0.49549949169158936
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,最小改动 Add Prompt,原始问题直接检索,6,0.4889446496963501
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,最小改动 Add Prompt,上下文引用解析后检索,6,0.4889446496963501
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,多检索入口保留 Add Prompt,原始问题直接检索,8,0.49081510305404663
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,多检索入口保留 Add Prompt,上下文引用解析后检索,8,0.49081510305404663
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,任务 + 证据链保留 Add Prompt,原始问题直接检索,4,0.5116555690765381
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,4,0.5116555690765381
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,原 Production Add Prompt,原始问题直接检索,11,0.4700566232204437
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,原 Production Add Prompt,上下文引用解析后检索,11,0.4700566232204437
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,最小改动 Add Prompt,原始问题直接检索,28,0.4155733585357666
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,最小改动 Add Prompt,上下文引用解析后检索,28,0.4155733585357666
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,多检索入口保留 Add Prompt,原始问题直接检索,10,0.4834863841533661
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,多检索入口保留 Add Prompt,上下文引用解析后检索,10,0.4834863841533661
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,任务 + 证据链保留 Add Prompt,原始问题直接检索,7,0.48739510774612427
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,7,0.48739510774612427
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,原 Production Add Prompt,原始问题直接检索,6,0.524163007736206
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,原 Production Add Prompt,上下文引用解析后检索,6,0.524163007736206
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,最小改动 Add Prompt,原始问题直接检索,11,0.5116392970085144
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,最小改动 Add Prompt,上下文引用解析后检索,11,0.5116392970085144
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,多检索入口保留 Add Prompt,原始问题直接检索,4,0.5215746164321899
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,多检索入口保留 Add Prompt,上下文引用解析后检索,4,0.5215746164321899
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,任务 + 证据链保留 Add Prompt,原始问题直接检索,10,0.5075377225875854
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,10,0.5075377225875854
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,原 Production Add Prompt,原始问题直接检索,15,0.38481488823890686
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,原 Production Add Prompt,上下文引用解析后检索,15,0.38481488823890686
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,最小改动 Add Prompt,原始问题直接检索,12,0.3942217230796814
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,最小改动 Add Prompt,上下文引用解析后检索,12,0.3942217230796814
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,多检索入口保留 Add Prompt,原始问题直接检索,8,0.42126768827438354
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,多检索入口保留 Add Prompt,上下文引用解析后检索,8,0.42126768827438354
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,任务 + 证据链保留 Add Prompt,原始问题直接检索,6,0.42242541909217834
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,6,0.42242541909217834
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,原 Production Add Prompt,原始问题直接检索,29,0.335262268781662
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,原 Production Add Prompt,上下文引用解析后检索,29,0.335262268781662
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,最小改动 Add Prompt,原始问题直接检索,30,0.33910560607910156
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,最小改动 Add Prompt,上下文引用解析后检索,30,0.33910560607910156
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,多检索入口保留 Add Prompt,原始问题直接检索,30,0.33929288387298584
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,多检索入口保留 Add Prompt,上下文引用解析后检索,30,0.33929288387298584
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,任务 + 证据链保留 Add Prompt,原始问题直接检索,31,0.3286406695842743
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,31,0.3286406695842743
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,原 Production Add Prompt,原始问题直接检索,13,0.4355660080909729
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,原 Production Add Prompt,上下文引用解析后检索,11,0.5786396265029907
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,最小改动 Add Prompt,原始问题直接检索,16,0.4270104467868805
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,最小改动 Add Prompt,上下文引用解析后检索,20,0.5646240711212158
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,多检索入口保留 Add Prompt,原始问题直接检索,18,0.42815494537353516
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,多检索入口保留 Add Prompt,上下文引用解析后检索,19,0.5751591324806213
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,任务 + 证据链保留 Add Prompt,原始问题直接检索,19,0.4202865660190582
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,18,0.5628904700279236
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,原 Production Add Prompt,原始问题直接检索,3,0.33832457661628723
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,原 Production Add Prompt,上下文引用解析后检索,3,0.3383246064186096
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,最小改动 Add Prompt,原始问题直接检索,3,0.3537761867046356
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,最小改动 Add Prompt,上下文引用解析后检索,3,0.3537762463092804
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,多检索入口保留 Add Prompt,原始问题直接检索,3,0.3377973735332489
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,多检索入口保留 Add Prompt,上下文引用解析后检索,3,0.3377973735332489
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,任务 + 证据链保留 Add Prompt,原始问题直接检索,3,0.3467715382575989
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,3,0.3467715084552765
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,原 Production Add Prompt,原始问题直接检索,6,0.3450709879398346
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,原 Production Add Prompt,上下文引用解析后检索,6,0.3450709879398346
