comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,候选 Add Prompt,Gold movement,TASK_added,TASK_lost,TASK_preserved,SUBJECT_added,SUBJECT_lost,SUBJECT_preserved,TIME_added,TIME_lost,TIME_preserved,INDICATOR_added,INDICATOR_lost,INDICATOR_preserved,NUMBER_added,NUMBER_lost,NUMBER_preserved,STATE_added,STATE_lost,STATE_preserved,RELATION_added,RELATION_lost,RELATION_preserved,DEPENDENCY_added,DEPENDENCY_lost,DEPENDENCY_preserved,EVIDENCE_LIMIT_added,EVIDENCE_LIMIT_lost,EVIDENCE_LIMIT_preserved,KEYWORD_added,KEYWORD_lost,KEYWORD_preserved,JUDGMENT_added,JUDGMENT_lost,JUDGMENT_preserved
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,8,-4,0.5201765894889832,0.5024258494377136,-0.01775074005126953,候选一：关系解析优先，禁止上下文事实扩写,DEMOTED,"[""信息缺口"", ""阶段小结""]","[""可复算性"", ""管理层问询"", ""证据分级""]","[""原因解释"", ""反证检验"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""验证""]",[],[],"[""比亚迪""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""经营活动现金流净额""]","[""归母股东权益"", ""扣非归母净利润""]",[],"[""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""28，"", ""591.36""]","[""+29.94%"", ""+32.94%"", ""+33.46%"", ""-20.38%"", ""03"", ""1,388.1"", ""1,852.51"", ""2,462.75"", ""2023"", ""2024"", ""2025"", ""2026"", ""28"", ""284.62"", ""294.46"", ""369.83""]","[""不同步"", ""信息缺口""]","[""拐点"", ""连续下降""]","[""先升后降"", ""连续上升""]","[""不同步"", ""修订""]",[],"[""反证"", ""同比"", ""比较""]",[],"[""CONTINUATION""]","[""EARLIER_CONTEXT"", ""PREVIOUS_TURN"", ""REVISION""]","[""信息缺口""]","[""口径限制""]","[""来源限制""]","[""两段同比"", ""反证"", ""年报来源""]","[""年度报告""]","[""2023-2025"", ""反向验证"", ""归母股东权益"", ""扣非归母净利润"", ""比亚迪""]","[""修订""]",[],"[""确认"", ""结论""]"
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,8,-4,0.42706114053726196,0.43301427364349365,0.0059531331062316895,候选一：关系解析优先，禁止上下文事实扩写,DEMOTED,"[""可复算性""]","[""信息缺口"", ""盈利质量""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""宁德时代""]",[],"[""2024""]","[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""总资产""]","[""归母股东权益"", ""营业收入""]",[],"[""+15.01%"", ""+23.92%"", ""+42.28%"", ""+9.69%"", ""441.21"", ""507.45"", ""7,171.68"", ""7,866.58"", ""722.01"", ""9,748.28""]","[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]",[],"[""同步"", ""无法确认""]","[""先降后升"", ""连续上升""]",[],"[""同步""]","[""同比""]","[""CONTINUATION"", ""PREVIOUS_TURN""]",[],[],"[""口径限制""]","[""证据限制""]","[""来源限制""]","[""合规核验"", ""归母股东权益"", ""来源追溯"", ""营业收入""]","[""同比"", ""归母净利润"", ""总资产"", ""经营支撑"", ""资产扩张""]","[""2023-2025"", ""宁德时代"", ""年报来源""]",[],"[""判断"", ""支持""]","[""确认"", ""结论""]"
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,17,-13,0.5493555665016174,0.4716704785823822,-0.07768508791923523,候选一：关系解析优先，禁止上下文事实扩写,DEMOTED,"[""可复算性"", ""证据分级"", ""风险排序""]","[""信息缺口"", ""判断修订"", ""现金质量"", ""盈利质量""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""扣非归母净利润"", ""经营活动现金流净额""]","[""归母股东权益"", ""营业收入""]",[],[],"[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]",[],"[""信息缺口""]","[""先降后升"", ""无法确认"", ""连续上升""]",[],"[""修订""]","[""同比""]","[""CONTINUATION""]","[""EARLIER_CONTEXT"", ""REVISION""]",[],"[""口径限制""]","[""信息缺口"", ""证据限制""]","[""来源限制""]","[""证据可靠性排序"", ""风险提示""]","[""信息缺口"", ""同比""]","[""2023-2025"", ""宁德时代"", ""年报来源"", ""归母股东权益"", ""营业收入""]",[],"[""修订""]","[""判断"", ""支持"", ""确认"", ""结论""]"
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,18,-17,0.6653862595558167,0.5605271458625793,-0.1048591136932373,候选一：关系解析优先，禁止上下文事实扩写,DEMOTED,"[""同步比较""]","[""信息缺口"", ""可复算性"", ""现金质量"", ""盈利质量""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额""]","[""归母股东权益"", ""营业收入""]",[],"[""+15.01%"", ""+23.92%"", ""+42.28%"", ""+9.69%"", ""441.21"", ""507.45"", ""7,171.68"", ""7,866.58"", ""722.01"", ""9,748.28""]","[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]","[""不同步""]","[""信息缺口"", ""拐点"", ""无法确认""]","[""先降后升"", ""连续上升""]","[""不同步""]","[""比较""]","[""同比""]",[],"[""PREVIOUS_TURN""]",[],"[""口径限制""]","[""信息缺口"", ""证据限制""]","[""来源限制""]","[""两段同比"", ""年报来源"", ""指标冲突调和""]","[""同比"", ""年度拐点"", ""年报原数"", ""计算结果""]","[""2023-2025"", ""宁德时代"", ""归母股东权益"", ""营业收入""]",[],[],"[""支持"", ""确认"", ""结论""]"
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,17,-16,0.6313807368278503,0.5615592002868652,-0.06982153654098511,候选一：关系解析优先，禁止上下文事实扩写,DEMOTED,"[""杠杆分析""]","[""信息缺口"", ""效率判断"", ""现金质量"", ""盈利质量"", ""阶段小结""]","[""原因解释"", ""口径核验"", ""可复算性"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""经营活动现金流净额""]","[""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""+15.01%"", ""+23.92%"", ""+42.28%"", ""+9.69%"", ""0.435"", ""0.460"", ""0.559"", ""441.21"", ""507.45"", ""7,171.68"", ""7,866.58"", ""722.01"", ""9,748.28""]","[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]","[""不同步""]","[""信息缺口"", ""同步"", ""无法确认""]","[""先降后升"", ""连续上升""]","[""不同步""]","[""同步""]","[""同比""]","[""PREVIOUS_TURN""]","[""CONTINUATION"", ""EARLIER_CONTEXT""]",[],[],"[""信息缺口"", ""证据限制""]","[""来源限制""]","[""2024年中间点"", ""两段同比"", ""归母股东权益"", ""近似杠杆""]","[""同比"", ""归母净利润"", ""总资产"", ""阶段小结""]","[""2023-2025"", ""宁德时代"", ""年报来源"", ""营业收入""]",[],"[""判断""]","[""支持"", ""确认"", ""结论""]"
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,1,6,0.5447832942008972,0.5928525924682617,0.0480692982673645,候选一：关系解析优先，禁止上下文事实扩写,PROMOTED,[],"[""信息缺口"", ""效率判断"", ""现金质量"", ""证据分级""]","[""判断修订"", ""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""总资产"", ""经营活动现金流净额""]","[""归母股东权益"", ""营业收入""]",[],"[""0.435"", ""0.460"", ""0.559""]","[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]","[""不同步""]","[""信息缺口""]","[""先降后升"", ""无法确认"", ""连续上升""]","[""不同步""]",[],"[""修订"", ""同比""]",[],"[""CONTINUATION""]","[""REVISION""]",[],"[""信息缺口"", ""证据限制""]","[""口径限制"", ""来源限制""]","[""两段同比"", ""冲突处理"", ""历史纠错"", ""年报来源""]","[""三年口径"", ""同比"", ""证据分级"", ""资产效率""]","[""2023-2025"", ""宁德时代"", ""归母股东权益"", ""营业收入""]",[],"[""判断""]","[""修订"", ""支持"", ""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,7,-3,0.466714084148407,0.4660588502883911,-0.0006552338600158691,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""同步比较""]",[],"[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2024""]",[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""1225114731"", ""17，""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""不同步"", ""同步""]",[],"[""先升后降"", ""连续上升""]","[""不同步"", ""同步"", ""比较""]",[],"[""同比""]",[],[],[],[],"[""口径限制"", ""来源限制""]",[],"[""先升后降"", ""利润表现"", ""同步性"", ""收入规模"", ""连续上升""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""财务变化""]","[""2023-2025"", ""同比"", ""贵州茅台""]",[],"[""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,8,-5,0.6154555082321167,0.5773758292198181,-0.038079679012298584,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,[],"[""效率判断"", ""盈利质量""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""贵州茅台""]","[""2024""]",[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""总资产""]","[""归母股东权益"", ""营业收入""]",[],"[""+1.64%"", ""+15.38%"", ""+9.62%"", ""-4.53%"", ""0.542"", ""0.556"", ""0.572"", ""1225114731"", ""17，"", ""2,727"", ""2,989.45"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""+15.71%"", ""+4.95%"", ""+8.09%"", ""-1.21%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2023"", ""2024"", ""2025"", ""2026""]",[],[],"[""不同步"", ""先升后降"", ""同步"", ""连续上升""]",[],[],"[""不同步"", ""同步"", ""同比""]",[],[],[],[],"[""口径限制"", ""来源限制""]",[],"[""先升后降"", ""归母股东权益"", ""盈利路径"", ""营业收入"", ""边际变化""]","[""年报来源"", ""归母净利润"", ""总资产"", ""资产扩张""]","[""2023-2025"", ""同比"", ""贵州茅台""]",[],"[""判断"", ""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,1,10,0.5649251937866211,0.667285680770874,0.10236048698425293,候选二：当前轮信息优先 + 一句关系补充,PROMOTED,"[""现金质量"", ""阶段小结""]","[""反证检验"", ""验证""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]","[""经营活动现金流净额""]","[""归母股东权益"", ""营业收入""]","[""归母净利润"", ""总资产""]",[],"[""+15.71%"", ""+4.95%"", ""+8.09%"", ""-1.21%"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38""]","[""+1.64%"", ""+15.38%"", ""+9.62%"", ""-4.53%"", ""04"", ""17"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""信息缺口"", ""无法确认""]",[],"[""不同步"", ""先升后降"", ""连续上升""]","[""修订""]","[""反证""]","[""不同步"", ""同比""]","[""CONTINUATION""]","[""EARLIER_CONTEXT"", ""REVISION""]","[""PREVIOUS_TURN""]","[""信息缺口"", ""证据限制""]","[""口径限制"", ""来源限制""]",[],"[""归母净利润"", ""总资产"", ""数据缺失"", ""权益研究员"", ""现金利润比"", ""经营现金流""]","[""反证验证"", ""同比"", ""年报来源"", ""归母股东权益"", ""营业收入""]","[""2023-2025"", ""贵州茅台""]","[""修订""]",[],"[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,8,-5,0.6154380440711975,0.5908369421958923,-0.024601101875305176,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""判断修订"", ""阶段小结""]","[""效率判断""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""扣非归母净利润"", ""营业收入""]","[""归母净利润"", ""总资产""]",[],"[""+15.71%"", ""+4.95%"", ""+8.09%"", ""-1.21%"", ""0.542"", ""0.556"", ""0.572"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38""]","[""+1.64%"", ""+15.38%"", ""+9.62%"", ""-4.53%"", ""04"", ""17"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""不同步"", ""先升后降"", ""连续上升""]","[""修订""]",[],"[""不同步"", ""同比""]","[""CONTINUATION"", ""REVISION""]","[""EARLIER_CONTEXT""]",[],[],"[""来源限制"", ""证据限制""]","[""口径限制""]","[""两段同比"", ""冲突调和"", ""叙事变化"", ""基期选择"", ""归母净利润"", ""总资产""]","[""同比"", ""年报来源"", ""归母股东权益"", ""扣非净利润"", ""营业收入""]","[""2023-2025"", ""贵州茅台""]","[""修订"", ""判断""]","[""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,17,-14,0.4967461824417114,0.39065974950790405,-0.10608643293380737,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""可复算性""]","[""原因解释"", ""同步比较"", ""效率判断"", ""现金质量""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",[],"[""+15.71%"", ""+4.95%"", ""+8.09%"", ""-1.21%"", ""0.542"", ""0.556"", ""0.572"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38""]","[""+1.64%"", ""+15.38%"", ""+9.62%"", ""-4.53%"", ""04"", ""17"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],"[""不同步""]","[""先升后降"", ""拐点"", ""连续上升""]",[],"[""不同步""]","[""同比""]","[""CONTINUATION""]",[],[],[],"[""口径限制""]","[""来源限制""]","[""两段同比"", ""年度拐点"", ""年报原数"", ""归母净利润"", ""总资产"", ""计算结果""]","[""同比"", ""年报来源"", ""归母股东权益"", ""现金流路径"", ""营业收入""]","[""2023-2025"", ""贵州茅台""]","[""判断""]","[""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,18,-16,0.5816625952720642,0.5182098150253296,-0.06345278024673462,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,[],"[""同步比较"", ""盈利质量""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""来源核验"", ""现金质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润""]","[""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",[],"[""+1.64%"", ""+15.38%"", ""+9.62%"", ""-4.53%"", ""0.542"", ""0.556"", ""0.572"", ""1225114731"", ""17，"", ""2,727"", ""2,989.45"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""+15.71%"", ""+4.95%"", ""+8.09%"", ""-1.21%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2023"", ""2024"", ""2025"", ""2026""]","[""信息缺口"", ""拐点"", ""无法确认""]","[""不同步""]","[""先升后降"", ""连续上升"", ""错位""]",[],"[""不同步""]","[""同比"", ""错位""]","[""CONTINUATION""]","[""PREVIOUS_TURN""]",[],"[""信息缺口"", ""证据限制""]","[""来源限制""]","[""口径限制""]","[""口径限制"", ""数据缺失"", ""现金错位"", ""资产效率""]","[""同比"", ""年报来源"", ""现金流错位""]","[""2023-2025"", ""归母股东权益"", ""营业收入"", ""贵州茅台""]","[""判断""]",[],"[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,5,18,0.39940428733825684,0.5202602744102478,0.12085598707199097,候选二：当前轮信息优先 + 一句关系补充,PROMOTED,[],"[""反证检验"", ""同步比较"", ""盈利质量"", ""风险排序""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""来源核验"", ""现金质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润""]","[""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",[],"[""+1.64%"", ""+15.38%"", ""+9.62%"", ""-4.53%"", ""0.542"", ""0.556"", ""0.572"", ""1225114731"", ""17，"", ""2,727"", ""2,989.45"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""+15.71%"", ""+4.95%"", ""+8.09%"", ""-1.21%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2023"", ""2024"", ""2025"", ""2026""]","[""信息缺口"", ""拐点"", ""无法确认"", ""错位""]","[""不同步""]","[""先升后降"", ""连续上升""]","[""错位""]","[""不同步"", ""反证""]","[""同比""]","[""CONTINUATION""]","[""EARLIER_CONTEXT"", ""REVISION""]",[],"[""信息缺口"", ""证据限制""]","[""来源限制""]","[""口径限制""]","[""口径限制"", ""归母股东权益"", ""数据缺失"", ""现金错位"", ""营业收入"", ""资产效率""]","[""同比"", ""归母净利润"", ""总资产"", ""现金风险排序"", ""风险排序""]","[""2023-2025"", ""贵州茅台""]","[""判断""]","[""支持""]","[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,17,-15,0.7513960599899292,0.7004826068878174,-0.050913453102111816,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""可复算性""]","[""反证检验"", ""同步比较"", ""证据分级""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""总资产""]","[""归母净利润"", ""营业收入""]","[""-0.14"", ""-1.70"", ""48.76%"", ""50.46%"", ""50.60%""]","[""1225114731"", ""17，""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""无法确认""]","[""先升后降"", ""同步"", ""连续上升""]","[""拐点""]",[],"[""反证"", ""同步"", ""比较""]","[""同比""]","[""CONTINUATION""]","[""REVISION""]",[],[],"[""来源限制""]","[""信息缺口""]","[""两段同比"", ""年度拐点"", ""比率拆解"", ""近似利润率""]","[""2024年拐点"", ""反证"", ""方向匹配"", ""证据分级""]","[""2023-2025"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",[],"[""判断""]","[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,32,-28,0.7309869527816772,0.6613049507141113,-0.06968200206756592,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""可复算性"", ""杠杆分析""]","[""信息缺口"", ""反证检验"", ""效率判断"", ""现金质量"", ""阶段小结""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""总资产"", ""经营活动现金流净额""]","[""归母净利润"", ""营业收入""]",[],"[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],"[""信息缺口"", ""连续上升"", ""错位""]","[""先升后降"", ""拐点""]",[],"[""反证"", ""比较"", ""错位""]","[""同比""]","[""PREVIOUS_TURN""]","[""EARLIER_CONTEXT"", ""REVISION""]","[""CONTINUATION""]",[],"[""信息缺口"", ""来源限制""]",[],"[""两段同比"", ""先升后降"", ""归母净利润"", ""比率拆解"", ""营业收入"", ""近似杠杆""]","[""反证"", ""归母股东权益"", ""总资产"", ""现金分析"", ""盈利结论"", ""阶段小结""]","[""2023-2025"", ""贵州茅台""]","[""支持""]",[],"[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,20,-16,0.67808997631073,0.64617520570755,-0.03191477060317993,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,[],"[""信息缺口"", ""效率判断"", ""现金质量""]","[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""总资产"", ""经营活动现金流净额""]","[""归母净利润"", ""营业收入""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""747.34"", ""823.20"", ""862.28""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]","[""04"", ""17"", ""2023"", ""2024"", ""2025"", ""2026""]",[],"[""信息缺口"", ""连续上升"", ""错位""]","[""先升后降"", ""拐点""]",[],"[""比较"", ""错位""]","[""同比""]","[""CONTINUATION""]",[],"[""PREVIOUS_TURN""]",[],"[""信息缺口"", ""来源限制""]",[],"[""先升后降"", ""归母净利润"", ""比率拆解"", ""营业收入""]","[""内控审计"", ""归母股东权益"", ""总资产"", ""资产效率""]","[""2023-2025"", ""两段同比"", ""贵州茅台"", ""近似杠杆""]","[""支持""]",[],"[""确认"", ""结论""]"
