Session,source_turn_id,Add Prompt,Current User,Summary opening,current_user_bigram_coverage,best_following_turn_id,best_following_user_bigram_coverage,following_minus_current_coverage,potential_following_task_dominance,current_user_tasks,summary_opening_tasks,following_only_tasks_in_summary,current_tasks_preserved,current_user_from_frozen_session_matches
S001,S001-Q011,当前前后文 Prompt（主要基线）,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径。,"用户基于前文已确认的贵州茅台2023-2025年财务数据，要求沿营业收入拆解三年盈利路径，并区分最新一年边际变化与完整三年路径。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99",0.4222222222222222,S001-Q014,0.05128205128205128,-0.37094017094017095,False,[],"[""口径核验"", ""来源核验""]","[""口径核验""]",[],True
S001,S001-Q012,当前前后文 Prompt（主要基线）,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证。,"用户基于前文已确认的贵州茅台2023-2025年财务数据，要求比较营业收入与归母净利润的增减方向和幅度是否匹配，并保留一项可能的反证。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708",0.5384615384615384,S001-Q015,0.10256410256410256,-0.4358974358974359,False,"[""反证检验"", ""口径核验"", ""同步比较"", ""盈利质量""]","[""反证检验"", ""口径核验"", ""同步比较"", ""来源核验"", ""盈利质量""]",[],"[""反证检验"", ""口径核验"", ""同步比较"", ""盈利质量""]",True
S001,S001-Q013,当前前后文 Prompt（主要基线）,上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；别只复述数字，要说明它和上一问的关系。,"用户要求解释上一轮中总资产与归母净利润差异具体集中在哪个年度，并分别说明两段同比，且需说明与上一问的关系。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：总资产2023年2,727亿元、2024年2,989.45亿元、2025年3,038.3",0.5116279069767442,S001-Q015,0.1282051282051282,-0.383422778771616,False,"[""原因解释"", ""同比解释""]","[""原因解释"", ""口径核验"", ""同比解释"", ""来源核验"", ""盈利质量""]","[""口径核验"", ""盈利质量""]","[""原因解释"", ""同比解释""]",True
S001,S001-Q014,当前前后文 Prompt（主要基线）,接着加入扣非净利润，刚才看到的利润变化有多少属于持续经营口径；请先给结论，再说明三年依据。,"用户要求加入扣非净利润，分析此前利润变化中有多少属于持续经营口径，并先给结论再说明三年依据。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认2023-2025年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,",0.717948717948718,S001-Q017,0.16666666666666666,-0.5512820512820513,False,"[""口径核验"", ""盈利质量""]","[""口径核验"", ""来源核验"", ""盈利质量""]",[],"[""口径核验"", ""盈利质量""]",True
S001,S001-Q015,当前前后文 Prompt（主要基线）,基于前面的收入和利润原数，近似利润率发生了什么变化；请把两段同比分开，不要合成一个趋势词。,"用户基于前文已确认的贵州茅台2023-2025年财务数据，要求基于收入和利润原数分析近似利润率的变化，并明确要求将两段同比分开描述，不合成一个趋势词。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、20",0.5897435897435898,S001-Q018,0.14285714285714285,-0.4468864468864469,False,"[""可复算性"", ""同比解释""]","[""口径核验"", ""可复算性"", ""同比解释"", ""来源核验""]","[""口径核验"", ""来源核验""]","[""可复算性"", ""同比解释""]",True
S001,S001-Q016,当前前后文 Prompt（主要基线）,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值。,"用户要求调和贵州茅台2023-2025年多个盈利指标的不同信号，并强调证据不足时直接说明缺口而非补估计值。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,6",0.3958333333333333,S001-Q017,0.19047619047619047,-0.20535714285714285,False,[],"[""口径核验"", ""来源核验""]","[""口径核验"", ""来源核验""]",[],True
S001,S001-Q017,当前前后文 Prompt（主要基线）,如果把基期从2023年换成2024年，前面的盈利叙事会发生多大变化；如果前面的判断需要修订，请直接指出。,"用户要求将基期从2023年换成2024年，评估对贵州茅台2023-2025年盈利叙事的影响，并指出需要修订的判断。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025",0.5,S001-Q018,0.14285714285714285,-0.35714285714285715,False,"[""判断修订""]","[""判断修订"", ""口径核验"", ""来源核验""]","[""口径核验"", ""来源核验""]","[""判断修订""]",True
S001,S001-Q018,当前前后文 Prompt（主要基线）,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息。,"用户要求基于贵州茅台2023-2025年完整财年数据，反向验证上一轮结论（归母股东权益连续上升、营业收入先升后降），找出最可能削弱该结论的已披露数字。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年数据：营业收入2023年1,476.94亿元、2024年1",0.4523809523809524,S001-Q021,0.07317073170731707,-0.3792102206736353,False,"[""反证检验"", ""口径核验"", ""来源核验"", ""验证""]","[""反证检验"", ""口径核验"", ""拐点定位"", ""来源核验"", ""验证""]",[],"[""反证检验"", ""口径核验"", ""来源核验"", ""验证""]",True
S001,S001-Q019,当前前后文 Prompt（主要基线）,结合刚才的反证，前面有哪些表述需要降级或修正？,"用户要求结合上一轮反证检验，对贵州茅台2023-2025年盈利分析中哪些表述需要降级或修正进行说明。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,688.",0.6,S001-Q022,0.175,-0.425,False,"[""判断修订"", ""反证检验""]","[""判断修订"", ""反证检验"", ""口径核验"", ""来源核验"", ""验证""]",[],"[""判断修订"", ""反证检验""]",True
S001,S001-Q020,当前前后文 Prompt（主要基线）,把这一组盈利分析接回前面的整体画像，给出一段不超过公开证据边界的结论；先说明能确认的事实，再说还不能确认的原因。,"用户要求将贵州茅台2023-2025年盈利分析接回整体画像，给出不超过公开证据边界的结论，先说明可确认事实，再说明不能确认的原因。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.9",0.6875,S001-Q022,0.175,-0.5125,False,"[""原因解释""]","[""原因解释"", ""口径核验"", ""来源核验""]","[""口径核验""]","[""原因解释""]",True
S001,S001-Q021,当前前后文 Prompt（主要基线）,沿着上一轮的盈利结论，接下来重点看经营现金流是否跟得上；请从当前岗位最关心的证据开始回答。,"用户要求基于贵州茅台2023-2025年完整财年数据，从权益研究员岗位视角重点分析经营现金流是否跟得上盈利结论，并优先从岗位最关心的证据开始回答。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年数据：营业收入2023年1,476.94亿元、2024年1,7",0.5853658536585366,S001-Q022,0.225,-0.3603658536585366,False,"[""现金质量""]","[""口径核验"", ""来源核验"", ""现金质量""]","[""口径核验"", ""来源核验""]","[""现金质量""]",True
S001,S001-Q022,当前前后文 Prompt（主要基线）,刚才看到的现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,"用户询问贵州茅台2023-2025年现金流三年路径是连续变化还是中途反转，要求不只看2023年和2025年两个端点。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、202",0.725,S001-Q025,0.19047619047619047,-0.5345238095238095,False,"[""同步比较"", ""拐点定位""]","[""口径核验"", ""拐点定位"", ""来源核验""]","[""口径核验"", ""来源核验""]","[""拐点定位""]",True
S001,S001-Q023,当前前后文 Prompt（主要基线）,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突。,"用户要求将上一轮现金流与归母净利润逐年配对，找出错位最明显的年份，并保留指标方向不同的冲突。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,688.38亿元",0.6190476190476191,S001-Q025,0.16666666666666666,-0.45238095238095244,False,"[""口径核验"", ""同步比较"", ""拐点定位"", ""盈利质量""]","[""口径核验"", ""来源核验"", ""盈利质量""]","[""来源核验""]","[""口径核验"", ""盈利质量""]",True
S001,S001-Q024,当前前后文 Prompt（主要基线）,接着计算现金流与净利润的近似比率，这个比率能说明到什么程度；把结论写得可以回到公开来源复算。,"用户要求基于贵州茅台2023-2025年完整财年数据，计算现金流与净利润的近似比率并说明其解释力度，结论需可回到公开来源复算。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、20",0.5365853658536586,S001-Q025,0.16666666666666666,-0.36991869918699194,False,"[""可复算性"", ""来源核验""]","[""原因解释"", ""口径核验"", ""可复算性"", ""来源核验""]","[""口径核验""]","[""可复算性"", ""来源核验""]",True
S001,S001-Q025,当前前后文 Prompt（主要基线）,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果。,"用户询问贵州茅台2023-2025年现金错位若只看2025年是否会夸大或掩盖三年趋势，并要求明确哪些是年报原数、哪些是计算结果。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99",0.7380952380952381,S001-Q027,0.09803921568627451,-0.6400560224089636,False,"[""可复算性"", ""来源核验""]","[""口径核验"", ""可复算性"", ""来源核验""]","[""口径核验""]","[""可复算性"", ""来源核验""]",True
S001,S001-Q026,当前前后文 Prompt（主要基线）,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,"用户要求结合总资产变化判断贵州茅台2023-2025年现金表现是效率问题还是仅存在错位，并将口径限制写入结论。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1",0.4782608695652174,S001-Q029,0.11904761904761904,-0.35921325051759834,False,"[""口径核验"", ""效率判断"", ""现金质量""]","[""口径核验"", ""效率判断"", ""来源核验"", ""现金质量""]",[],"[""口径核验"", ""效率判断"", ""现金质量""]",True
S001,S001-Q027,当前前后文 Prompt（主要基线）,从增长质量、盈利可持续性与资本回报的角度，刚才这组现金证据最直接影响哪项判断；把2024年这个中间点也保留下来。,"用户要求从增长质量、盈利可持续性与资本回报角度，判断此前现金证据最直接影响哪项判断，并保留2024年中间点。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,",0.6862745098039216,S001-Q028,0.09523809523809523,-0.5910364145658263,False,"[""拐点定位""]","[""口径核验"", ""拐点定位"", ""来源核验""]",[],"[""拐点定位""]",True
S001,S001-Q028,当前前后文 Prompt（主要基线）,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,"用户要求找出可能推翻现金质量结论的已有数字，并确保结论可衔接下一轮追问。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,688.38亿元，同比分别为+15.",0.30952380952380953,S001-Q031,0.09302325581395349,-0.21650055370985605,False,"[""反证检验"", ""现金质量""]","[""反证检验"", ""口径核验"", ""同比解释"", ""来源核验"", ""现金质量""]",[],"[""反证检验"", ""现金质量""]",True
S001,S001-Q029,当前前后文 Prompt（主要基线）,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径。,"用户要求结合此前支持证据与反证，对贵州茅台2023-2025年现金相关风险进行排序，并区分最新一年边际变化与完整三年路径。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、",0.5714285714285714,S001-Q031,0.06976744186046512,-0.5016611295681063,False,"[""反证检验""]","[""反证检验"", ""口径核验"", ""来源核验""]",[],"[""反证检验""]",True
S001,S001-Q030,当前前后文 Prompt（主要基线）,沿着上一轮的结论，把现金分析与更早的盈利结论合在一起，形成一段可直接引用的阶段小结；回答时同时保留一项可能的反证。,"用户要求将现金分析与更早的盈利结论合并为可直接引用的阶段小结，并保留一项反证。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,688.38亿元，同比分别为+",0.49019607843137253,S001-Q033,0.06976744186046512,-0.4204286365709074,False,"[""反证检验"", ""综合判断"", ""阶段小结""]","[""反证检验"", ""口径核验"", ""同比解释"", ""来源核验"", ""阶段小结""]","[""同比解释""]","[""反证检验"", ""阶段小结""]",True
S001,S001-Q031,当前前后文 Prompt（主要基线）,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；别只复述数字，要说明它和上一问的关系。,"用户要求检查贵州茅台2023-2025年总资产的三年变化，并说明与上一问（利润和现金梳理）的关系。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF），确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,688.3",0.4186046511627907,S001-Q034,0.13953488372093023,-0.2790697674418605,False,"[""一般分析判断""]","[""口径核验"", ""来源核验""]",[],[],True
S001,S001-Q032,当前前后文 Prompt（主要基线）,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据。,"用户要求基于贵州茅台2023-2025年总资产与归母股东权益原数，判断两者扩张或收缩是否同步，并先给结论再说明三年依据。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF）确认三年完整财年数据：总资产2023年2,727亿元、2024年2,989.45亿元、2025年3",0.6052631578947368,S001-Q033,0.13953488372093023,-0.4657282741738066,False,"[""同步比较""]","[""口径核验"", ""可复算性"", ""同步比较"", ""来源核验""]","[""可复算性""]","[""同步比较""]",True
S001,S001-Q033,当前前后文 Prompt（主要基线）,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,"用户要求基于上一轮确认的贵州茅台2023-2025年总资产与归母股东权益原数，说明近似杠杆变化能说明什么、不能说明什么，并要求将两段同比分开表述。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF）确认三年完整财年数据：总资产2023年2,727亿元、2024年2,98",0.5581395348837209,S001-Q036,0.2727272727272727,-0.2854122621564482,False,"[""可复算性"", ""同比解释"", ""杠杆分析""]","[""口径核验"", ""可复算性"", ""同比解释"", ""杠杆分析"", ""来源核验""]","[""口径核验""]","[""可复算性"", ""同比解释"", ""杠杆分析""]",True
S001,S001-Q034,当前前后文 Prompt（主要基线）,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值。,"用户要求将营业收入与资产变化结合，判断资产扩张是否得到规模增长支撑，并指出证据不足时直接说明缺口、不补估计值。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF）确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,",0.5813953488372093,S001-Q036,0.20454545454545456,-0.37684989429175475,False,[],"[""口径核验"", ""来源核验""]","[""口径核验""]",[],True
S001,S001-Q035,当前前后文 Prompt（主要基线）,如果收入、资产和权益方向不一致，刚才的效率判断应当怎样表述；如果前面的判断需要修订，请直接指出。,"用户询问当收入、资产和权益方向不一致时，如何表述效率判断，并要求若需修订前文判断则直接指出。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF）确认三年完整财年数据：营业收入2023年1,476.94亿元、2024年1,708.99亿元、2025年1,688.38亿元，",0.475,S001-Q036,0.20454545454545456,-0.2704545454545454,False,"[""判断修订"", ""效率判断"", ""杠杆分析""]","[""判断修订"", ""口径核验"", ""效率判断"", ""杠杆分析"", ""来源核验""]","[""口径核验""]","[""判断修订"", ""效率判断"", ""杠杆分析""]",True
S001,S001-Q036,当前前后文 Prompt（主要基线）,上一轮识别的矛盾主要发生在哪一年，2025年是延续还是反转；请用完整财年数据回答，不加入季度信息。,用户询问上一轮识别的矛盾主要发生在哪一年，2025年是延续还是反转，要求用完整财年数据回答。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF）确认三年完整财年数据：归母净利润2023年747.34亿元、2024年862.28亿元、2025年823.20亿元，同比分别为,0.7954545454545454,S001-Q038,0.025,-0.7704545454545454,False,"[""口径核验"", ""拐点定位""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],"[""口径核验"", ""拐点定位""]",True
S001,S001-Q037,当前前后文 Prompt（主要基线）,请用前面已经出现的数字反向检查，资产扩张有效这一说法是否站得住？,"用户要求用前面已出现的数字反向检查“资产扩张有效”这一说法是否站得住。助手基于《贵州茅台2025年年度报告或年度报告摘要》（披露日期2026-04-17，来源地址https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF）确认三年完整财年数据：总资产2023年2,727亿元、2024年2,989.45亿元、2025年3,038.35亿元，同比分别为+9.62%、+1.",0.896551724137931,S001-Q040,0.14814814814814814,-0.7484035759897829,False,"[""一般分析判断""]","[""口径核验"", ""同比解释"", ""来源核验""]",[],[],True
