comparison,session_id,query_id,transition,before_gold_ranks,after_gold_ranks,promoted_gold,demoted_gold,top5_page_ids_identical,候选 Add Prompt
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q039,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 8, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}",0,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q042,UNCHANGED_MISS,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 12}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 26}",0,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q044,HURT,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 4}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 36}",0,1,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q049,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 4}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 6}",0,1,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q052,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 15}","{""647fce0c-6320-5a98-819d-50dff3300582"": 3, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 23}",0,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q055,RESCUED,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 16, ""2e583969-bc65-5074-a7fe-0424438cd092"": 12}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 2, ""2e583969-bc65-5074-a7fe-0424438cd092"": 19}",1,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q056,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 36}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 33}",0,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q063,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 11}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 9}",0,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q065,UNCHANGED_HIT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 6}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 5, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 9}",0,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q066,UNCHANGED_HIT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 11}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 8, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 2}",1,1,False,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S002,S002-Q070,UNCHANGED_MISS,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 11}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 25}",0,0,False,候选一：关系解析优先，禁止上下文事实扩写
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q007,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q011,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 5}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q013,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 3}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q014,UNCHANGED_MISS,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 6}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 9}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q021,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q022,UNCHANGED_MISS,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 11, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 7}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 15, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q026,UNCHANGED_MISS,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 8, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 10}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 12, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 14}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q028,HURT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 17}",0,1,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q033,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 5, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 20}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q035,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q039,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 22, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 3}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q042,UNCHANGED_MISS,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 12}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 23}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q044,HURT,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 4}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 24, ""647fce0c-6320-5a98-819d-50dff3300582"": 32}",0,1,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q049,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 4}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 20}",0,1,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q052,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 15}","{""647fce0c-6320-5a98-819d-50dff3300582"": 3, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 47}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q055,UNCHANGED_MISS,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 16, ""2e583969-bc65-5074-a7fe-0424438cd092"": 12}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 50, ""2e583969-bc65-5074-a7fe-0424438cd092"": 27}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q056,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 36}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 17}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q063,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 11}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 31}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q065,HURT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 6}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 11, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 37}",0,1,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q066,HURT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 11}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 38, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 6}",0,1,False,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q070,UNCHANGED_MISS,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 11}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 8}",0,0,False,候选二：当前轮信息优先 + 一句关系补充
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q007,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q011,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 4}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q013,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 1}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q014,RESCUED,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 6}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 4}",1,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q021,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 12}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q022,UNCHANGED_MISS,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 11, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 7}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 13, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 7}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q026,UNCHANGED_MISS,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 8, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 10}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 7, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 18}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q028,HURT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 16}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q033,HURT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 24, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 17}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q035,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 25}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q039,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 24, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q042,UNCHANGED_MISS,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 12}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 22}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q044,HURT,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 4}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 35}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q049,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 4}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 24}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q052,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 15}","{""647fce0c-6320-5a98-819d-50dff3300582"": 5, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 45}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q055,UNCHANGED_MISS,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 16, ""2e583969-bc65-5074-a7fe-0424438cd092"": 12}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 41, ""2e583969-bc65-5074-a7fe-0424438cd092"": 30}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q056,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 36}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 27}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q063,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 11}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 27}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q065,UNCHANGED_HIT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 6}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 5, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 11}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q066,UNCHANGED_HIT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 11}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 27, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 2}",1,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q070,RESCUED,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 11}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 3}",1,0,False,候选三：区分性信息优先，主动抑制重复内容
