Checkpoint,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,transition,query_text,query_categories,dense_rank,hybrid_rank,hybrid_full_rank,dense_score,raw_bm25_score,normalized_bm25_score,hybrid_final_score,shared_bm25_tokens
C0,C0 Hybrid vs Dense,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,4,3,1,0.4946797788143158,0.3733372208473128,-0.121342557967003,UNCHANGED,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,"[""指标名""]",4,3,3,0.4946797788143158,9.823995590209961,0.25199466288030975,0.3733372208473128,"[""前面"", ""存在"", ""的"", ""确认"", ""结合"", ""结论""]"
C0,C0 Hybrid vs Dense,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,2,6,-4,0.48575401306152344,0.2490370538635089,-0.23671695919801453,DEMOTED,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,"[""反证/反例""]",2,6,6,0.48575401306152344,3.231745958328247,0.012320094665494379,0.2490370538635089,"[""只"", ""的""]"
C0,C0 Hybrid vs Dense,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,6,-4,0.5201343297958374,0.4037995390492921,-0.11633479074654529,DEMOTED,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,"[""指标名"", ""近似杠杆""]",2,6,6,0.5201343297958374,10.184541702270508,0.2874647483027469,0.4037995390492921,"[""一轮"", ""上"", ""同比"", ""把"", ""权益"", ""的"", ""请"", ""资产"", ""近似""]"
C0,C0 Hybrid vs Dense,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,20,22,-2,0.4486255347728729,0.24172990983772272,-0.2068956249351502,UNCHANGED,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,"[""指标名"", ""近似杠杆""]",20,22,22,0.4486255347728729,5.35660457611084,0.034834284902572524,0.24172990983772272,"[""变化"", ""同比"", ""和"", ""基于"", ""权益"", ""的"", ""请""]"
C0,C0 Hybrid vs Dense,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,27,7,20,0.38482916355133057,0.28205136120900104,-0.10277780234232953,UNCHANGED,如果收入、资产和权益方向不一致，刚才的效率判断应当怎样表述；如果前面的判断需要修订，请直接指出。,"[""指标名"", ""判断修订""]",27,7,7,0.38482916355133057,8.957446098327637,0.17927355886667154,0.28205136120900104,"[""刚才"", ""和"", ""怎样"", ""收入"", ""权益"", ""的"", ""直接"", ""请""]"
C0,C0 Hybrid vs Dense,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,3,7,-4,0.49549949169158936,0.35464228672852693,-0.14085720496306242,DEMOTED,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,"[""指标名""]",3,7,7,0.49549949169158936,9.395482063293457,0.21378508176546454,0.35464228672852693,"[""从"", ""最"", ""的"", ""证据"", ""资产""]"
C0,C0 Hybrid vs Dense,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,11,19,-8,0.4700566232204437,0.25316617058787383,-0.2168904526325699,UNCHANGED,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,"[""指标名""]",11,19,19,0.4700566232204437,5.4406867027282715,0.03627571795530392,0.25316617058787383,"[""变化"", ""和"", ""权益"", ""的"", ""请"", ""资产""]"
C0,C0 Hybrid vs Dense,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,6,21,-15,0.524163007736206,0.2713902677800669,-0.25277273995613914,UNCHANGED,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,"[""其它""]",6,21,21,0.524163007736206,4.070282459259033,0.01861752782392776,0.2713902677800669,"[""主体"", ""公开"", ""或"", ""来源"", ""结论""]"
C0,C0 Hybrid vs Dense,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,15,19,-4,0.38481488823890686,0.20465447270765105,-0.1801604155312558,UNCHANGED,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,"[""其它""]",15,19,19,0.38481488823890686,4.630948543548584,0.024494057176395245,0.20465447270765105,"[""不要"", ""中"", ""把"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,29,28,1,0.335262268781662,0.17778933810012107,-0.15747293068154092,UNCHANGED,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,"[""其它""]",29,28,28,0.335262268781662,4.248398303985596,0.020316407418580134,0.17778933810012107,"[""不要"", ""事实"", ""把"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,13,16,-3,0.4355660080909729,0.2680580838216456,-0.1675079242693273,UNCHANGED,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,"[""其它""]",13,16,16,0.4355660080909729,7.617746829986572,0.10055015955231826,0.2680580838216456,"[""上"", ""具体"", ""原因"", ""和"", ""把"", ""披露"", ""的"", ""管理层""]"
C0,C0 Hybrid vs Dense,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.33832457661628723,0.17262016539245273,-0.1657044112238345,UNCHANGED,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,"[""指标名""]",3,3,3,0.33832457661628723,2.0659730434417725,0.006915754168618244,0.17262016539245273,"[""判断"", ""同比"", ""把"", ""的""]"
C0,C0 Hybrid vs Dense,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,6,6,0,0.3450709879398346,0.1782225018191262,-0.1668484861207084,UNCHANGED,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,"[""其它""]",6,6,6,0.3450709879398346,1.070030689239502,0.01137401569841776,0.1782225018191262,"[""披露"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,3,4,-1,0.3914191424846649,0.2035589384385801,-0.1878602040460848,UNCHANGED,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,"[""其它""]",3,4,4,0.3914191424846649,1.7232961654663086,0.015698734392495313,0.2035589384385801,"[""披露"", ""的"", ""确认"", ""结论""]"
C0,C0 Hybrid vs Dense,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.33159926533699036,0.16938098462420173,-0.16221828071278863,UNCHANGED,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,"[""其它""]",9,9,9,0.33159926533699036,2.136641502380371,0.007162703911413092,0.16938098462420173,"[""和"", ""把"", ""披露"", ""的"", ""计算""]"
C0,C0 Hybrid vs Dense,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,6,-1,0.4067200720310211,0.20894475963499531,-0.1977753123960258,DEMOTED,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,"[""其它""]",5,6,6,0.4067200720310211,3.033318281173706,0.011169447238969484,0.20894475963499531,"[""和"", ""把"", ""披露"", ""的"", ""计算"", ""请""]"
C0,C0 Hybrid vs Dense,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,3,4,-1,0.5073202252388,0.2570607384380514,-0.25025948680074867,UNCHANGED,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,"[""年份/数字""]",3,4,4,0.5073202252388,2.0323517322540283,0.006801251637302688,0.2570607384380514,"[""2023"", ""2025"", ""不要"", ""和"", ""年"", ""的""]"
C0,C0 Hybrid vs Dense,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,13,11,2,0.6465378403663635,0.3647766014105447,-0.28176123895581884,UNCHANGED,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体""]",13,11,11,0.6465378403663635,7.1958699226379395,0.08301536245472582,0.3647766014105447,"[""三年"", ""中"", ""具体"", ""前面"", ""区分"", ""和"", ""在"", ""完整"", ""收入"", ""的"", ""茅台"", ""营业"", ""请"", ""贵州""]"
C0,C0 Hybrid vs Dense,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,4,3,1,0.7317522764205933,0.5845656218196364,-0.1471866546009568,UNCHANGED,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体"", ""反证/反例""]",4,3,3,0.7317522764205933,11.496387481689453,0.43737896721867964,0.5845656218196364,"[""三年"", ""中"", ""了"", ""具体"", ""再"", ""净利润"", ""刚才"", ""匹配"", ""和"", ""在"", ""归母"", ""收入"", ""的"", ""茅台"", ""贵州""]"
C0,C0 Hybrid vs Dense,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,11,14,-3,0.6958172917366028,0.35397063363879055,-0.34184665809781223,UNCHANGED,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体"", ""反证/反例""]",11,14,14,0.6958172917366028,3.1992554664611816,0.012123975540978361,0.35397063363879055,"[""具体"", ""净利润"", ""可能"", ""和"", ""归母"", ""收入"", ""的"", ""茅台"", ""贵州""]"
C0,C0 Hybrid vs Dense,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,6,10,-4,0.6949954032897949,0.39183183406451944,-0.3031635692252755,UNCHANGED,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""实体"", ""信息缺口""]",6,10,10,0.6949954032897949,7.339990139007568,0.08866826483924398,0.39183183406451944,"[""不要"", ""中"", ""具体"", ""刚才"", ""在"", ""茅台"", ""贵州""]"
C0,C0 Hybrid vs Dense,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,9,4,5,0.6865123510360718,0.7614629183775279,0.07495056734145611,PROMOTED,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""实体"", ""信息缺口""]",9,4,4,0.6865123510360718,15.263562202453613,0.836413485718984,0.7614629183775279,"[""不是"", ""具体"", ""刚才"", ""如果"", ""怎样"", ""指标"", ""而"", ""茅台"", ""贵州""]"
C0,C0 Hybrid vs Dense,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,8,1,7,0.635677695274353,0.8134968624820447,0.17781916720769164,PROMOTED,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,"[""实体""]",8,1,1,0.635677695274353,21.475109100341797,0.9913160296897364,0.8134968624820447,"[""一项"", ""三年"", ""中"", ""体现"", ""具体"", ""可能"", ""回答"", ""在"", ""怎么"", ""披露"", ""数字"", ""数据"", ""结论"", ""茅台"", ""贵州"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,4,5,-1,0.7509975433349609,0.8258812582049007,0.07488371486993972,UNCHANGED,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体""]",4,5,5,0.7509975433349609,16.41150665283203,0.9007649730748403,0.8258812582049007,"[""一轮"", ""三年"", ""上"", ""与"", ""中"", ""体现"", ""保留"", ""具体"", ""净利润"", ""在"", ""归母"", ""怎么"", ""把"", ""数字"", ""茅台"", ""贵州"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,14,-3,0.713391900062561,0.46149318313156995,-0.2518987169309911,UNCHANGED,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体""]",11,14,14,0.713391900062561,9.345256805419922,0.20959446620057884,0.46149318313156995,"[""三年"", ""与"", ""中"", ""体现"", ""具体"", ""净利润"", ""在"", ""归母"", ""怎么"", ""数字"", ""茅台"", ""贵州"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,8,6,2,0.71683669090271,0.6358692390911759,-0.08096745181153409,UNCHANGED,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,"[""年份/数字"", ""实体""]",8,6,6,0.71683669090271,12.44099235534668,0.5549017872796418,0.6358692390911759,"[""2025"", ""三年"", ""中"", ""体现"", ""具体"", ""刚才"", ""哪些"", ""在"", ""年"", ""怎么"", ""或"", ""数字"", ""的"", ""茅台"", ""贵州"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,12,9,3,0.6947565078735352,0.5857119120704833,-0.10904459580305181,UNCHANGED,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,"[""实体"", ""反证/反例""]",12,9,9,0.6947565078735352,11.813202857971191,0.4766673162674316,0.5857119120704833,"[""三年"", ""中"", ""体现"", ""具体"", ""变化"", ""和"", ""在"", ""怎么"", ""数字"", ""的"", ""茅台"", ""请"", ""贵州"", ""边际"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,1,3,-2,0.7444235682487488,0.8234663038372644,0.0790427355885156,UNCHANGED,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,"[""实体"", ""反证/反例""]",1,3,3,0.7444235682487488,16.450838088989258,0.90250903942578,0.8234663038372644,"[""三年"", ""中"", ""体现"", ""具体"", ""刚才"", ""区分"", ""变化"", ""和"", ""在"", ""怎么"", ""支持"", ""数字"", ""的"", ""茅台"", ""贵州"", ""路径"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,5,12,-7,0.7117832899093628,0.532360050502993,-0.17942323940636984,DEMOTED,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体""]",5,12,12,0.7117832899093628,10.787690162658691,0.3529368110966231,0.532360050502993,"[""三年"", ""中"", ""体现"", ""具体"", ""再"", ""变化"", ""在"", ""怎么"", ""或"", ""数字"", ""的"", ""结论"", ""股东权益"", ""茅台"", ""贵州"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,40,26,14,0.6301290392875671,0.3787899850535695,-0.25133905423399766,UNCHANGED,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体"", ""信息缺口""]",40,26,26,0.6301290392875671,8.15262508392334,0.12745093081957184,0.3787899850535695,"[""三年"", ""中"", ""体现"", ""具体"", ""在"", ""怎么"", ""把"", ""收入"", ""数字"", ""的"", ""茅台"", ""营业"", ""说明"", ""贵州"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,11,16,-5,0.7112531065940857,0.42702926131466473,-0.28422384527942096,UNCHANGED,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体"", ""信息缺口""]",11,16,16,0.7112531065940857,8.41563606262207,0.1428054160352438,0.42702926131466473,"[""三年"", ""中"", ""体现"", ""具体"", ""在"", ""怎么"", ""把"", ""收入"", ""数字"", ""的"", ""直接"", ""茅台"", ""营业"", ""贵州"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,5,15,-10,0.6977245807647705,0.5484918432274981,-0.1492327375372724,DEMOTED,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,"[""指标名"", ""实体""]",5,15,15,0.6977245807647705,11.182893753051758,0.39925910569022566,0.5484918432274981,"[""三年"", ""中"", ""体现"", ""具体"", ""变化"", ""和"", ""在"", ""怎么"", ""数字"", ""权益"", ""的"", ""茅台"", ""请"", ""贵州"", ""资产"", ""这组""]"
C0,C0 Hybrid vs Dense,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,2,2,0,0.5538138151168823,0.7530698620770352,0.19925604696015287,UNCHANGED,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,"[""证据层级/证据强度""]",2,2,2,0.5538138151168823,17.989038467407227,0.9523259090371881,0.7530698620770352,"[""一轮"", ""上"", ""和"", ""把"", ""早"", ""更"", ""来源"", ""现金"", ""的"", ""盈利"", ""结论""]"
C0,C0 Hybrid vs Dense,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,5,19,-14,0.5295717716217041,0.26835960385913826,-0.26121216776256584,DEMOTED,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,"[""证据层级/证据强度""]",5,19,19,0.5295717716217041,2.132343053817749,0.0071474360965724255,0.26835960385913826,"[""不"", ""和"", ""来源"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,5,12,-7,0.519546627998352,0.29559147013926446,-0.2239551578590876,DEMOTED,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,"[""年份/数字"", ""证据层级/证据强度"", ""判断修订""]",5,12,12,0.519546627998352,6.876357078552246,0.07163631228017686,0.29559147013926446,"[""与"", ""修订"", ""判断"", ""前面"", ""在"", ""年"", ""的""]"
C0,C0 Hybrid vs Dense,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,13,9,4,0.49913763999938965,0.3028603211431264,-0.19627731885626326,UNCHANGED,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,"[""年份/数字"", ""证据层级/证据强度"", ""判断修订""]",13,9,9,0.49913763999938965,7.747741222381592,0.10658300228686314,0.3028603211431264,"[""2024"", ""与"", ""事实"", ""保留"", ""判断"", ""前面"", ""区分"", ""年"", ""的""]"
C0,C0 Hybrid vs Dense,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,34,40,-6,0.34421658515930176,0.17465929794517646,-0.1695572872141253,UNCHANGED,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,"[""其它""]",34,40,40,0.34421658515930176,1.453989028930664,0.005102010731051138,0.17465929794517646,"[""一轮"", ""结论""]"
C0,C0 Hybrid vs Dense,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,19,27,-8,0.3813455402851105,0.201390197888714,-0.17995534239639646,UNCHANGED,结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,"[""判断修订""]",19,27,27,0.3813455402851105,4.3578619956970215,0.02143485549231754,0.201390197888714,"[""一轮"", ""上"", ""判断"", ""的"", ""请""]"
C0,C0 Hybrid vs Dense,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,4,-3,0.5514099597930908,0.35190231597460775,-0.19950764381848307,UNCHANGED,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,"[""基期判断""]",1,4,4,0.5514099597930908,8.568117141723633,0.15239467215612465,0.35190231597460775,"[""可"", ""复算"", ""指标"", ""比率"", ""的""]"
C0,C0 Hybrid vs Dense,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,10,28,-18,0.47436463832855225,0.2406737334990838,-0.23369090482946844,UNCHANGED,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,"[""基期判断""]",10,28,28,0.47436463832855225,2.0854122638702393,0.006982828669615359,0.2406737334990838,"[""但"", ""刚才"", ""的""]"
C0,C0 Hybrid vs Dense,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,6,-5,0.5741122364997864,0.42256464670518135,-0.15154758979460503,DEMOTED,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,"[""证据层级/证据强度""]",1,6,6,0.5741122364997864,10.021062850952148,0.27101705691057637,0.42256464670518135,"[""一轮"", ""不能"", ""分析"", ""原因"", ""披露"", ""的"", ""确认"", ""能""]"
