strategy_id,strategy_group,description,s001_tuned,query_variant,candidate_representation,candidate_strategy,candidate_k,mean_actual_candidate_count,min_actual_candidate_count,max_actual_candidate_count,candidate_recall,candidate_hits,eligible_gold_count,rerank_representation,reranker_model,output_k,candidate_weight,reranker_weight,rank_constant,normalization,evaluated_query_count,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,max_gold_rank,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,promoted_into_top5_vs_baseline,demoted_out_of_top5_vs_baseline,promoted_into_top5_vs_candidate,demoted_out_of_top5_vs_candidate,preserved_reranker_hits,recovered_reranker_demotions,newly_promoted_vs_reranker,newly_demoted_vs_reranker,net_gain_vs_baseline,net_gain_vs_candidate,mean_gold_pages_in_top5,query_top5_gold_0,query_top5_gold_1,query_top5_gold_2,query_top5_gold_3_plus,warmup_repeats,measurement_repeats,cold_start_excluded,measurement_count,fusion_mean_ms,fusion_p50_ms,fusion_p90_ms,fusion_p95_ms,fusion_max_ms,query_embedding_mean_ms,query_embedding_p95_ms,candidate_mean_ms,candidate_p95_ms,reranker_mean_ms,reranker_p95_ms,retrieval_total_mean_ms,retrieval_total_p95_conservative_ms,online_llm_calls_per_query,new_model_calls,chain_name
RF0_reranker_only,RANK_FUSION,reranker rank only,True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,,,,,14,0.30980983302411874,0.29763421779057675,9.666666666666666,8,26,0.047619047619047616,0.3333333333333333,0.47619047619047616,0.5238095238095238,0.8095238095238095,0.9047619047619048,1.0,5,2,5,2,10,0,0,0,3,3,0.7142857142857143,6,6,2,0,20,200,True,2800,0.05852672607142857,0.042749999999999996,0.08551,0.10610499999999998,4.958002,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.7990736269794,1593.450416351757,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF0_reranker_only -> Top5
RF1_equal_rrf_c20,RANK_FUSION,"1/(c+candidate_rank) + 1/(c+reranker_rank), c=20",True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.0,1.0,20,,14,0.2379393424036281,0.20747395486003864,10.095238095238095,8,26,0.0,0.2857142857142857,0.3333333333333333,0.6190476190476191,0.7619047619047619,0.9047619047619048,1.0,2,2,2,2,7,0,0,3,0,0,0.5,7,7,0,0,20,200,True,2800,0.07900421607142857,0.05885,0.0993,0.1311,5.134701,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.8195511169793,1593.475411351757,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF1_equal_rrf_c20 -> Top5
RF1_equal_rrf_c60,RANK_FUSION,"1/(c+candidate_rank) + 1/(c+reranker_rank), c=60",True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.0,1.0,60,,14,0.23159013605442175,0.1798416114861428,10.428571428571429,9,26,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,1,2,1,2,6,0,0,4,-1,-1,0.42857142857142855,8,6,0,0,20,200,True,2800,0.09552871607142858,0.06914999999999999,0.09951,0.13021499999999994,11.2605,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.8360756169793,1593.4745263517568,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF1_equal_rrf_c60 -> Top5
RF1_equal_rrf_c100,RANK_FUSION,"1/(c+candidate_rank) + 1/(c+reranker_rank), c=100",True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.0,1.0,100,,14,0.23059807256235826,0.1798416114861428,10.476190476190476,9,26,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,1,2,1,2,6,0,0,4,-1,-1,0.42857142857142855,8,6,0,0,20,200,True,2800,0.08280846607142857,0.0591,0.0947,0.11870499999999998,11.2847,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.8233553669793,1593.463016351757,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF1_equal_rrf_c100 -> Top5
RF2_reranker_weight_1.5,RANK_FUSION,1/(60+candidate_rank) + 1.5/(60+reranker_rank),True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.0,1.5,60,,14,0.2854898369604252,0.23957034466577826,10.0,9,26,0.047619047619047616,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.8095238095238095,0.9047619047619048,1.0,2,2,2,2,7,0,0,3,0,0,0.5,7,7,0,0,20,200,True,2800,0.06394475107142857,0.04955,0.09570999999999999,0.12642499999999987,1.4367,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.8044916519793,1593.4707363517568,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF2_reranker_weight_1.5 -> Top5
RF2_reranker_weight_2,RANK_FUSION,1/(60+candidate_rank) + 2/(60+reranker_rank),True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.0,2.0,60,,14,0.26063156031643425,0.23520046087884253,9.80952380952381,8,26,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.8095238095238095,0.9047619047619048,1.0,3,2,3,2,8,0,0,2,1,1,0.5714285714285714,6,8,0,0,20,200,True,2800,0.07761196571428572,0.0619,0.10740999999999999,0.152605,3.1097,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.8181588666223,1593.496916351757,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF2_reranker_weight_2 -> Top5
RF2_reranker_weight_3,RANK_FUSION,1/(60+candidate_rank) + 3/(60+reranker_rank),True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.0,3.0,60,,14,0.25341117216117215,0.23250233680443724,9.857142857142858,8,26,0.0,0.3333333333333333,0.38095238095238093,0.5238095238095238,0.8095238095238095,0.9047619047619048,1.0,3,2,3,2,8,0,0,2,1,1,0.5714285714285714,6,8,0,0,20,200,True,2800,0.07548143,0.0612,0.1015,0.13211999999999988,3.044101,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.816028330908,1593.476431351757,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF2_reranker_weight_3 -> Top5
RF2_reranker_weight_4,RANK_FUSION,1/(60+candidate_rank) + 4/(60+reranker_rank),True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.0,4.0,60,,14,0.2474587912087912,0.2294662315322845,9.952380952380953,8,26,0.0,0.2857142857142857,0.38095238095238093,0.5238095238095238,0.8095238095238095,0.9047619047619048,1.0,3,2,3,2,8,0,0,2,1,1,0.5714285714285714,6,8,0,0,20,200,True,2800,0.05776825107142857,0.04685,0.091,0.10970499999999998,0.69,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.7983151519793,1593.454016351757,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF2_reranker_weight_4 -> Top5
RF3_candidate_weight_1.5,RANK_FUSION,1.5/(60+candidate_rank) + 1/(60+reranker_rank),True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,1.5,1.0,60,,14,0.25835754158122576,0.20799276967805566,10.80952380952381,10,26,0.047619047619047616,0.23809523809523808,0.3333333333333333,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,1,1,1,1,6,1,1,4,0,0,0.5,7,7,0,0,20,200,True,2800,0.06196614392857143,0.052,0.09340999999999999,0.11252499999999986,1.4501,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.8025130448366,1593.456836351757,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF3_candidate_weight_1.5 -> Top5
RF3_candidate_weight_2,RANK_FUSION,2/(60+candidate_rank) + 1/(60+reranker_rank),True,Q0 current user query,P0,dense + Chinese BM25 RRF60,20,16.0,3,20,0.9047619047619048,19,21,P8 summary + keywords,BAAI/bge-reranker-base,5,2.0,1.0,60,,14,0.2666908749145591,0.21294818993615802,10.80952380952381,11,26,0.047619047619047616,0.2857142857142857,0.3333333333333333,0.47619047619047616,0.7142857142857143,0.9047619047619048,1.0,1,1,1,1,6,1,1,4,0,0,0.5,7,7,0,0,20,200,True,2800,0.11967057392857143,0.0699,0.0992,0.12463499999999982,10.946601,11.72238395748926,23.16133319982327,99.81939305715579,210.34201995280443,938.1987698862629,1359.840958199129,1049.8602174748364,1593.4689463517568,0,0,Q0 + P0 dense/Chinese-BM25 RRF60 Top20 + P8 BAAI/bge-reranker-base + RF3_candidate_weight_2 -> Top5
