requirement_id,session_id,query_id,turn_index,group_index,gold_members,is_or,shortterm_rank,shortterm_hit,midterm_ranking_available,midterm_rank,midterm_hit_at_5,longterm_rank,longterm_hit,final_hit
S001-Q019::G1,S001,S001-Q019,18,1,['S001-Q018'],False,3,True,False,,False,,False,True
S001-Q020::G1,S001,S001-Q020,19,1,['S001-Q015'],False,,False,True,10,False,1,True,True
S001-Q021::G1,S001,S001-Q021,20,1,['S001-Q020'],False,3,True,False,,False,,False,True
S001-Q022::G1,S001,S001-Q022,21,1,['S001-Q017'],False,,False,True,4,True,5,True,True
S001-Q023::G1,S001,S001-Q023,22,1,['S001-Q022'],False,3,True,False,,False,,False,True
S001-Q024::G1,S001,S001-Q024,23,1,['S001-Q019'],False,,False,True,6,False,,False,False
S001-Q025::G1,S001,S001-Q025,24,1,['S001-Q024'],False,3,True,False,,False,,False,True
S001-Q026::G1,S001,S001-Q026,25,1,['S001-Q021'],False,,False,True,2,True,,False,True
S001-Q027::G1,S001,S001-Q027,26,1,['S001-Q026'],False,3,True,False,,False,,False,True
S001-Q028::G1,S001,S001-Q028,27,1,['S001-Q023'],False,,False,True,2,True,5,True,True
S001-Q029::G1,S001,S001-Q029,28,1,['S001-Q028'],False,3,True,False,,False,,False,True
S001-Q030::G1,S001,S001-Q030,29,1,['S001-Q025'],False,,False,True,5,True,,False,True
S001-Q031::G1,S001,S001-Q031,30,1,['S001-Q030'],False,3,True,False,,False,,False,True
S001-Q032::G1,S001,S001-Q032,31,1,['S001-Q027'],False,,False,True,2,True,,False,True
S001-Q033::G1,S001,S001-Q033,32,1,['S001-Q032'],False,3,True,False,,False,,False,True
S001-Q034::G1,S001,S001-Q034,33,1,['S001-Q029'],False,,False,True,17,False,,False,False
S001-Q035::G1,S001,S001-Q035,34,1,['S001-Q034'],False,3,True,False,,False,,False,True
S001-Q036::G1,S001,S001-Q036,35,1,['S001-Q031'],False,,False,True,18,False,,False,False
S001-Q037::G1,S001,S001-Q037,36,1,['S001-Q036'],False,3,True,False,,False,,False,True
S001-Q038::G1,S001,S001-Q038,37,1,['S001-Q033'],False,,False,True,2,True,1,True,True
S001-Q039::G1,S001,S001-Q039,38,1,['S001-Q033'],False,,False,True,12,False,,False,False
S001-Q039::G2,S001,S001-Q039,38,2,['S001-Q038'],False,3,True,True,,False,,False,True
S001-Q040::G1,S001,S001-Q040,39,1,['S001-Q035'],False,,False,True,7,False,,False,False
S001-Q041::G1,S001,S001-Q041,40,1,['S001-Q040'],False,3,True,False,,False,,False,True
S001-Q042::G1,S001,S001-Q042,41,1,['S001-Q037'],False,,False,True,1,True,2,True,True
S001-Q043::G1,S001,S001-Q043,42,1,['S001-Q042'],False,3,True,False,,False,,False,True
S001-Q044::G1,S001,S001-Q044,43,1,['S001-Q039'],False,,False,True,4,True,,False,True
S001-Q045::G1,S001,S001-Q045,44,1,['S001-Q044'],False,3,True,False,,False,,False,True
S001-Q046::G1,S001,S001-Q046,45,1,['S001-Q041'],False,,False,True,35,False,,False,False
S001-Q047::G1,S001,S001-Q047,46,1,['S001-Q046'],False,3,True,False,,False,,False,True
S001-Q048::G1,S001,S001-Q048,47,1,['S001-Q043'],False,,False,True,1,True,,False,True
S001-Q049::G1,S001,S001-Q049,48,1,['S001-Q048'],False,3,True,False,,False,,False,True
S001-Q050::G1,S001,S001-Q050,49,1,['S001-Q045'],False,,False,True,4,True,,False,True
S002-Q002::G1,S002,S002-Q002,1,1,['S002-Q001'],False,1,True,False,,False,,False,True
S002-Q003::G1,S002,S002-Q003,2,1,['S002-Q002'],False,2,True,False,,False,,False,True
S002-Q004::G1,S002,S002-Q004,3,1,['S002-Q003'],False,3,True,False,,False,,False,True
S002-Q005::G1,S002,S002-Q005,4,1,['S002-Q004'],False,3,True,False,,False,,False,True
S002-Q006::G1,S002,S002-Q006,5,1,['S002-Q001'],False,,False,True,1,True,1,True,True
S002-Q007::G1,S002,S002-Q007,6,1,['S002-Q006'],False,3,True,False,,False,,False,True
S002-Q008::G1,S002,S002-Q008,7,1,['S002-Q003'],False,,False,True,2,True,1,True,True
S002-Q009::G1,S002,S002-Q009,8,1,['S002-Q008'],False,3,True,False,,False,,False,True
S002-Q010::G1,S002,S002-Q010,9,1,['S002-Q005'],False,,False,True,1,True,1,True,True
S002-Q011::G1,S002,S002-Q011,10,1,['S002-Q010'],False,3,True,False,,False,,False,True
S002-Q012::G1,S002,S002-Q012,11,1,['S002-Q007'],False,,False,True,2,True,1,True,True
S002-Q013::G1,S002,S002-Q013,12,1,['S002-Q012'],False,3,True,False,,False,,False,True
S002-Q014::G1,S002,S002-Q014,13,1,['S002-Q009'],False,,False,True,2,True,1,True,True
S002-Q015::G1,S002,S002-Q015,14,1,['S002-Q014'],False,3,True,False,,False,,False,True
S002-Q016::G1,S002,S002-Q016,15,1,['S002-Q011'],False,,False,True,5,True,2,True,True
S002-Q017::G1,S002,S002-Q017,16,1,['S002-Q016'],False,3,True,False,,False,,False,True
S002-Q018::G1,S002,S002-Q018,17,1,['S002-Q013'],False,,False,True,1,True,3,True,True
S002-Q019::G1,S002,S002-Q019,18,1,['S002-Q018'],False,3,True,False,,False,,False,True
S002-Q020::G1,S002,S002-Q020,19,1,['S002-Q015'],False,,False,True,2,True,4,True,True
S002-Q021::G1,S002,S002-Q021,20,1,['S002-Q010'],False,,False,True,16,False,,False,False
S002-Q021::G2,S002,S002-Q021,20,2,['S002-Q020'],False,3,True,True,,False,,False,True
S002-Q022::G1,S002,S002-Q022,21,1,['S002-Q017'],False,,False,True,1,True,1,True,True
S002-Q023::G1,S002,S002-Q023,22,1,['S002-Q022'],False,3,True,False,,False,,False,True
S002-Q024::G1,S002,S002-Q024,23,1,['S002-Q019'],False,,False,True,9,False,,False,False
S002-Q025::G1,S002,S002-Q025,24,1,['S002-Q022'],False,1,True,False,,False,,False,True
S002-Q025::G2,S002,S002-Q025,24,2,['S002-Q024'],False,3,True,False,,False,,False,True
S002-Q026::G1,S002,S002-Q026,25,1,['S002-Q021'],False,,False,True,8,False,,False,False
S002-Q027::G1,S002,S002-Q027,26,1,['S002-Q026'],False,3,True,False,,False,,False,True
S002-Q028::G1,S002,S002-Q028,27,1,['S002-Q023'],False,,False,True,5,True,2,True,True
S002-Q029::G1,S002,S002-Q029,28,1,['S002-Q028'],False,3,True,False,,False,,False,True
S002-Q030::G1,S002,S002-Q030,29,1,['S002-Q025'],False,,False,True,17,False,1,True,True
S002-Q031::G1,S002,S002-Q031,30,1,['S002-Q030'],False,3,True,False,,False,,False,True
S002-Q032::G1,S002,S002-Q032,31,1,['S002-Q027'],False,,False,True,2,True,1,True,True
S002-Q033::G1,S002,S002-Q033,32,1,['S002-Q032'],False,3,True,False,,False,,False,True
S002-Q034::G1,S002,S002-Q034,33,1,['S002-Q029'],False,,False,True,3,True,3,True,True
S002-Q035::G1,S002,S002-Q035,34,1,['S002-Q034'],False,3,True,False,,False,,False,True
S002-Q036::G1,S002,S002-Q036,35,1,['S002-Q031'],False,,False,True,5,True,2,True,True
S002-Q037::G1,S002,S002-Q037,36,1,['S002-Q036'],False,3,True,False,,False,,False,True
S002-Q038::G1,S002,S002-Q038,37,1,['S002-Q033'],False,,False,True,3,True,,False,True
S002-Q039::G1,S002,S002-Q039,38,1,['S002-Q038'],False,3,True,False,,False,,False,True
S002-Q040::G1,S002,S002-Q040,39,1,['S002-Q035'],False,,False,True,33,False,,False,False
S002-Q041::G1,S002,S002-Q041,40,1,['S002-Q040'],False,3,True,False,,False,,False,True
S002-Q042::G1,S002,S002-Q042,41,1,['S002-Q037'],False,,False,True,1,True,3,True,True
S002-Q043::G1,S002,S002-Q043,42,1,['S002-Q042'],False,3,True,False,,False,,False,True
S002-Q044::G1,S002,S002-Q044,43,1,['S002-Q039'],False,,False,True,11,False,5,True,True
S002-Q045::G1,S002,S002-Q045,44,1,['S002-Q044'],False,3,True,False,,False,,False,True
S002-Q046::G1,S002,S002-Q046,45,1,['S002-Q041'],False,,False,True,4,True,,False,True
S002-Q047::G1,S002,S002-Q047,46,1,['S002-Q046'],False,3,True,False,,False,,False,True
S002-Q048::G1,S002,S002-Q048,47,1,['S002-Q043'],False,,False,True,1,True,4,True,True
S002-Q049::G1,S002,S002-Q049,48,1,['S002-Q043'],False,,False,True,5,True,,False,True
S002-Q049::G2,S002,S002-Q049,48,2,['S002-Q048'],False,3,True,True,,False,,False,True
S002-Q050::G1,S002,S002-Q050,49,1,['S002-Q045'],False,,False,True,2,True,5,True,True
S002-Q051::G1,S002,S002-Q051,50,1,['S002-Q036'],False,,False,True,19,False,,False,False
S002-Q051::G2,S002,S002-Q051,50,2,['S002-Q050'],False,3,True,True,,False,,False,True
S002-Q052::G1,S002,S002-Q052,51,1,['S002-Q047'],False,,False,True,1,True,2,True,True
S002-Q053::G1,S002,S002-Q053,52,1,['S002-Q052'],False,3,True,False,,False,,False,True
S002-Q054::G1,S002,S002-Q054,53,1,['S002-Q049'],False,,False,True,11,False,,False,False
S002-Q055::G1,S002,S002-Q055,54,1,['S002-Q054'],False,3,True,False,,False,,False,True
S002-Q056::G1,S002,S002-Q056,55,1,['S002-Q051'],False,,False,True,26,False,,False,False
S002-Q057::G1,S002,S002-Q057,56,1,['S002-Q048'],False,,False,True,17,False,,False,False
S002-Q057::G2,S002,S002-Q057,56,2,['S002-Q056'],False,3,True,True,,False,,False,True
S002-Q058::G1,S002,S002-Q058,57,1,['S002-Q053'],False,,False,True,12,False,,False,False
S002-Q059::G1,S002,S002-Q059,58,1,['S002-Q058'],False,3,True,False,,False,,False,True
S002-Q060::G1,S002,S002-Q060,59,1,['S002-Q055'],False,,False,True,24,False,,False,False
S002-Q061::G1,S002,S002-Q061,60,1,['S002-Q060'],False,3,True,False,,False,,False,True
S002-Q062::G1,S002,S002-Q062,61,1,['S002-Q057'],False,,False,True,2,True,,False,True
S002-Q063::G1,S002,S002-Q063,62,1,['S002-Q062'],False,3,True,False,,False,,False,True
S002-Q064::G1,S002,S002-Q064,63,1,['S002-Q059'],False,,False,True,11,False,1,True,True
S002-Q065::G1,S002,S002-Q065,64,1,['S002-Q064'],False,3,True,False,,False,,False,True
S002-Q066::G1,S002,S002-Q066,65,1,['S002-Q061'],False,,False,True,20,False,,False,False
S002-Q067::G1,S002,S002-Q067,66,1,['S002-Q066'],False,3,True,False,,False,,False,True
S002-Q068::G1,S002,S002-Q068,67,1,['S002-Q063'],False,,False,True,17,False,,False,False
S002-Q069::G1,S002,S002-Q069,68,1,['S002-Q068'],False,3,True,False,,False,,False,True
S002-Q070::G1,S002,S002-Q070,69,1,['S002-Q065'],False,,False,True,1,True,,False,True
S002-Q071::G1,S002,S002-Q071,70,1,['S002-Q070'],False,3,True,False,,False,,False,True
S002-Q072::G1,S002,S002-Q072,71,1,['S002-Q067'],False,,False,True,3,True,,False,True
S002-Q073::G1,S002,S002-Q073,72,1,['S002-Q072'],False,3,True,False,,False,,False,True
S003-Q002::G1,S003,S003-Q002,1,1,['S003-Q001'],False,1,True,False,,False,,False,True
S003-Q003::G1,S003,S003-Q003,2,1,['S003-Q002'],False,2,True,False,,False,,False,True
S003-Q004::G1,S003,S003-Q004,3,1,['S003-Q003'],False,3,True,False,,False,,False,True
S003-Q005::G1,S003,S003-Q005,4,1,['S003-Q004'],False,3,True,False,,False,,False,True
S003-Q006::G1,S003,S003-Q006,5,1,['S003-Q001'],False,,False,True,1,True,1,True,True
S003-Q007::G1,S003,S003-Q007,6,1,['S003-Q006'],False,3,True,False,,False,,False,True
S003-Q008::G1,S003,S003-Q008,7,1,['S003-Q003'],False,,False,True,1,True,1,True,True
S003-Q009::G1,S003,S003-Q009,8,1,['S003-Q008'],False,3,True,False,,False,,False,True
S003-Q010::G1,S003,S003-Q010,9,1,['S003-Q005'],False,,False,True,1,True,1,True,True
S003-Q011::G1,S003,S003-Q011,10,1,['S003-Q010'],False,3,True,False,,False,,False,True
S003-Q012::G1,S003,S003-Q012,11,1,['S003-Q007'],False,,False,True,2,True,1,True,True
S003-Q013::G1,S003,S003-Q013,12,1,['S003-Q012'],False,3,True,False,,False,,False,True
S003-Q014::G1,S003,S003-Q014,13,1,['S003-Q009'],False,,False,True,2,True,1,True,True
S003-Q015::G1,S003,S003-Q015,14,1,['S003-Q014'],False,3,True,False,,False,,False,True
S003-Q016::G1,S003,S003-Q016,15,1,['S003-Q011'],False,,False,True,4,True,,False,True
S003-Q017::G1,S003,S003-Q017,16,1,['S003-Q016'],False,3,True,False,,False,,False,True
S003-Q018::G1,S003,S003-Q018,17,1,['S003-Q013'],False,,False,True,1,True,1,True,True
S003-Q019::G1,S003,S003-Q019,18,1,['S003-Q013'],False,,False,True,1,True,1,True,True
S003-Q019::G2,S003,S003-Q019,18,2,['S003-Q018'],False,3,True,True,,False,,False,True
S003-Q020::G1,S003,S003-Q020,19,1,['S003-Q015'],False,,False,True,4,True,,False,True
S003-Q021::G1,S003,S003-Q021,20,1,['S003-Q020'],False,3,True,False,,False,,False,True
S003-Q022::G1,S003,S003-Q022,21,1,['S003-Q017'],False,,False,True,1,True,5,True,True
S003-Q023::G1,S003,S003-Q023,22,1,['S003-Q022'],False,3,True,False,,False,,False,True
S003-Q024::G1,S003,S003-Q024,23,1,['S003-Q019'],False,,False,True,4,True,,False,True
S003-Q025::G1,S003,S003-Q025,24,1,['S003-Q024'],False,3,True,False,,False,,False,True
S003-Q026::G1,S003,S003-Q026,25,1,['S003-Q021'],False,,False,True,5,True,,False,True
S003-Q027::G1,S003,S003-Q027,26,1,['S003-Q026'],False,3,True,False,,False,,False,True
S003-Q028::G1,S003,S003-Q028,27,1,['S003-Q023'],False,,False,True,5,True,,False,True
S003-Q029::G1,S003,S003-Q029,28,1,['S003-Q028'],False,3,True,False,,False,,False,True
S003-Q030::G1,S003,S003-Q030,29,1,['S003-Q025'],False,,False,True,22,False,,False,False
S003-Q031::G1,S003,S003-Q031,30,1,['S003-Q020'],False,,False,True,10,False,3,True,True
S003-Q031::G2,S003,S003-Q031,30,2,['S003-Q030'],False,3,True,True,,False,,False,True
S003-Q032::G1,S003,S003-Q032,31,1,['S003-Q027'],False,,False,True,4,True,2,True,True
S003-Q033::G1,S003,S003-Q033,32,1,['S003-Q032'],False,3,True,False,,False,,False,True
S003-Q034::G1,S003,S003-Q034,33,1,['S003-Q029'],False,,False,True,7,False,,False,False
S003-Q035::G1,S003,S003-Q035,34,1,['S003-Q032'],False,1,True,False,,False,,False,True
S003-Q035::G2,S003,S003-Q035,34,2,['S003-Q034'],False,3,True,False,,False,,False,True
S003-Q036::G1,S003,S003-Q036,35,1,['S003-Q031'],False,,False,True,22,False,,False,False
S003-Q037::G1,S003,S003-Q037,36,1,['S003-Q036'],False,3,True,False,,False,,False,True
S003-Q038::G1,S003,S003-Q038,37,1,['S003-Q033'],False,,False,True,6,False,3,True,True
S003-Q039::G1,S003,S003-Q039,38,1,['S003-Q038'],False,3,True,False,,False,,False,True
S003-Q040::G1,S003,S003-Q040,39,1,['S003-Q035'],False,,False,True,27,False,1,True,True
S003-Q041::G1,S003,S003-Q041,40,1,['S003-Q040'],False,3,True,False,,False,,False,True
S003-Q042::G1,S003,S003-Q042,41,1,['S003-Q037'],False,,False,True,1,True,,False,True
S003-Q043::G1,S003,S003-Q043,42,1,['S003-Q042'],False,3,True,False,,False,,False,True
S003-Q044::G1,S003,S003-Q044,43,1,['S003-Q039'],False,,False,True,1,True,,False,True
S003-Q045::G1,S003,S003-Q045,44,1,['S003-Q044'],False,3,True,False,,False,,False,True
S003-Q046::G1,S003,S003-Q046,45,1,['S003-Q041'],False,,False,True,40,False,,False,False
S003-Q047::G1,S003,S003-Q047,46,1,['S003-Q046'],False,3,True,False,,False,,False,True
S003-Q048::G1,S003,S003-Q048,47,1,['S003-Q043'],False,,False,True,11,False,,False,False
S003-Q049::G1,S003,S003-Q049,48,1,['S003-Q048'],False,3,True,False,,False,,False,True
S003-Q050::G1,S003,S003-Q050,49,1,['S003-Q045'],False,,False,True,7,False,,False,False
S003-Q051::G1,S003,S003-Q051,50,1,['S003-Q050'],False,3,True,False,,False,,False,True
S003-Q052::G1,S003,S003-Q052,51,1,['S003-Q047'],False,,False,True,2,True,,False,True
S003-Q053::G1,S003,S003-Q053,52,1,['S003-Q052'],False,3,True,False,,False,,False,True
S003-Q054::G1,S003,S003-Q054,53,1,['S003-Q049'],False,,False,True,26,False,,False,False
S003-Q055::G1,S003,S003-Q055,54,1,['S003-Q054'],False,3,True,False,,False,,False,True
S003-Q056::G1,S003,S003-Q056,55,1,['S003-Q051'],False,,False,True,22,False,,False,False
S003-Q057::G1,S003,S003-Q057,56,1,['S003-Q056'],False,3,True,False,,False,,False,True
S003-Q058::G1,S003,S003-Q058,57,1,['S003-Q053'],False,,False,True,34,False,,False,False
S003-Q059::G1,S003,S003-Q059,58,1,['S003-Q058'],False,3,True,False,,False,,False,True
S003-Q060::G1,S003,S003-Q060,59,1,['S003-Q055'],False,,False,True,9,False,,False,False
S003-Q061::G1,S003,S003-Q061,60,1,['S003-Q059'],False,2,True,False,,False,,False,True
S003-Q061::G2,S003,S003-Q061,60,2,['S003-Q060'],False,3,True,False,,False,,False,True
S003-Q062::G1,S003,S003-Q062,61,1,['S003-Q057'],False,,False,True,26,False,,False,False
S003-Q063::G1,S003,S003-Q063,62,1,['S003-Q062'],False,3,True,False,,False,,False,True
S003-Q064::G1,S003,S003-Q064,63,1,['S003-Q059'],False,,False,True,30,False,,False,False
S003-Q065::G1,S003,S003-Q065,64,1,['S003-Q064'],False,3,True,False,,False,,False,True
S003-Q066::G1,S003,S003-Q066,65,1,['S003-Q061'],False,,False,True,18,False,,False,False
S003-Q067::G1,S003,S003-Q067,66,1,['S003-Q065'],False,2,True,False,,False,,False,True
S003-Q067::G2,S003,S003-Q067,66,2,['S003-Q066'],False,3,True,False,,False,,False,True
S003-Q068::G1,S003,S003-Q068,67,1,['S003-Q063'],False,,False,True,7,False,,False,False
S003-Q069::G1,S003,S003-Q069,68,1,['S003-Q068'],False,3,True,False,,False,,False,True
S003-Q070::G1,S003,S003-Q070,69,1,['S003-Q065'],False,,False,True,17,False,,False,False
S003-Q071::G1,S003,S003-Q071,70,1,['S003-Q070'],False,3,True,False,,False,,False,True
S003-Q072::G1,S003,S003-Q072,71,1,['S003-Q067'],False,,False,True,8,False,,False,False
S003-Q073::G1,S003,S003-Q073,72,1,['S003-Q072'],False,3,True,False,,False,,False,True
S003-Q074::G1,S003,S003-Q074,73,1,['S003-Q069'],False,,False,True,1,True,,False,True
S003-Q075::G1,S003,S003-Q075,74,1,['S003-Q074'],False,3,True,False,,False,,False,True
S003-Q076::G1,S003,S003-Q076,75,1,['S003-Q071'],False,,False,True,61,False,,False,False
S003-Q077::G1,S003,S003-Q077,76,1,['S003-Q076'],False,3,True,False,,False,,False,True
S003-Q078::G1,S003,S003-Q078,77,1,['S003-Q073'],False,,False,True,27,False,,False,False
S003-Q079::G1,S003,S003-Q079,78,1,['S003-Q078'],False,3,True,False,,False,,False,True
S003-Q080::G1,S003,S003-Q080,79,1,['S003-Q075'],False,,False,True,57,False,,False,False
S003-Q081::G1,S003,S003-Q081,80,1,['S003-Q080'],False,3,True,False,,False,,False,True
S003-Q082::G1,S003,S003-Q082,81,1,['S003-Q077'],False,,False,True,17,False,,False,False
S003-Q083::G1,S003,S003-Q083,82,1,['S003-Q082'],False,3,True,False,,False,,False,True
S003-Q084::G1,S003,S003-Q084,83,1,['S003-Q079'],False,,False,True,47,False,,False,False
S003-Q085::G1,S003,S003-Q085,84,1,['S003-Q084'],False,3,True,False,,False,,False,True
S003-Q086::G1,S003,S003-Q086,85,1,['S003-Q081'],False,,False,True,5,True,,False,True
S003-Q087::G1,S003,S003-Q087,86,1,['S003-Q086'],False,3,True,False,,False,,False,True
S003-Q088::G1,S003,S003-Q088,87,1,['S003-Q083'],False,,False,True,60,False,,False,False
S003-Q089::G1,S003,S003-Q089,88,1,['S003-Q088'],False,3,True,False,,False,,False,True
S003-Q090::G1,S003,S003-Q090,89,1,['S003-Q085'],False,,False,True,59,False,1,True,True
S003-Q091::G1,S003,S003-Q091,90,1,['S003-Q090'],False,3,True,False,,False,,False,True
S003-Q092::G1,S003,S003-Q092,91,1,['S003-Q087'],False,,False,True,32,False,,False,False
S003-Q093::G1,S003,S003-Q093,92,1,['S003-Q092'],False,3,True,False,,False,,False,True
S004-Q002::G1,S004,S004-Q002,1,1,['S004-Q001'],False,1,True,False,,False,,False,True
S004-Q003::G1,S004,S004-Q003,2,1,['S004-Q002'],False,2,True,False,,False,,False,True
S004-Q004::G1,S004,S004-Q004,3,1,['S004-Q003'],False,3,True,False,,False,,False,True
S004-Q005::G1,S004,S004-Q005,4,1,['S004-Q004'],False,3,True,False,,False,,False,True
S004-Q006::G1,S004,S004-Q006,5,1,['S004-Q001'],False,,False,True,1,True,1,True,True
S004-Q007::G1,S004,S004-Q007,6,1,['S004-Q006'],False,3,True,False,,False,,False,True
S004-Q008::G1,S004,S004-Q008,7,1,['S004-Q003'],False,,False,True,1,True,1,True,True
S004-Q009::G1,S004,S004-Q009,8,1,['S004-Q008'],False,3,True,False,,False,,False,True
S004-Q010::G1,S004,S004-Q010,9,1,['S004-Q005'],False,,False,True,1,True,1,True,True
S004-Q011::G1,S004,S004-Q011,10,1,['S004-Q010'],False,3,True,False,,False,,False,True
S004-Q012::G1,S004,S004-Q012,11,1,['S004-Q007'],False,,False,True,1,True,2,True,True
S004-Q013::G1,S004,S004-Q013,12,1,['S004-Q012'],False,3,True,False,,False,,False,True
S004-Q014::G1,S004,S004-Q014,13,1,['S004-Q009'],False,,False,True,4,True,2,True,True
S004-Q015::G1,S004,S004-Q015,14,1,['S004-Q014'],False,3,True,False,,False,,False,True
S004-Q016::G1,S004,S004-Q016,15,1,['S004-Q011'],False,,False,True,3,True,3,True,True
S004-Q017::G1,S004,S004-Q017,16,1,['S004-Q016'],False,3,True,False,,False,,False,True
S004-Q018::G1,S004,S004-Q018,17,1,['S004-Q013'],False,,False,True,2,True,2,True,True
S004-Q019::G1,S004,S004-Q019,18,1,['S004-Q018'],False,3,True,False,,False,,False,True
S004-Q020::G1,S004,S004-Q020,19,1,['S004-Q015'],False,,False,True,9,False,4,True,True
S004-Q021::G1,S004,S004-Q021,20,1,['S004-Q020'],False,3,True,False,,False,,False,True
S004-Q022::G1,S004,S004-Q022,21,1,['S004-Q017'],False,,False,True,5,True,,False,True
S004-Q023::G1,S004,S004-Q023,22,1,['S004-Q022'],False,3,True,False,,False,,False,True
S004-Q024::G1,S004,S004-Q024,23,1,['S004-Q019'],False,,False,True,3,True,1,True,True
S004-Q025::G1,S004,S004-Q025,24,1,['S004-Q024'],False,3,True,False,,False,,False,True
S004-Q026::G1,S004,S004-Q026,25,1,['S004-Q021'],False,,False,True,3,True,,False,True
S004-Q027::G1,S004,S004-Q027,26,1,['S004-Q026'],False,3,True,False,,False,,False,True
S004-Q028::G1,S004,S004-Q028,27,1,['S004-Q023'],False,,False,True,1,True,2,True,True
S004-Q029::G1,S004,S004-Q029,28,1,['S004-Q023'],False,,False,True,1,True,4,True,True
S004-Q029::G2,S004,S004-Q029,28,2,['S004-Q028'],False,3,True,True,,False,,False,True
S004-Q030::G1,S004,S004-Q030,29,1,['S004-Q025'],False,,False,True,5,True,,False,True
S004-Q031::G1,S004,S004-Q031,30,1,['S004-Q020'],False,,False,True,4,True,1,True,True
S004-Q031::G2,S004,S004-Q031,30,2,['S004-Q030'],False,3,True,True,,False,,False,True
S004-Q032::G1,S004,S004-Q032,31,1,['S004-Q027'],False,,False,True,1,True,1,True,True
S004-Q033::G1,S004,S004-Q033,32,1,['S004-Q032'],False,3,True,False,,False,,False,True
S004-Q034::G1,S004,S004-Q034,33,1,['S004-Q029'],False,,False,True,9,False,1,True,True
S004-Q035::G1,S004,S004-Q035,34,1,['S004-Q032'],False,1,True,False,,False,,False,True
S004-Q035::G2,S004,S004-Q035,34,2,['S004-Q034'],False,3,True,False,,False,,False,True
S004-Q036::G1,S004,S004-Q036,35,1,['S004-Q031'],False,,False,True,16,False,,False,False
S004-Q037::G1,S004,S004-Q037,36,1,['S004-Q036'],False,3,True,False,,False,,False,True
S004-Q038::G1,S004,S004-Q038,37,1,['S004-Q033'],False,,False,True,1,True,,False,True
S004-Q039::G1,S004,S004-Q039,38,1,['S004-Q038'],False,3,True,False,,False,,False,True
S004-Q040::G1,S004,S004-Q040,39,1,['S004-Q035'],False,,False,True,24,False,1,True,True
S004-Q041::G1,S004,S004-Q041,40,1,['S004-Q040'],False,3,True,False,,False,,False,True
S004-Q042::G1,S004,S004-Q042,41,1,['S004-Q037'],False,,False,True,1,True,1,True,True
S004-Q043::G1,S004,S004-Q043,42,1,['S004-Q042'],False,3,True,False,,False,,False,True
S004-Q044::G1,S004,S004-Q044,43,1,['S004-Q039'],False,,False,True,10,False,1,True,True
S004-Q045::G1,S004,S004-Q045,44,1,['S004-Q044'],False,3,True,False,,False,,False,True
S004-Q046::G1,S004,S004-Q046,45,1,['S004-Q041'],False,,False,True,37,False,,False,False
S004-Q047::G1,S004,S004-Q047,46,1,['S004-Q046'],False,3,True,False,,False,,False,True
S004-Q048::G1,S004,S004-Q048,47,1,['S004-Q043'],False,,False,True,3,True,4,True,True
S004-Q049::G1,S004,S004-Q049,48,1,['S004-Q048'],False,3,True,False,,False,,False,True
S004-Q050::G1,S004,S004-Q050,49,1,['S004-Q045'],False,,False,True,35,False,,False,False
S004-Q051::G1,S004,S004-Q051,50,1,['S004-Q050'],False,3,True,False,,False,,False,True
S004-Q052::G1,S004,S004-Q052,51,1,['S004-Q047'],False,,False,True,26,False,1,True,True
S004-Q053::G1,S004,S004-Q053,52,1,['S004-Q052'],False,3,True,False,,False,,False,True
