Config,session_id,query_id,page_id,source_turn_id,is_gold,dense_rank,hybrid_rank,raw_bm25_score,normalized_bm25_score,hybrid_final_score,shared_tokens
H0,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,True,11,4,8.557171821594238,0.15168910969256438,0.4363708483624412,"[""一轮"", ""三年"", ""上"", ""中"", ""保留"", ""净利润"", ""归母"", ""指标"", ""茅台"", ""贵州""]"
H0,S002,S002-Q035,5d1eccd0-c642-585e-9c32-5450ef208a4b,S002-Q003,False,12,3,11.960704803466797,0.49508825843819554,0.6080737903976866,"[""2025"", ""三年"", ""与"", ""净利润"", ""年"", ""年度"", ""归母"", ""或"", ""明显"", ""最"", ""现金流"", ""的"", ""茅台"", ""贵州"", ""逐年""]"
H0,S002,S002-Q035,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,False,16,2,15.577836990356445,0.856794629680344,0.7869461944635852,"[""2025"", ""一轮"", ""三年"", ""上"", ""与"", ""中"", ""具体"", ""净利润"", ""在"", ""年"", ""年度"", ""归母"", ""或"", ""的"", ""茅台"", ""贵州""]"
H0,S002,S002-Q035,9316db54-3f72-5cdc-a8fb-417c4891e307,S002-Q028,False,14,4,10.2409029006958,0.29327133924427495,0.5071337999436402,"[""2025"", ""三年"", ""净利润"", ""年"", ""归母"", ""或"", ""数字"", ""是"", ""最"", ""的"", ""茅台"", ""贵州""]"
H0,S002,S002-Q039,5d1eccd0-c642-585e-9c32-5450ef208a4b,S002-Q003,False,6,2,16.043855667114258,0.8830802041321352,0.7894565561428346,"[""一年"", ""三年"", ""区分"", ""反证"", ""变化"", ""和"", ""完整"", ""最新"", ""的"", ""茅台"", ""贵州"", ""路径"", ""边际""]"
H0,S002,S002-Q039,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,False,35,5,8.823884010314941,0.1696572989049126,0.4015589401037777,"[""三年"", ""中"", ""具体"", ""区分"", ""反证"", ""和"", ""在"", ""的"", ""茅台"", ""贵州""]"
H0,S002,S002-Q039,c8f4e926-30e6-5f69-bf75-7901bee08448,S002-Q021,False,7,1,16.40882682800293,0.9006451374065395,0.7954115572458265,"[""一年"", ""三年"", ""区分"", ""反证"", ""变化"", ""和"", ""完整"", ""最新"", ""的"", ""茅台"", ""贵州"", ""路径"", ""边际""]"
H0,S002,S002-Q042,0c762a14-8087-5bb0-a22d-c86667c2dabe,S002-Q017,False,6,4,10.62004566192627,0.3340381521288542,0.524452246144612,"[""三年"", ""与"", ""同步"", ""后"", ""在"", ""归母"", ""总资产"", ""或"", ""数字"", ""是否"", ""的"", ""结论"", ""股东权益"", ""茅台"", ""贵州""]"
H0,S002,S002-Q042,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,False,11,5,10.466327667236328,0.31716390405263645,0.5080463685302244,"[""三年"", ""与"", ""中"", ""具体"", ""在"", ""归母"", ""总资产"", ""或"", ""的"", ""结论"", ""股东权益"", ""茅台"", ""说明"", ""贵州""]"
H0,S002,S002-Q042,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,False,13,3,12.412720680236816,0.551407782765506,0.6244734667401901,"[""三年"", ""与"", ""依据"", ""再"", ""同步"", ""后"", ""归母"", ""总资产"", ""或"", ""是否"", ""的"", ""结论"", ""股东权益"", ""茅台"", ""说明"", ""贵州""]"
H0,S002,S002-Q044,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,False,7,4,7.7639994621276855,0.1073595612675416,0.41310967651160896,"[""三年"", ""变化"", ""在"", ""收入"", ""的"", ""缺口"", ""茅台"", ""营业"", ""说明"", ""贵州"", ""资产""]"
H0,S002,S002-Q044,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,False,38,3,9.926024436950684,0.26173162152549667,0.4632140084613415,"[""三年"", ""中"", ""具体"", ""在"", ""收入"", ""的"", ""茅台"", ""营业"", ""说明"", ""贵州""]"
H0,S002,S002-Q049,1489a6a2-1be1-5d95-99ec-ac3f42b06c35,S002-Q013,False,17,2,16.590425491333008,0.9084797838262504,0.7791568507220241,"[""从"", ""关心"", ""和"", ""回答"", ""岗位"", ""开始"", ""最"", ""的"", ""茅台"", ""证据"", ""贵州""]"
H0,S002,S002-Q049,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,False,9,5,13.37365436553955,0.6652607464908741,0.6654250097333978,"[""三年"", ""变化"", ""和"", ""在"", ""岗位"", ""当前"", ""最"", ""权益"", ""的"", ""茅台"", ""证据"", ""贵州"", ""资产"", ""问题""]"
H0,S002,S002-Q049,a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9,S002-Q031,False,13,1,16.901569366455078,0.9206188142496353,0.7873063296177987,"[""三年"", ""从"", ""关心"", ""和"", ""回答"", ""岗位"", ""开始"", ""当前"", ""最"", ""的"", ""茅台"", ""证据"", ""贵州""]"
H0,S002,S002-Q049,e2b1c04d-b6eb-5b03-8271-58604d4e20d3,S002-Q038,False,6,3,15.24477481842041,0.8351241196006421,0.7533571643039527,"[""三年"", ""从"", ""可"", ""向"", ""和"", ""岗位"", ""当前"", ""的"", ""茅台"", ""证据"", ""贵州"", ""资产"", ""追问"", ""问题""]"
H0,S002,S002-Q052,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,False,16,3,9.267349243164062,0.20321418563073473,0.3416919793662707,"[""不"", ""公开"", ""和"", ""回到"", ""复算"", ""来源"", ""现金"", ""的"", ""结论""]"
H0,S002,S002-Q052,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,False,10,4,7.807793140411377,0.10947612445434303,0.3038034464959322,"[""一轮"", ""上"", ""不"", ""和"", ""来源"", ""的"", ""盈利"", ""结合"", ""结论""]"
H0,S002,S002-Q052,8abb5364-9164-5a46-826a-a0fde69d88a8,S002-Q016,False,13,2,12.059165954589844,0.5073952050038898,0.4964551762257379,"[""不"", ""公开"", ""和"", ""回到"", ""复算"", ""来源"", ""的"", ""结合"", ""结论"", ""证据""]"
H0,S002,S002-Q055,0c762a14-8087-5bb0-a22d-c86667c2dabe,S002-Q017,False,14,4,8.42435073852539,0.14333963724175616,0.31960737870236,"[""2024"", ""与"", ""保留"", ""修订"", ""区分"", ""后"", ""在"", ""年"", ""的"", ""计算""]"
H0,S002,S002-Q055,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,False,29,3,8.95196533203125,0.1788707081484251,0.3237022610509124,"[""2024"", ""与"", ""保留"", ""判断"", ""前面"", ""区分"", ""后"", ""年"", ""的""]"
H0,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,True,16,1,10.588149070739746,0.3304997878486691,0.41158440198574353,"[""2024"", ""与"", ""保留"", ""信息"", ""修订"", ""判断"", ""在"", ""年"", ""的"", ""计算"", ""重新""]"
H0,S002,S002-Q056,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,False,18,3,10.135294914245605,0.28244767839166446,0.3292020770631876,"[""审查"", ""强度"", ""结论""]"
H0,S002,S002-Q056,9f71d35e-bf23-5ea1-9ed6-f9fb77b5ea80,S002-Q020,False,41,1,12.09145736694336,0.5114301791214727,0.41764937591670864,"[""一轮"", ""下"", ""直接"", ""结论"", ""能"", ""追问""]"
H0,S002,S002-Q056,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,False,30,2,10.48144245147705,0.31880287260166273,0.3337761358934217,"[""一轮"", ""下"", ""结论"", ""能"", ""追问""]"
H0,S002,S002-Q063,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,False,48,1,13.098702430725098,0.633985054920966,0.5915190341228518,"[""修订"", ""先升后"", ""净利润"", ""判断"", ""呈"", ""归母"", ""指出"", ""收入"", ""明确"", ""的"", ""营业"", ""降"", ""需要""]"
H0,S002,S002-Q063,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,False,10,4,9.486062049865723,0.2214961075391547,0.434737087468613,"[""一轮"", ""上"", ""上升"", ""中"", ""净利润"", ""归母"", ""总资产"", ""收入"", ""的"", ""结合"", ""股东权益"", ""营业"", ""连续"", ""降""]"
H0,S002,S002-Q063,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,False,13,5,8.961925506591797,0.17960333347609614,0.4110403037085681,"[""上升"", ""修订"", ""先升后"", ""净利润"", ""判断"", ""归母"", ""总资产"", ""指出"", ""收入"", ""的"", ""股东权益"", ""营业"", ""连续"", ""降"", ""需要""]"
H0,S002,S002-Q063,ffe3f8c5-2f7a-5645-ac8f-b41d05a11638,S002-Q009,False,18,3,10.01664924621582,0.2705812863829391,0.44664623401178205,"[""上升"", ""修订"", ""先升后"", ""净利润"", ""判断"", ""归母"", ""总资产"", ""指出"", ""收入"", ""的"", ""直接"", ""股东权益"", ""营业"", ""连续"", ""降""]"
H0,S002,S002-Q065,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,False,46,1,12.35710334777832,0.5445197046570344,0.5293452352669021,"[""但"", ""判断"", ""呈"", ""基期"", ""归母"", ""指标"", ""的""]"
H0,S002,S002-Q065,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,False,32,2,10.812122344970703,0.3557316155924395,0.4529006824738778,"[""上升"", ""呈"", ""复算"", ""归母"", ""总资产"", ""指标"", ""检查"", ""比率"", ""的"", ""股东权益"", ""连续""]"
H0,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,True,6,5,5.232365131378174,0.03280505560856267,0.33192999672403534,"[""上升"", ""可"", ""复算"", ""归母"", ""总资产"", ""检查"", ""的"", ""股东权益"", ""连续""]"
H0,S002,S002-Q065,8abb5364-9164-5a46-826a-a0fde69d88a8,S002-Q016,False,25,4,7.8319292068481445,0.11065820695666416,0.3381819319809871,"[""上升"", ""判断"", ""可"", ""呈"", ""复算"", ""归母"", ""总资产"", ""的"", ""股东权益"", ""连续""]"
H0,S002,S002-Q065,8dcae915-8670-5f3e-802c-be0b10d761fa,S002-Q049,False,20,3,7.696905612945557,0.10418673221652981,0.3391620609382057,"[""上升"", ""但"", ""判断"", ""可"", ""归母"", ""总资产"", ""指标"", ""的"", ""股东权益"", ""连续""]"
H0,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,True,11,4,13.799596786499023,0.7109080706139013,0.6329622941265307,"[""一轮"", ""上"", ""不能"", ""原因"", ""周转"", ""总资产"", ""披露"", ""收入"", ""期末"", ""检查"", ""的"", ""确认"", ""营业"", ""计算"", ""证据"", ""说明"", ""近似"", ""还是""]"
H0,S002,S002-Q066,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,False,46,1,19.216259002685547,0.973612667865217,0.7204025694462957,"[""不能"", ""事实"", ""先"", ""再说"", ""原因"", ""总资产"", ""披露"", ""收入"", ""检查"", ""的"", ""确认"", ""能"", ""营业"", ""说明"", ""还""]"
H0,S002,S002-Q066,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,False,16,2,14.088847160339355,0.7397026366060828,0.6427680525216388,"[""一轮"", ""上"", ""不能"", ""分析"", ""原因"", ""总资产"", ""披露"", ""收入"", ""的"", ""确认"", ""能"", ""营业"", ""计算"", ""证据"", ""说明"", ""近似""]"
H0,S002,S002-Q066,5d1129e6-fe0c-54c2-8a45-a5291b9d4e53,S002-Q030,False,59,5,14.454063415527344,0.7732986314905549,0.6048225663012696,"[""事实"", ""先"", ""分析"", ""原因"", ""回"", ""总资产"", ""披露"", ""收入"", ""的"", ""确认"", ""营业"", ""计算"", ""证据"", ""说明""]"
H0,S002,S002-Q066,a56a2b47-0045-5d3d-952d-ef79edf44e4a,S002-Q048,False,19,3,14.193490028381348,0.7496497226212548,0.6426710880028271,"[""不能"", ""事实"", ""先"", ""原因"", ""周转"", ""总资产"", ""披露"", ""收入"", ""期末"", ""检查"", ""的"", ""确认"", ""能"", ""营业"", ""计算"", ""证据"", ""说明"", ""近似""]"
H0,S002,S002-Q070,8abb5364-9164-5a46-826a-a0fde69d88a8,S002-Q016,False,18,2,11.77302074432373,0.471658006671987,0.4552546815891673,"[""修订"", ""公开"", ""和"", ""回到"", ""复算"", ""未"", ""来源"", ""的"", ""结论""]"
H0,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,True,11,4,6.154351711273193,0.05103674840476936,0.2618259057976148,"[""一轮"", ""仍"", ""修订"", ""未"", ""来源"", ""的"", ""结论""]"
H0,S002,S002-Q070,9f5d73d5-494c-575c-aba9-157919723349,S002-Q065,False,12,1,13.433130264282227,0.6718501877809006,0.5706953918946007,"[""一轮"", ""复算"", ""把"", ""未"", ""来源"", ""正式"", ""的"", ""结论""]"
H0,S003,S003-Q011,54c53e7a-2b68-5849-a196-571fccaa0ac3,S003-Q003,False,7,5,4.599686622619629,0.024123332471903937,0.23853489337923964,"[""三年"", ""保留"", ""反证"", ""变化"", ""和"", ""总资产"", ""的""]"
H0,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,True,6,2,7.540070533752441,0.09709173261073585,0.2976199826545882,"[""先"", ""再"", ""变化"", ""和"", ""基于"", ""归母"", ""总资产"", ""结论"", ""股东权益"", ""说明""]"
H0,S003,S003-Q014,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,False,6,4,6.282914638519287,0.05424141136459262,0.2580879591288753,"[""前面"", ""同比"", ""收入"", ""的"", ""营业"", ""趋势""]"
H0,S003,S003-Q021,54c53e7a-2b68-5849-a196-571fccaa0ac3,S003-Q003,False,9,1,13.811319351196289,0.712111177668474,0.6858561946081627,"[""2023"", ""2025"", ""不要"", ""两个"", ""净利润"", ""净额"", ""只"", ""和"", ""年"", ""归母"", ""比较"", ""活动"", ""现金流"", ""的"", ""端点"", ""经营"", ""结论""]"
H0,S003,S003-Q022,25fd6ff3-e933-563b-baa2-5722e21d26fc,S003-Q016,False,6,2,11.238507270812988,0.405946895621188,0.4893993065466322,"[""三年"", ""保留"", ""冲突"", ""反转"", ""是"", ""的"", ""经营"", ""还是"", ""连续""]"
H0,S003,S003-Q026,8319fad1-425d-545c-8ef3-4df0fdc3b11d,S003-Q020,False,18,4,9.675865173339844,0.23829182836589474,0.4095877550700171,"[""2024"", ""也"", ""保留"", ""年"", ""总资产"", ""现金"", ""的"", ""确认"", ""经营"", ""表现"", ""连续""]"
H0,S003,S003-Q026,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,False,8,3,9.274626731872559,0.20380400080243635,0.41875567266722463,"[""2024"", ""也"", ""保留"", ""变化"", ""年"", ""总资产"", ""现金流"", ""的"", ""经营"", ""表现"", ""还是"", ""连续""]"
H0,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,True,7,2,9.966683387756348,0.26567883289397964,0.45003575581581,"[""2024"", ""再"", ""变化"", ""年"", ""总资产"", ""现金流"", ""的"", ""确认"", ""经营"", ""连续"", ""问题""]"
H0,S003,S003-Q028,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,False,10,4,8.99252700805664,0.18186889983538068,0.36542894888581473,"[""下降"", ""净额"", ""区分"", ""和"", ""完整"", ""活动"", ""现金"", ""现金流"", ""经营"", ""结论"", ""质量"", ""连续""]"
H0,S003,S003-Q028,c2e23686-4871-5c9c-952e-5ac662b6d9bb,S003-Q017,False,13,5,8.934279441833496,0.17757557819673908,0.3529865095535392,"[""出现"", ""前面"", ""区分"", ""和"", ""完整"", ""数字"", ""的"", ""经营"", ""结论"", ""连续"", ""项""]"
H0,S003,S003-Q028,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,False,8,2,9.17269229888916,0.19565838779802314,0.38006818396744724,"[""三年"", ""下降"", ""净额"", ""区分"", ""和"", ""完整"", ""支持"", ""活动"", ""现金流"", ""的"", ""经营"", ""结论"", ""路径"", ""连续"", ""项""]"
H0,S003,S003-Q033,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,False,13,3,10.985830307006836,0.3758771538042798,0.47947982546209167,"[""与"", ""具体"", ""净利润"", ""分别"", ""同比"", ""和"", ""差异"", ""年度"", ""归母"", ""方向"", ""的"", ""说明""]"
H0,S003,S003-Q033,ff050426-ccc1-5faa-8b70-2b3eedf5209b,S003-Q004,False,11,4,10.189615249633789,0.2879846325463577,0.43706769898268205,"[""一轮"", ""上"", ""不"", ""与"", ""具体"", ""净利润"", ""分别"", ""同比"", ""和"", ""在"", ""年度"", ""归母"", ""收入"", ""方向"", ""营业""]"
H0,S003,S003-Q035,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,False,9,3,10.917866706848145,0.3679394879901152,0.46498588517128137,"[""不"", ""净利润"", ""前面"", ""原数"", ""发生"", ""和"", ""基于"", ""完整"", ""归母"", ""收入"", ""数据"", ""的"", ""营业"", ""财年""]"
H0,S003,S003-Q035,c2e23686-4871-5c9c-952e-5ac662b6d9bb,S003-Q017,False,13,1,18.02177619934082,0.9530635980072221,0.7521459116191964,"[""不"", ""信息"", ""净利润"", ""前面"", ""加入"", ""和"", ""基于"", ""季度"", ""完整"", ""归母"", ""数据"", ""用"", ""的"", ""财年""]"
H0,S003,S003-Q035,f72f3149-1377-5599-b08d-64731562b90f,S003-Q024,False,6,5,6.083836555480957,0.04935593376632563,0.31614014988182004,"[""净利润"", ""原数"", ""和"", ""基于"", ""完整"", ""归母"", ""数据"", ""的"", ""财年"", ""近似""]"
