comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,Model,Type,extreme_movement
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,11,1,0.544538140296936,0.21443133056163788,-0.33010680973529816,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,19,-16,0.4967461824417114,0.21836963295936584,-0.2783765494823456,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,2,0,0.5816625952720642,0.35444125533103943,-0.22722133994102478,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,21,3,0.4725983738899231,0.2911248505115509,-0.1814735233783722,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,14,9,0.39940428733825684,0.3676360845565796,-0.031768202781677246,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,12,-11,0.520713210105896,0.15553498268127441,-0.3651782274246216,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,1,12,0.4627559781074524,0.21776267886161804,-0.24499329924583435,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,2,5,0.516326904296875,0.37505337595939636,-0.14127352833747864,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,8,-4,0.41738826036453247,0.14502009749412537,-0.2723681628704071,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,6,0,0.41101235151290894,0.16228552162647247,-0.24872682988643646,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,15,-4,0.6024776697158813,0.28299516439437866,-0.3194825053215027,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,2,1,0.37535619735717773,0.3153345584869385,-0.06002163887023926,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,3,4,0.35073208808898926,0.0799124464392662,-0.27081964164972305,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,2,3,0.3698793947696686,0.09115350246429443,-0.27872589230537415,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,8,1,0.3458166718482971,0.08219950646162033,-0.2636171653866768,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,4,1,0.3781711459159851,0.11959484964609146,-0.25857629626989365,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,10,-4,0.47782114148139954,0.07128237187862396,-0.4065387696027756,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,2,13,0.6479976177215576,0.6347525119781494,-0.013245105743408203,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,11,0,0.7154013514518738,0.5687024593353271,-0.14669889211654663,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,18,-11,0.7325950860977173,0.5030670166015625,-0.22952806949615479,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,4,4,0.6824973225593567,0.6824522614479065,-4.506111145019531e-05,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,17,-7,0.6791412234306335,0.6210637092590332,-0.05807751417160034,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,1,1,0.7513960599899292,0.7628993988037109,0.011503338813781738,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,22,-20,0.7454124689102173,0.49337539076805115,-0.25203707814216614,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,12,-1,0.7210525870323181,0.5500140190124512,-0.17103856801986694,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,4,7,0.7214906811714172,0.6627317667007446,-0.05875891447067261,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,30,-17,0.6772738099098206,0.4348389506340027,-0.24243485927581787,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,1,1,0.7298577427864075,0.514144241809845,-0.2157135009765625,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,11,1,0.6979053020477295,0.5996623039245605,-0.09824299812316895,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,17,22,0.6558573842048645,0.7150297164916992,0.05917233228683472,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,30,-26,0.7309869527816772,0.6827995777130127,-0.04818737506866455,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,1,3,0.67808997631073,0.5730805397033691,-0.10500943660736084,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,14,-13,0.6072694063186646,0.2166413515806198,-0.39062805473804474,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,35,-20,0.4818408787250519,0.1756182312965393,-0.3062226474285126,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,36,-20,0.492669016122818,0.17207568883895874,-0.32059332728385925,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,11,1,0.5007023811340332,0.19938454031944275,-0.30131784081459045,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,34,2,0.33248934149742126,0.20242513716220856,-0.1300642043352127,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,4,7,0.6479683518409729,0.4703029990196228,-0.1776653528213501,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,46,-45,0.650933027267456,0.19946715235710144,-0.4514658749103546,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,10,-4,0.6310549378395081,0.2581917643547058,-0.37286317348480225,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,2,-1,0.6374316811561584,0.4308888912200928,-0.20654278993606567,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,16,-5,0.5550165176391602,0.3724614083766937,-0.18255510926246643,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,2,9,0.4726150631904602,0.12999917566776276,-0.34261588752269745,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,1,1,0.3476473391056061,0.3035884201526642,-0.044058918952941895,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,1,3,0.4727919101715088,0.3654171824455261,-0.10737472772598267,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,3,-2,0.494103342294693,0.3238403797149658,-0.17026296257972717,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,3,3,0.49814823269844055,0.355513334274292,-0.14263489842414856,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,5,0,0.5069320797920227,0.3071558475494385,-0.19977623224258423,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,10,-9,0.6167545914649963,0.2741077244281769,-0.34264686703681946,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,14,-7,0.6651113629341125,0.30485785007476807,-0.3602535128593445,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,3,-2,0.6499589681625366,0.2423718273639679,-0.4075871407985687,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,1,2,0.6119412183761597,0.30983415246009827,-0.3021070659160614,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,17,-2,0.5855612754821777,0.16289624571800232,-0.4226650297641754,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,16,-9,0.6343926787376404,0.17032591998577118,-0.4640667587518692,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,3,3,0.5726884603500366,0.33829450607299805,-0.23439395427703857,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,10,2,0.5834260582923889,0.41230809688568115,-0.17111796140670776,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,1,20,0.54683518409729,0.5127506852149963,-0.0340844988822937,qcsun/financial-embedding,金融,OUTSIDE20_TO_TOP5
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,1,16,0.5243327021598816,0.5363134145736694,0.011980712413787842,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,16,-14,0.6725355982780457,0.3091873228549957,-0.3633482754230499,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,26,3,0.5633748769760132,0.27921903133392334,-0.28415584564208984,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,2,4,0.5420230627059937,0.4313778877258301,-0.11064517498016357,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,32,1,0.4599473774433136,0.08314312994480133,-0.37680424749851227,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,4,11,0.5070860385894775,0.20768970251083374,-0.2993963360786438,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,13,9,0.5056788325309753,0.3386784493923187,-0.16700038313865662,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,6,4,0.5986801981925964,0.512234091758728,-0.08644610643386841,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,12,3,0.592033326625824,0.4879305958747864,-0.1041027307510376,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,28,13,0.4069212079048157,0.21919715404510498,-0.1877240538597107,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,8,3,0.4789794087409973,0.267045259475708,-0.2119341492652893,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,15,-12,0.5221919417381287,0.3768634498119354,-0.14532849192619324,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,9,10,0.4438685476779938,0.15852557122707367,-0.2853429764509201,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,18,0,0.4406288266181946,0.21342605352401733,-0.22720277309417725,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,14,0,0.4429168999195099,0.2353014349937439,-0.207615464925766,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,42,-41,0.48954805731773376,0.23137281835079193,-0.25817523896694183,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,53,-35,0.4069208800792694,0.19303834438323975,-0.21388253569602966,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,10,-6,0.4601253867149353,0.3343166708946228,-0.1258087158203125,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,29,-13,0.6070505380630493,0.26123473048210144,-0.3458158075809479,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,17,37,0.5469114780426025,0.28416913747787476,-0.2627423405647278,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,18,6,0.5937093496322632,0.2838324010372162,-0.309876948595047,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,3,2,0.5364928841590881,0.36690714955329895,-0.16958573460578918,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,13,34,0.482970654964447,0.3234489858150482,-0.1595216691493988,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,50,-20,0.6417790651321411,0.41433000564575195,-0.22744905948638916,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,20,-8,0.6042231917381287,0.39086681604385376,-0.2133563756942749,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,41,7,0.5702548027038574,0.34622302651405334,-0.22403177618980408,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,25,-3,0.5237754583358765,0.34910422563552856,-0.1746712327003479,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,22,-19,0.5488320589065552,0.3577103018760681,-0.19112175703048706,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,50,-27,0.5221955180168152,0.2888892889022827,-0.23330622911453247,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,2,1,0.35100364685058594,0.27540484070777893,-0.075598806142807,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,5,2,0.5022115111351013,0.2974156439304352,-0.20479586720466614,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.33688637614250183,-0.2841925323009491,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,3,5,0.593585193157196,0.32509490847587585,-0.2684902846813202,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,6,-1,0.6157102584838867,0.28061702847480774,-0.335093230009079,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,9,-7,0.5244457125663757,0.23061048984527588,-0.29383522272109985,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,13,-2,0.6970088481903076,0.5641151070594788,-0.13289374113082886,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,3,0,0.7119752168655396,0.6590484380722046,-0.05292677879333496,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,5,-1,0.7066170573234558,0.6278668642044067,-0.07875019311904907,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,9,9,0.7261838316917419,0.6670165061950684,-0.059167325496673584,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,6,8,0.7453212141990662,0.673789918422699,-0.07153129577636719,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,11,-3,0.7841389775276184,0.5815508365631104,-0.20258814096450806,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,9,-4,0.6531623601913452,0.414082795381546,-0.2390795648097992,qcsun/financial-embedding,金融,
