session_id,source_turn_id,候选 Add Prompt,Production keywords,Candidate keywords,Added keywords,Lost keywords,Keyword Jaccard,Exact ordered match
S001,S001-Q034,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""总资产"", ""归母股东权益"", ""同比"", ""增长质量"", ""缺口""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""总资产"", ""同比"", ""规模增长"", ""缺口""]","[""规模增长""]","[""增长质量""]",0.7777777777777778,False
S001,S001-Q035,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""方向不一致"", ""效率判断"", ""同比"", ""拐点""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""方向不一致"", ""效率判断"", ""同比"", ""年报""]","[""年报""]","[""拐点""]",0.7777777777777778,False
S001,S001-Q036,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025财年"", ""归母净利润"", ""总资产"", ""年度拐点"", ""同比分析"", ""先升后降"", ""连续上升""]","[""贵州茅台"", ""2023-2025财年"", ""归母净利润"", ""总资产"", ""年度拐点"", ""先升后降"", ""连续上升"", ""完整财年""]","[""完整财年""]","[""同比分析""]",0.7777777777777778,False
S001,S001-Q037,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""资产扩张"", ""归母净利润"", ""总资产"", ""同比"", ""反证检验"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""资产扩张"", ""归母净利润"", ""总资产"", ""同比"", ""反证检验"", ""年度报告""]","[""年度报告""]","[""年报""]",0.7777777777777778,False
S001,S001-Q038,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""资产端风险"", ""营业收入"", ""归母股东权益"", ""同比"", ""资产扩张"", ""风险排序""]","[""贵州茅台"", ""2023-2025"", ""资产端风险"", ""营业收入"", ""归母股东权益"", ""总资产"", ""同比"", ""资产效率""]","[""总资产"", ""资产效率""]","[""资产扩张"", ""风险排序""]",0.6,False
S001,S001-Q039,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""先升后降"", ""连续上升"", ""管理层问询"", ""权益研究员""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""先升后降"", ""连续上升"", ""管理层问询"", ""可核实问题""]","[""可核实问题""]","[""权益研究员""]",0.7777777777777778,False
S001,S001-Q040,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""总资产"", ""先升后降"", ""连续上升"", ""同比"", ""综合判断""]","[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""总资产"", ""营业收入"", ""归母股东权益"", ""同比分析"", ""年度报告""]","[""同比分析"", ""年度报告"", ""归母股东权益"", ""营业收入""]","[""先升后降"", ""同比"", ""综合判断"", ""连续上升""]",0.3333333333333333,False
S001,S001-Q041,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""来源追溯"", ""总资产"", ""归母净利润"", ""同比"", ""冲突"", ""公开披露""]","[""贵州茅台"", ""2023-2025"", ""来源追溯"", ""总资产"", ""归母净利润"", ""同比"", ""冲突保留"", ""年报披露""]","[""冲突保留"", ""年报披露""]","[""公开披露"", ""冲突""]",0.6,False
S001,S001-Q042,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""三年比较"", ""口径差异"", ""营业收入"", ""归母股东权益"", ""同比"", ""公开来源""]","[""贵州茅台"", ""2023-2025"", ""三年比较"", ""口径差异"", ""营业收入"", ""归母股东权益"", ""同比"", ""来源追溯""]","[""来源追溯""]","[""公开来源""]",0.7777777777777778,False
S001,S001-Q043,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""同比"", ""原始披露"", ""派生计算"", ""分析判断""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""同比"", ""年报原数"", ""派生计算"", ""证据分级""]","[""年报原数"", ""证据分级""]","[""分析判断"", ""原始披露""]",0.6,False
S001,S001-Q044,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""总资产"", ""同比"", ""证据强度"", ""口径限制"", ""年度报告""]","[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""总资产"", ""证据强度"", ""口径限制"", ""同比"", ""年度报告""]",[],[],1.0,False
S001,S001-Q045,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""信息缺口"", ""总资产"", ""归母净利润"", ""同比"", ""2024年拐点"", ""年报摘要""]","[""贵州茅台"", ""2023-2025"", ""年度报告摘要"", ""信息缺口"", ""总资产"", ""归母净利润"", ""同比"", ""2024年拐点""]","[""年度报告摘要""]","[""年报摘要""]",0.7777777777777778,False
S001,S001-Q046,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""营业收入"", ""先升后降"", ""连续上升"", ""同比"", ""年报摘要""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""同比"", ""先升后降"", ""连续上升"", ""年度报告""]","[""年度报告""]","[""年报摘要""]",0.7777777777777778,False
S001,S001-Q047,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""反证检验"", ""营业收入"", ""归母股东权益"", ""同比"", ""边际变化"", ""三年路径""]","[""贵州茅台"", ""2023-2025"", ""反证检验"", ""营业收入"", ""归母股东权益"", ""同比"", ""边际变化"", ""三年路径""]",[],[],1.0,True
S002,S002-Q001,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""财务变化"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""财务变化"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]",[],[],1.0,True
S002,S002-Q002,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""年报来源"", ""单位"", ""三年比较口径"", ""营业收入"", ""归母净利润"", ""先升后降""]","[""贵州茅台"", ""2023-2025"", ""年报来源"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""内控审计""]","[""内控审计"", ""同比""]","[""三年比较口径"", ""单位""]",0.6,False
S002,S002-Q003,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年报"", ""内控审计""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比"", ""先升后降""]","[""归母股东权益"", ""总资产""]","[""内控审计"", ""年报""]",0.6,False
S002,S002-Q004,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""收入"", ""利润"", ""同步性"", ""总资产"", ""归母股东权益"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""收入"", ""利润"", ""同步性"", ""反证"", ""总资产"", ""归母股东权益""]","[""反证""]","[""同比""]",0.7777777777777778,False
S002,S002-Q005,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""拐点"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""年度同比""]","[""贵州茅台"", ""2023-2025"", ""拐点"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""年度报告""]","[""年度报告""]","[""年度同比""]",0.7777777777777778,False
S002,S002-Q006,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""盈利趋势"", ""扣非净利润"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降""]","[""贵州茅台"", ""2023-2025"", ""盈利趋势"", ""扣非净利润"", ""营业收入"", ""归母净利润"", ""同比"", ""年报""]","[""年报""]","[""先升后降""]",0.7777777777777778,False
S002,S002-Q007,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""盈利质量"", ""经营现金流"", ""归母净利润"", ""营业收入"", ""同比"", ""先升后降""]","[""贵州茅台"", ""2023-2025"", ""经营现金流"", ""盈利质量"", ""归母净利润"", ""营业收入"", ""同比"", ""先升后降""]",[],[],1.0,False
S002,S002-Q008,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""资产扩张"", ""经营结果""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""资产扩张"", ""经营支撑""]","[""经营支撑""]","[""经营结果""]",0.7777777777777778,False
S002,S002-Q009,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""同比"", ""权益积累"", ""年报"", ""内控审计""]","[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""权益积累"", ""同比分析"", ""年度报告"", ""内控审计""]","[""同比分析"", ""年度报告""]","[""同比"", ""年报""]",0.6,False
S002,S002-Q010,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025财年"", ""内控测试记录"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年度报告""]","[""贵州茅台"", ""2023-2025财年"", ""内控测试记录"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年度报告""]",[],[],1.0,True
S002,S002-Q011,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""财务分析"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""财务分析"", ""来源追溯"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]","[""来源追溯""]","[""同比""]",0.7777777777777778,False
S002,S002-Q012,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""三年比较"", ""口径差异"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润""]","[""贵州茅台"", ""2023-2025"", ""三年比较"", ""口径差异"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润""]",[],[],1.0,True
S002,S002-Q013,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""原始披露"", ""派生计算"", ""分析判断"", ""内控审计""]","[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比"", ""内控审计""]","[""同比"", ""归母净利润"", ""营业收入""]","[""分析判断"", ""原始披露"", ""派生计算""]",0.45454545454545453,False
S002,S002-Q014,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""证据强度"", ""措辞审查""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""证据强度"", ""表述审查""]","[""表述审查""]","[""措辞审查""]",0.7777777777777778,False
S002,S002-Q015,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""信息缺口"", ""归母净利润"", ""营业收入"", ""先升后降"", ""同比"", ""年度报告摘要""]","[""贵州茅台"", ""2023-2025"", ""信息缺口"", ""营业收入"", ""归母净利润"", ""先升后降"", ""年度报告摘要"", ""内控审计""]","[""内控审计""]","[""同比""]",0.7777777777777778,False
S002,S002-Q016,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""年度报告""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""年度报告""]",[],[],1.0,True
S002,S002-Q017,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""反证检验"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""反证检验"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""年报原数""]","[""年报原数""]","[""同比""]",0.7777777777777778,False
S002,S002-Q018,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""财务分析"", ""证据可靠性"", ""风险排序"", ""营业收入"", ""归母净利润"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""证据可靠性排序"", ""营业收入"", ""归母净利润"", ""同比"", ""风险提示"", ""年报来源""]","[""同比"", ""年报来源"", ""证据可靠性排序"", ""风险提示""]","[""年报"", ""证据可靠性"", ""财务分析"", ""风险排序""]",0.3333333333333333,False
S002,S002-Q019,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""管理层问询"", ""营业收入"", ""归母净利润"", ""先升后降"", ""2024年拐点"", ""年报披露""]","[""贵州茅台"", ""2023-2025"", ""管理层问询"", ""归母净利润"", ""营业收入"", ""先升后降"", ""2024年拐点"", ""年度报告""]","[""年度报告""]","[""年报披露""]",0.7777777777777778,False
S002,S002-Q020,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""年度报告""]","[""年度报告""]","[""年报""]",0.7777777777777778,False
S002,S002-Q021,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""三年路径"", ""边际变化""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""三年路径"", ""边际变化""]",[],[],1.0,True
S002,S002-Q022,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""反证"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""反证"", ""内控审计""]","[""内控审计""]","[""年报""]",0.7777777777777778,False
S002,S002-Q023,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""营业收入"", ""同比"", ""先升后降"", ""年度拐点"", ""年度报告""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""年度拐点"", ""先升后降"", ""年报""]","[""年报""]","[""年度报告""]",0.7777777777777778,False
S002,S002-Q024,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""扣非净利润"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比分析"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""扣非净利润"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""年报分析"", ""持续经营口径""]","[""年报分析"", ""持续经营口径""]","[""同比分析"", ""年报""]",0.6,False
S002,S002-Q025,最小改动 Add Prompt,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""同比"", ""连续上升"", ""年报数据"", ""内控审计""]","[""贵州茅台"", ""2023-2025"", ""近似利润率"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]","[""归母净利润"", ""营业收入"", ""近似利润率""]","[""内控审计"", ""年报数据"", ""连续上升""]",0.45454545454545453,False
