session_id,query_id,gold_page_id,baseline_rank,old_rewrite_rank,reference_resolution_rank,baseline_score,old_rewrite_score,reference_resolution_score,reference_transition,old_rewrite_transition,promoted_by_old,demoted_by_old,promoted_by_reference,demoted_by_reference,recovered_old_rewrite_demotion,lost_old_rewrite_rescue,new_rescue,new_demotion,old_rank_movement,reference_rank_movement
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,11,12,12,0.4700566232204437,0.4714195728302002,0.4787870943546295,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,-1
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,6,12,6,0.524163007736206,0.7425696849822998,0.5316815972328186,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-6,0
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,15,9,16,0.38481488823890686,0.6711713075637817,0.3930496275424957,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,6,-1
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,29,25,30,0.335262268781662,0.6350069642066956,0.35010358691215515,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,4,-1
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,13,17,15,0.4355660080909729,0.6073205471038818,0.43152132630348206,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-4,-2
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,3,3,3,0.33832457661628723,0.649552047252655,0.36247551441192627,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,6,3,6,0.3450709879398346,0.7496537566184998,0.36663684248924255,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,True,False,False,False,False,True,False,False,3,0
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,3,7,2,0.3914191424846649,0.7148751020431519,0.42447203397750854,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,True,False,False,True,False,False,False,-4,1
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,9,9,9,0.33159926533699036,0.5472478866577148,0.3477407395839691,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,5,4,5,0.4067200720310211,0.5983758568763733,0.4239441752433777,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,1,0
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,3,3,3,0.5073202252388,0.652768075466156,0.48168113827705383,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,13,11,10,0.6465378403663635,0.738337516784668,0.6783013939857483,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,2,3
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,4,6,6,0.7317522764205933,0.7718027234077454,0.7419188022613525,BASE_HIT_REF_MISS,BASE_HIT_OLD_MISS,False,True,False,True,False,False,False,False,-2,-2
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,11,10,10,0.6958172917366028,0.7542158961296082,0.7284311056137085,BASE_HIT_REF_MISS,BASE_HIT_OLD_MISS,False,False,False,False,False,False,False,False,1,1
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,6,5,5,0.6949954032897949,0.7424740791320801,0.7063060998916626,BASE_MISS_REF_HIT,BASE_MISS_OLD_HIT,True,False,True,False,False,False,False,False,1,1
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,9,8,6,0.6865123510360718,0.7397710680961609,0.7048724889755249,BASE_MISS_REF_HIT,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,1,3
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,8,2,7,0.635677695274353,0.760887861251831,0.6762876510620117,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,True,False,False,False,False,True,False,False,6,1
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,4,2,3,0.7509975433349609,0.7821546792984009,0.7697399258613586,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,2,1
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,11,22,12,0.713391900062561,0.7351290583610535,0.7322874665260315,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-11,-1
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,8,9,8,0.71683669090271,0.7455540299415588,0.7232387065887451,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-1,0
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,12,17,13,0.6947565078735352,0.7633183002471924,0.7118346691131592,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-5,-1
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,1,2,1,0.7444235682487488,0.8016223311424255,0.7555039525032043,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,0
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,5,6,5,0.7117832899093628,0.7690321207046509,0.7603536248207092,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,True,False,False,True,False,False,False,-1,0
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,40,40,40,0.6301290392875671,0.6543428897857666,0.671953022480011,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,0,0
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,11,15,12,0.7112531065940857,0.746248185634613,0.7464840412139893,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-4,-1
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,5,5,5,0.6977245807647705,0.7269719839096069,0.7344902753829956,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,2,2,3,0.5538138151168823,0.7774390578269958,0.5424078702926636,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,-1
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,5,16,2,0.5295717716217041,0.7358333468437195,0.545706033706665,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,True,False,False,True,False,False,False,-11,3
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,5,9,4,0.519546627998352,0.7753334045410156,0.5417879223823547,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,True,False,False,True,False,False,False,-4,1
S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,13,15,9,0.49913763999938965,0.7655923366546631,0.5181063413619995,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,False,False,False,False,False,False,False,-2,4
S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,34,27,33,0.34421658515930176,0.5497632622718811,0.36397281289100647,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,7,1
S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,19,18,18,0.3813455402851105,0.520739734172821,0.5419942736625671,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,1,1
S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,1,1,1,0.5514099597930908,0.8201400637626648,0.571534276008606,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,10,32,12,0.47436463832855225,0.7585263252258301,0.4843497574329376,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-22,-2
S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,1,1,1,0.5741122364997864,0.6047749519348145,0.5981771349906921,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,9,8,9,0.48527994751930237,0.520695686340332,0.5189650654792786,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,1,0
S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,37,45,47,0.39760541915893555,0.4084068238735199,0.4032074809074402,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-8,-10
S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,1,1,1,0.37955912947654724,0.4203583002090454,0.4195256531238556,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,3,4,3,0.48598742485046387,0.7146339416503906,0.4893052875995636,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,0
S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,2,2,2,0.513968288898468,0.7276378870010376,0.5365709066390991,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,7,5,7,0.4879744350910187,0.7232237458229065,0.5143806338310242,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,True,False,False,False,False,True,False,False,2,0
S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,2,3,3,0.5344179272651672,0.7274140119552612,0.5605321526527405,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,-1
S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,1,1,1,0.5515123605728149,0.7912133932113647,0.5524757504463196,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,14,15,15,0.6067447662353516,0.7429460287094116,0.6044802069664001,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-1,-1
S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,1,1,1,0.540005624294281,0.7885337471961975,0.61152184009552,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,3,4,4,0.5354854464530945,0.7720212936401367,0.5874669551849365,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,-1
S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,21,22,21,0.5021357536315918,0.7319450378417969,0.5380772352218628,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,-1,0
S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,6,3,16,0.566022515296936,0.7834398746490479,0.5715656280517578,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,True,False,False,False,False,True,False,False,3,-10
S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,2,3,3,0.4874832332134247,0.8198292255401611,0.4887445569038391,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,-1
S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,19,16,19,0.47346293926239014,0.734549880027771,0.4766750931739807,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,3,0
S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,17,21,7,0.4776647090911865,0.7216142416000366,0.4999813437461853,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-4,10
S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,11,15,4,0.5142894387245178,0.7786967158317566,0.5656176209449768,BASE_MISS_REF_HIT,BASE_MISS_OLD_MISS,False,False,True,False,False,False,True,False,-4,7
S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,4,4,5,0.5138795971870422,0.4870886504650116,0.49615007638931274,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,-1
S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,29,29,29,0.42981383204460144,0.39720895886421204,0.41568073630332947,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,12,19,10,0.5011759400367737,0.7711132168769836,0.5307486057281494,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-7,2
S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,37,36,33,0.4009626805782318,0.6162782907485962,0.41647249460220337,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,1,4
S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,22,5,18,0.44993260502815247,0.7023445963859558,0.4621976315975189,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,True,False,False,False,False,True,False,False,17,4
S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,25,26,23,0.39701777696609497,0.6844836473464966,0.3947881758213043,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-1,2
S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,16,6,13,0.4209011197090149,0.7622418403625488,0.4388841688632965,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,10,3
S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,36,26,35,0.3635977506637573,0.7236694097518921,0.37662768363952637,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,10,1
S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,50,44,46,0.3734886050224304,0.7075304985046387,0.39979392290115356,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,6,4
S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,8,16,7,0.4666304290294647,0.7604901194572449,0.48880594968795776,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-8,1
S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,25,25,21,0.39264366030693054,0.41693395376205444,0.4244953989982605,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,0,4
S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,14,20,13,0.42972472310066223,0.7872568368911743,0.4711104929447174,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-6,1
S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,31,23,22,0.39131292700767517,0.7024812698364258,0.42530009150505066,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,8,9
S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,33,20,25,0.38522157073020935,0.7063682675361633,0.42204660177230835,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,13,8
S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,6,3,6,0.4341575503349304,0.7421581745147705,0.45053601264953613,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,True,False,False,False,False,True,False,False,3,0
S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,39,29,38,0.34592118859291077,0.6723073124885559,0.3642750084400177,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,10,1
S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,6,15,12,0.4145900309085846,0.7016695141792297,0.4348674416542053,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-9,-6
S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,7,5,12,0.447327196598053,0.773392915725708,0.4708838164806366,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,True,False,False,False,False,True,False,False,2,-5
S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,67,53,68,0.32590147852897644,0.7076330184936523,0.36604416370391846,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,14,-1
S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,26,13,34,0.41176116466522217,0.7499463558197021,0.4225672483444214,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,13,-8
S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,8,12,7,0.5034886598587036,0.7431713938713074,0.527523398399353,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-4,1
S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,70,52,68,0.4027944505214691,0.6971791386604309,0.41547590494155884,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,18,2
S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,68,53,70,0.457669198513031,0.6919878125190735,0.470023512840271,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,15,-2
S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,75,75,75,0.34470492601394653,0.3596267104148865,0.36472228169441223,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,0,0
S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,22,30,34,0.42815840244293213,0.4377811849117279,0.4408692419528961,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-8,-12
S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,27,10,24,0.4808177649974823,0.7485835552215576,0.5111768245697021,BASE_HIT_REF_MISS,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,17,3
S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,4,5,8,0.5210728645324707,0.7552118897438049,0.537192165851593,BASE_HIT_REF_MISS,BASE_HIT_OLD_HIT,False,False,False,True,False,False,False,True,-1,-4
S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,8,1,12,0.5104247331619263,0.7781364321708679,0.5255255699157715,BASE_HIT_REF_MISS,BASE_HIT_OLD_HIT,True,False,False,False,False,True,False,False,7,-4
S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,2,2,2,0.3488452732563019,0.7070360779762268,0.412239670753479,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,6,4,5,0.4478003680706024,0.7495476007461548,0.5366325378417969,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,True,False,True,False,False,False,False,False,2,1
S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,1,1,1,0.626485288143158,0.8262597918510437,0.6780818104743958,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,8,6,6,0.5743756294250488,0.761812150478363,0.5935895442962646,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,2,2
S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,2,3,4,0.6311529874801636,0.7898154258728027,0.6345282793045044,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,-2
S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,2,2,2,0.5237041115760803,0.7787007093429565,0.5820491313934326,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,11,9,10,0.692194402217865,0.7238443493843079,0.7077041864395142,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,2,1
S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,9,9,8,0.6558319330215454,0.7241917252540588,0.7169039249420166,BASE_HIT_REF_MISS,BASE_HIT_OLD_MISS,False,False,False,False,False,False,False,False,0,1
S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,5,7,6,0.6664348244667053,0.7301245331764221,0.7259374260902405,BASE_HIT_REF_MISS,BASE_HIT_OLD_MISS,False,True,False,True,False,False,False,False,-2,-1
S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,22,22,22,0.5618359446525574,0.6247302293777466,0.5992850065231323,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,0,0
S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,15,17,14,0.607856035232544,0.6784493923187256,0.6566598415374756,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-2,1
S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,19,18,15,0.638894259929657,0.7062656879425049,0.6814010739326477,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,1,4
S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,2,6,2,0.5140451192855835,0.7764415740966797,0.5089641809463501,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,True,False,False,True,False,False,False,-4,0
S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,18,13,12,0.4629700183868408,0.763538658618927,0.47318267822265625,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,False,False,False,False,False,False,False,5,6
S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,6,5,5,0.4753205478191376,0.7790571451187134,0.5500686764717102,BASE_MISS_REF_HIT,BASE_MISS_OLD_HIT,True,False,True,False,False,False,False,False,1,1
S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,6,7,8,0.3509902358055115,0.36945703625679016,0.362530380487442,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-1,-2
