session_id,sheet_name,turn_id,turn_index,needs_history,evaluated,long_range,dependency_type,max_lookback,dependency_distances,gold_turn_ids,required_context,error,build_total_ms,retrieve_context_ms,cross_session_leak_turn_ids,future_turn_leak_turn_ids,cross_session_leak_count,future_turn_leak_count,short_retrieved_turn_ids,mid_page_retrieved_turn_ids,mid_session_retrieved_turn_ids,mid_retrieved_turn_ids,long_retrieved_turn_ids,mid_long_retrieved_turn_ids,all_retrieved_turn_ids,add_submit_ms,migration_job_id,profile_job_id,evicted_turn_ids,short_recall,short_precision,short_hit,short_full_recall,short_mrr,short_gold_count,short_retrieved_count,short_matched_count,mid_page_recall,mid_page_precision,mid_page_hit,mid_page_full_recall,mid_page_mrr,mid_page_gold_count,mid_page_retrieved_count,mid_page_matched_count,mid_session_recall,mid_session_precision,mid_session_hit,mid_session_full_recall,mid_session_mrr,mid_session_gold_count,mid_session_retrieved_count,mid_session_matched_count,mid_recall,mid_precision,mid_hit,mid_full_recall,mid_mrr,mid_gold_count,mid_retrieved_count,mid_matched_count,long_recall,long_precision,long_hit,long_full_recall,long_mrr,long_gold_count,long_retrieved_count,long_matched_count,mid_long_recall,mid_long_precision,mid_long_hit,mid_long_full_recall,mid_long_mrr,mid_long_gold_count,mid_long_retrieved_count,mid_long_matched_count,all_recall,all_precision,all_hit,all_full_recall,all_mrr,all_gold_count,all_retrieved_count,all_matched_count,traceback
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q011,10,True,False,False,相邻承接,1,1,S001-Q010,S001-Q010提供当前问题所指向的前序结论或事实依据,,321.6341019870015,320.8399019931676,,,0,0,S001-Q007|S001-Q008|S001-Q009|S001-Q010,S001-Q003|S001-Q006|S001-Q004|S001-Q005|S001-Q002,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006,S001-Q003|S001-Q006|S001-Q004|S001-Q005|S001-Q002|S001-Q001,S001-Q006|S001-Q001|S001-Q002|S001-Q003,S001-Q003|S001-Q006|S001-Q004|S001-Q005|S001-Q002|S001-Q001,S001-Q007|S001-Q008|S001-Q009|S001-Q010|S001-Q003|S001-Q006|S001-Q004|S001-Q005|S001-Q002|S001-Q001,115.54850000538863,b0284b4e-5a05-4b4b-946d-270380d09493,,S001-Q008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q012,11,True,True,True,历史回溯,5,5,S001-Q007,S001-Q007提供五轮前关于【既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,4344.311726992601,4343.291127006523,,,0,0,S001-Q009|S001-Q010|S001-Q011,S001-Q007|S001-Q008|S001-Q006|S001-Q003|S001-Q004,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008,S001-Q007|S001-Q008|S001-Q006|S001-Q003|S001-Q004|S001-Q001|S001-Q002|S001-Q005,S001-Q007|S001-Q006|S001-Q001|S001-Q008,S001-Q007|S001-Q008|S001-Q006|S001-Q003|S001-Q004|S001-Q001|S001-Q002|S001-Q005,S001-Q009|S001-Q010|S001-Q011|S001-Q007|S001-Q008|S001-Q006|S001-Q003|S001-Q004|S001-Q001|S001-Q002|S001-Q005,141.1037009966094,f56be843-250b-4cad-822e-5434616ab7c0,,S001-Q009,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,1.0,1,5,1,1.0,0.125,1,1,0.14285714285714285,1,8,1,1.0,0.125,1,1,1.0,1,8,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.125,1,1,1.0,1,8,1,1.0,0.09090909090909091,1,1,0.25,1,11,1,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q013,12,True,False,False,相邻承接,1,1,S001-Q012,S001-Q012提供当前问题所指向的前序结论或事实依据,,2967.536119002034,2966.679318997194,,,0,0,S001-Q009|S001-Q010|S001-Q011|S001-Q012,S001-Q008|S001-Q003|S001-Q004|S001-Q007|S001-Q002,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008,S001-Q008|S001-Q003|S001-Q004|S001-Q007|S001-Q002|S001-Q001|S001-Q005|S001-Q006,S001-Q003|S001-Q005|S001-Q004|S001-Q002|S001-Q007,S001-Q008|S001-Q003|S001-Q004|S001-Q007|S001-Q002|S001-Q001|S001-Q005|S001-Q006,S001-Q009|S001-Q010|S001-Q011|S001-Q012|S001-Q008|S001-Q003|S001-Q004|S001-Q007|S001-Q002|S001-Q001|S001-Q005|S001-Q006,710.0906039995607,9e6880f2-aa04-4e9b-b5fe-342e54f31714,,S001-Q010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q014,13,True,True,True,历史回溯,5,5,S001-Q009,S001-Q009提供五轮前关于【看股东权益，前面这些经营变化最终有没有转化为权益积累】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,2271.900715000811,2271.0577149991877,,,0,0,S001-Q011|S001-Q012|S001-Q013,S001-Q008|S001-Q007|S001-Q009|S001-Q003|S001-Q006,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010,S001-Q008|S001-Q007|S001-Q009|S001-Q003|S001-Q006|S001-Q001|S001-Q002|S001-Q004|S001-Q005|S001-Q010,S001-Q001|S001-Q009|S001-Q006|S001-Q007,S001-Q008|S001-Q007|S001-Q009|S001-Q003|S001-Q006|S001-Q001|S001-Q002|S001-Q004|S001-Q005|S001-Q010,S001-Q011|S001-Q012|S001-Q013|S001-Q008|S001-Q007|S001-Q009|S001-Q003|S001-Q006|S001-Q001|S001-Q002|S001-Q004|S001-Q005|S001-Q010,25.29929998854641,6a0ce2fe-339d-46dd-bedb-dfe40b18de20,,S001-Q011,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,0.3333333333333333,1,5,1,1.0,0.1,1,1,0.1111111111111111,1,10,1,1.0,0.1,1,1,0.3333333333333333,1,10,1,1.0,0.25,1,1,0.5,1,4,1,1.0,0.1,1,1,0.3333333333333333,1,10,1,1.0,0.07692307692307693,1,1,0.16666666666666666,1,13,1,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q015,14,True,False,False,相邻承接＋多跳综合,3,3|1,S001-Q012|S001-Q014,S001-Q012提供当前问题所指向的前序结论或事实依据；S001-Q014提供当前问题所指向的前序结论或事实依据,,851.2582059920533,850.5012060049921,,,0,0,S001-Q011|S001-Q012|S001-Q013|S001-Q014,S001-Q008|S001-Q007|S001-Q004|S001-Q003|S001-Q006,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010,S001-Q008|S001-Q007|S001-Q004|S001-Q003|S001-Q006|S001-Q001|S001-Q002|S001-Q005|S001-Q009|S001-Q010,S001-Q001|S001-Q010|S001-Q006|S001-Q003|S001-Q008,S001-Q008|S001-Q007|S001-Q004|S001-Q003|S001-Q006|S001-Q001|S001-Q002|S001-Q005|S001-Q009|S001-Q010,S001-Q011|S001-Q012|S001-Q013|S001-Q014|S001-Q008|S001-Q007|S001-Q004|S001-Q003|S001-Q006|S001-Q001|S001-Q002|S001-Q005|S001-Q009|S001-Q010,163.5517009999603,5eefcb91-7964-452a-a9df-57df9dab7350,,S001-Q012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q016,15,True,True,True,历史回溯,5,5,S001-Q011,S001-Q011提供五轮前关于【整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,205.06219999515451,204.44709999719635,,,0,0,S001-Q013|S001-Q014|S001-Q015,S001-Q008|S001-Q007|S001-Q012|S001-Q006|S001-Q003,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010|S001-Q011|S001-Q012,S001-Q008|S001-Q007|S001-Q012|S001-Q006|S001-Q003|S001-Q001|S001-Q002|S001-Q004|S001-Q005|S001-Q009|S001-Q010|S001-Q011,S001-Q007|S001-Q006|S001-Q011|S001-Q001|S001-Q010,S001-Q008|S001-Q007|S001-Q012|S001-Q006|S001-Q003|S001-Q001|S001-Q002|S001-Q004|S001-Q005|S001-Q009|S001-Q010|S001-Q011,S001-Q013|S001-Q014|S001-Q015|S001-Q008|S001-Q007|S001-Q012|S001-Q006|S001-Q003|S001-Q001|S001-Q002|S001-Q004|S001-Q005|S001-Q009|S001-Q010|S001-Q011,38.5581999871647,13e2b58c-2980-46a2-a0e2-2e8d6485185e,,S001-Q013,0.0,0.0,0,0,0.0,1,3,0,0.0,0.0,0,0,0.0,1,5,0,1.0,0.08333333333333333,1,1,0.09090909090909091,1,12,1,1.0,0.08333333333333333,1,1,0.08333333333333333,1,12,1,1.0,0.2,1,1,0.3333333333333333,1,5,1,1.0,0.08333333333333333,1,1,0.08333333333333333,1,12,1,1.0,0.06666666666666667,1,1,0.06666666666666667,1,15,1,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q017,16,True,False,False,相邻承接,1,1,S001-Q016,S001-Q016提供当前问题所指向的前序结论或事实依据,,244.1671989945462,243.42999899818096,,,0,0,S001-Q013|S001-Q014|S001-Q015|S001-Q016,S001-Q006|S001-Q007|S001-Q005|S001-Q008|S001-Q010,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010|S001-Q011|S001-Q012,S001-Q006|S001-Q007|S001-Q005|S001-Q008|S001-Q010|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q009|S001-Q011|S001-Q012,S001-Q010|S001-Q003|S001-Q006|S001-Q007,S001-Q006|S001-Q007|S001-Q005|S001-Q008|S001-Q010|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q009|S001-Q011|S001-Q012,S001-Q013|S001-Q014|S001-Q015|S001-Q016|S001-Q006|S001-Q007|S001-Q005|S001-Q008|S001-Q010|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q009|S001-Q011|S001-Q012,51.69150000438094,a0f3bf7d-91ce-4fe9-9ba0-d81fb46033d9,,S001-Q014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q018,17,True,True,True,历史回溯,5,5,S001-Q013,S001-Q013提供五轮前关于【的差异具体集中在哪个年度，能否把两段同比分别解释清楚】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,265.1391010003863,264.1484009945998,,,0,0,S001-Q015|S001-Q016|S001-Q017,S001-Q008|S001-Q014|S001-Q013|S001-Q010|S001-Q012,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010|S001-Q011|S001-Q012|S001-Q013|S001-Q014,S001-Q008|S001-Q014|S001-Q013|S001-Q010|S001-Q012|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q009|S001-Q011,S001-Q013|S001-Q014|S001-Q010|S001-Q009,S001-Q008|S001-Q014|S001-Q013|S001-Q010|S001-Q012|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q009|S001-Q011,S001-Q015|S001-Q016|S001-Q017|S001-Q008|S001-Q014|S001-Q013|S001-Q010|S001-Q012|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q009|S001-Q011,70.35170099698007,5c53902f-9c5c-411c-8526-d9d58859fa6f,,S001-Q015,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,0.3333333333333333,1,5,1,1.0,0.07142857142857142,1,1,0.07692307692307693,1,14,1,1.0,0.07142857142857142,1,1,0.3333333333333333,1,14,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.07142857142857142,1,1,0.3333333333333333,1,14,1,1.0,0.058823529411764705,1,1,0.16666666666666666,1,17,1,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q019,18,True,False,False,相邻承接,1,1,S001-Q018,S001-Q018提供当前问题所指向的前序结论或事实依据,,372.8287010017084,372.0749010099098,,,0,0,S001-Q015|S001-Q016|S001-Q017|S001-Q018,S001-Q008|S001-Q014|S001-Q010|S001-Q012|S001-Q006,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010|S001-Q011|S001-Q012|S001-Q013|S001-Q014,S001-Q008|S001-Q014|S001-Q010|S001-Q012|S001-Q006|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q007|S001-Q009|S001-Q011|S001-Q013,S001-Q007|S001-Q010|S001-Q001,S001-Q008|S001-Q014|S001-Q010|S001-Q012|S001-Q006|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q007|S001-Q009|S001-Q011|S001-Q013,S001-Q015|S001-Q016|S001-Q017|S001-Q018|S001-Q008|S001-Q014|S001-Q010|S001-Q012|S001-Q006|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q007|S001-Q009|S001-Q011|S001-Q013,81.11370100232307,cdcb5cc1-c9a8-48de-a619-a63125d385bb,,S001-Q016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q020,19,True,True,True,历史回溯,5,5,S001-Q015,S001-Q015提供五轮前关于【基于前面的收入和利润原数，近似利润率发生了什么变化】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,1121.8890990130603,1121.048698987579,,,0,0,S001-Q017|S001-Q018|S001-Q019,S001-Q014|S001-Q008|S001-Q016|S001-Q012|S001-Q007,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010|S001-Q011|S001-Q012|S001-Q013|S001-Q014|S001-Q015|S001-Q016,S001-Q014|S001-Q008|S001-Q016|S001-Q012|S001-Q007|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q009|S001-Q010|S001-Q011|S001-Q013|S001-Q015,S001-Q015|S001-Q014|S001-Q016,S001-Q014|S001-Q008|S001-Q016|S001-Q012|S001-Q007|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q009|S001-Q010|S001-Q011|S001-Q013|S001-Q015,S001-Q017|S001-Q018|S001-Q019|S001-Q014|S001-Q008|S001-Q016|S001-Q012|S001-Q007|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q009|S001-Q010|S001-Q011|S001-Q013|S001-Q015,33.20760000497103,ecca2c3a-6cc6-449f-bbd0-0899b24d1b89,,S001-Q017,0.0,0.0,0,0,0.0,1,3,0,0.0,0.0,0,0,0.0,1,5,0,1.0,0.0625,1,1,0.06666666666666667,1,16,1,1.0,0.0625,1,1,0.0625,1,16,1,1.0,0.3333333333333333,1,1,1.0,1,3,1,1.0,0.0625,1,1,0.0625,1,16,1,1.0,0.05263157894736842,1,1,0.05263157894736842,1,19,1,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q021,20,True,False,False,相邻承接,1,1,S001-Q020,S001-Q020提供当前问题所指向的前序结论或事实依据,,1225.6308979995083,1224.7613979998278,,,0,0,S001-Q017|S001-Q018|S001-Q019|S001-Q020,S001-Q007|S001-Q012|S001-Q008|S001-Q014|S001-Q016,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q010|S001-Q011|S001-Q012|S001-Q013|S001-Q014|S001-Q015|S001-Q016,S001-Q007|S001-Q012|S001-Q008|S001-Q014|S001-Q016|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q009|S001-Q010|S001-Q011|S001-Q013|S001-Q015,S001-Q003|S001-Q007|S001-Q006|S001-Q013,S001-Q007|S001-Q012|S001-Q008|S001-Q014|S001-Q016|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q009|S001-Q010|S001-Q011|S001-Q013|S001-Q015,S001-Q017|S001-Q018|S001-Q019|S001-Q020|S001-Q007|S001-Q012|S001-Q008|S001-Q014|S001-Q016|S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005|S001-Q006|S001-Q009|S001-Q010|S001-Q011|S001-Q013|S001-Q015,101.8980999942869,52b55170-e64e-4eee-a4ec-c43b03aebc58,,S001-Q018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
