session_id,session_code,query_id,page_id,candidate_rank,is_eligible_gold,movement_category,query_tokens,document_tokens,special_tokens,pair_tokens_before_truncation,actual_pair_tokens,effective_max_length,truncated_tokens,truncation_ratio,was_truncated,actual_query_tokens,actual_document_tokens,document_prefix_preserved,keywords_start_token,keywords_end_token,keywords_visibility,length_bucket
S001_贵州茅台_投研,S001,S001-Q013,dea63c61-1950-5f6a-bdd9-1323f83f3b37,3,False,NON_GOLD_CANDIDATE,33,286,4,323,323,512,0,0.0,False,33,286,True,249,286,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q013,e7eefead-7365-5540-b914-0d6077a14d8c,4,False,NON_GOLD_CANDIDATE,33,257,4,294,294,512,0,0.0,False,33,257,True,220,257,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q013,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,5,False,NON_GOLD_CANDIDATE,33,247,4,284,284,512,0,0.0,False,33,247,True,211,247,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q013,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,6,False,NON_GOLD_CANDIDATE,33,341,4,378,378,512,0,0.0,False,33,341,True,300,341,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q013,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,7,False,NON_GOLD_CANDIDATE,33,282,4,319,319,512,0,0.0,False,33,282,True,247,282,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,8,True,PROMOTED_INTO_TOP5,33,348,4,385,385,512,0,0.0,False,33,348,True,310,348,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,9,True,PROMOTED_INTO_TOP5,33,294,4,331,331,512,0,0.0,False,33,294,True,257,294,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,1,False,NON_GOLD_CANDIDATE,28,341,4,373,373,512,0,0.0,False,28,341,True,300,341,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,2,True,PRESERVED_HIT,28,282,4,314,314,512,0,0.0,False,28,282,True,247,282,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,dea63c61-1950-5f6a-bdd9-1323f83f3b37,3,False,NON_GOLD_CANDIDATE,28,286,4,318,318,512,0,0.0,False,28,286,True,249,286,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,9b4b60a1-f0f9-5368-b4ce-b441752321bb,4,False,NON_GOLD_CANDIDATE,28,348,4,380,380,512,0,0.0,False,28,348,True,310,348,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,5,False,NON_GOLD_CANDIDATE,28,247,4,279,279,512,0,0.0,False,28,247,True,211,247,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,8322bc48-f2e3-5603-ae53-97917cf35a39,6,False,NON_GOLD_CANDIDATE,28,218,4,250,250,512,0,0.0,False,28,218,True,182,218,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q014,e7eefead-7365-5540-b914-0d6077a14d8c,7,False,NON_GOLD_CANDIDATE,28,257,4,289,289,512,0,0.0,False,28,257,True,220,257,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,70d0daf9-01a8-5e0f-9341-e20464515e43,8,False,NON_GOLD_CANDIDATE,28,319,4,351,351,512,0,0.0,False,28,319,True,284,319,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,2631e802-75be-5089-9418-baece6a717cf,9,False,NON_GOLD_CANDIDATE,28,294,4,326,326,512,0,0.0,False,28,294,True,257,294,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q014,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,10,False,NON_GOLD_CANDIDATE,28,208,4,240,240,512,0,0.0,False,28,208,True,171,208,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q021,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,1,False,NON_GOLD_CANDIDATE,31,341,4,376,376,512,0,0.0,False,31,341,True,300,341,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,e7eefead-7365-5540-b914-0d6077a14d8c,2,False,NON_GOLD_CANDIDATE,31,257,4,292,292,512,0,0.0,False,31,257,True,220,257,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,71a788a3-0077-5908-a7f4-d02349fd6e1c,3,False,NON_GOLD_CANDIDATE,31,215,4,250,250,512,0,0.0,False,31,215,True,179,215,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q021,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,4,False,NON_GOLD_CANDIDATE,31,282,4,317,317,512,0,0.0,False,31,282,True,247,282,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,1de06218-dc21-5ec3-9e23-c5d58a375fd9,5,False,NON_GOLD_CANDIDATE,31,312,4,347,347,512,0,0.0,False,31,312,True,273,312,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,8322bc48-f2e3-5603-ae53-97917cf35a39,6,False,NON_GOLD_CANDIDATE,31,218,4,253,253,512,0,0.0,False,31,218,True,182,218,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q021,2ec87be4-468b-5498-889b-13f43f4ee222,7,False,NON_GOLD_CANDIDATE,31,334,4,369,369,512,0,0.0,False,31,334,True,298,334,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,7c06f308-8022-5f54-a63c-ab30458f4115,8,False,NON_GOLD_CANDIDATE,31,311,4,346,346,512,0,0.0,False,31,311,True,275,311,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,9,False,NON_GOLD_CANDIDATE,31,208,4,243,243,512,0,0.0,False,31,208,True,171,208,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q021,9b4b60a1-f0f9-5368-b4ce-b441752321bb,10,False,NON_GOLD_CANDIDATE,31,348,4,383,383,512,0,0.0,False,31,348,True,310,348,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,11,True,STILL_MISS,31,198,4,233,233,512,0,0.0,False,31,198,True,160,198,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q021,34fa3574-894f-575c-b9b0-0a183473746e,12,False,NON_GOLD_CANDIDATE,31,236,4,271,271,512,0,0.0,False,31,236,True,199,236,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,70d0daf9-01a8-5e0f-9341-e20464515e43,13,False,NON_GOLD_CANDIDATE,31,319,4,354,354,512,0,0.0,False,31,319,True,284,319,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,dea63c61-1950-5f6a-bdd9-1323f83f3b37,14,False,NON_GOLD_CANDIDATE,31,286,4,321,321,512,0,0.0,False,31,286,True,249,286,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,15,False,NON_GOLD_CANDIDATE,31,247,4,282,282,512,0,0.0,False,31,247,True,211,247,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q021,289ba3d6-8b24-5c77-8df9-7af211ee1007,16,False,NON_GOLD_CANDIDATE,31,189,4,224,224,512,0,0.0,False,31,189,True,153,189,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q021,2631e802-75be-5089-9418-baece6a717cf,17,False,NON_GOLD_CANDIDATE,31,294,4,329,329,512,0,0.0,False,31,294,True,257,294,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,1,False,NON_GOLD_CANDIDATE,29,341,4,374,374,512,0,0.0,False,29,341,True,300,341,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,2,False,NON_GOLD_CANDIDATE,29,282,4,315,315,512,0,0.0,False,29,282,True,247,282,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,70d0daf9-01a8-5e0f-9341-e20464515e43,3,False,NON_GOLD_CANDIDATE,29,319,4,352,352,512,0,0.0,False,29,319,True,284,319,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,1de06218-dc21-5ec3-9e23-c5d58a375fd9,4,False,NON_GOLD_CANDIDATE,29,312,4,345,345,512,0,0.0,False,29,312,True,273,312,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,7c06f308-8022-5f54-a63c-ab30458f4115,5,False,NON_GOLD_CANDIDATE,29,311,4,344,344,512,0,0.0,False,29,311,True,275,311,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,dea63c61-1950-5f6a-bdd9-1323f83f3b37,6,False,NON_GOLD_CANDIDATE,29,286,4,319,319,512,0,0.0,False,29,286,True,249,286,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,8322bc48-f2e3-5603-ae53-97917cf35a39,7,False,NON_GOLD_CANDIDATE,29,218,4,251,251,512,0,0.0,False,29,218,True,182,218,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q022,2ec87be4-468b-5498-889b-13f43f4ee222,8,False,NON_GOLD_CANDIDATE,29,334,4,367,367,512,0,0.0,False,29,334,True,298,334,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,71a788a3-0077-5908-a7f4-d02349fd6e1c,9,False,NON_GOLD_CANDIDATE,29,215,4,248,248,512,0,0.0,False,29,215,True,179,215,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q022,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,10,False,NON_GOLD_CANDIDATE,29,247,4,280,280,512,0,0.0,False,29,247,True,211,247,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,289ba3d6-8b24-5c77-8df9-7af211ee1007,11,False,NON_GOLD_CANDIDATE,29,189,4,222,222,512,0,0.0,False,29,189,True,153,189,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q022,f1228bac-12d1-520f-9787-52a8cdcd49db,12,False,NON_GOLD_CANDIDATE,29,198,4,231,231,512,0,0.0,False,29,198,True,160,198,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q022,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,13,False,NON_GOLD_CANDIDATE,29,208,4,241,241,512,0,0.0,False,29,208,True,171,208,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q022,2631e802-75be-5089-9418-baece6a717cf,14,False,NON_GOLD_CANDIDATE,29,294,4,327,327,512,0,0.0,False,29,294,True,257,294,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,15,True,STILL_MISS,29,236,4,269,269,512,0,0.0,False,29,236,True,199,236,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,e7eefead-7365-5540-b914-0d6077a14d8c,16,False,NON_GOLD_CANDIDATE,29,257,4,290,290,512,0,0.0,False,29,257,True,220,257,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,17,True,STILL_MISS,29,306,4,339,339,512,0,0.0,False,29,306,True,267,306,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q022,9b4b60a1-f0f9-5368-b4ce-b441752321bb,18,False,NON_GOLD_CANDIDATE,29,348,4,381,381,512,0,0.0,False,29,348,True,310,348,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,1,False,NON_GOLD_CANDIDATE,35,282,4,321,321,512,0,0.0,False,35,282,True,247,282,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,2,True,DEMOTED_OUT_OF_TOP5,35,271,4,310,310,512,0,0.0,False,35,271,True,230,271,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,44777fdf-abd5-5570-b0aa-8e3f1cb44000,3,False,NON_GOLD_CANDIDATE,35,221,4,260,260,512,0,0.0,False,35,221,True,184,221,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,77cecfad-195f-539e-b105-acf49d23a9c6,4,False,NON_GOLD_CANDIDATE,35,248,4,287,287,512,0,0.0,False,35,248,True,211,248,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,5,False,NON_GOLD_CANDIDATE,35,341,4,380,380,512,0,0.0,False,35,341,True,300,341,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,71a788a3-0077-5908-a7f4-d02349fd6e1c,6,False,NON_GOLD_CANDIDATE,35,215,4,254,254,512,0,0.0,False,35,215,True,179,215,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q026,dea63c61-1950-5f6a-bdd9-1323f83f3b37,7,False,NON_GOLD_CANDIDATE,35,286,4,325,325,512,0,0.0,False,35,286,True,249,286,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,7c06f308-8022-5f54-a63c-ab30458f4115,8,False,NON_GOLD_CANDIDATE,35,311,4,350,350,512,0,0.0,False,35,311,True,275,311,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,70d0daf9-01a8-5e0f-9341-e20464515e43,9,False,NON_GOLD_CANDIDATE,35,319,4,358,358,512,0,0.0,False,35,319,True,284,319,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,8322bc48-f2e3-5603-ae53-97917cf35a39,10,False,NON_GOLD_CANDIDATE,35,218,4,257,257,512,0,0.0,False,35,218,True,182,218,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,2ec87be4-468b-5498-889b-13f43f4ee222,11,False,NON_GOLD_CANDIDATE,35,334,4,373,373,512,0,0.0,False,35,334,True,298,334,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,28a3b6de-dd4b-5bf8-919e-169ce12b1349,12,False,NON_GOLD_CANDIDATE,35,373,4,412,412,512,0,0.0,False,35,373,True,337,373,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,f1228bac-12d1-520f-9787-52a8cdcd49db,13,False,NON_GOLD_CANDIDATE,35,198,4,237,237,512,0,0.0,False,35,198,True,160,198,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q026,9b4b60a1-f0f9-5368-b4ce-b441752321bb,14,False,NON_GOLD_CANDIDATE,35,348,4,387,387,512,0,0.0,False,35,348,True,310,348,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,e7eefead-7365-5540-b914-0d6077a14d8c,15,False,NON_GOLD_CANDIDATE,35,257,4,296,296,512,0,0.0,False,35,257,True,220,257,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,55e7e466-3b1c-5014-85fc-2a14618ce254,16,False,NON_GOLD_CANDIDATE,35,306,4,345,345,512,0,0.0,False,35,306,True,267,306,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,17,False,NON_GOLD_CANDIDATE,35,247,4,286,286,512,0,0.0,False,35,247,True,211,247,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,34fa3574-894f-575c-b9b0-0a183473746e,18,False,NON_GOLD_CANDIDATE,35,236,4,275,275,512,0,0.0,False,35,236,True,199,236,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,19,True,PROMOTED_INTO_TOP5,35,189,4,228,228,512,0,0.0,False,35,189,True,153,189,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q026,1de06218-dc21-5ec3-9e23-c5d58a375fd9,20,False,NON_GOLD_CANDIDATE,35,312,4,351,351,512,0,0.0,False,35,312,True,273,312,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,1,False,NON_GOLD_CANDIDATE,32,341,4,377,377,512,0,0.0,False,32,341,True,300,341,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,55e7e466-3b1c-5014-85fc-2a14618ce254,2,False,NON_GOLD_CANDIDATE,32,306,4,342,342,512,0,0.0,False,32,306,True,267,306,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,d5c03971-3795-5256-a75f-b3921d61a92d,3,False,NON_GOLD_CANDIDATE,32,412,4,448,448,512,0,0.0,False,32,412,True,373,412,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,4,False,NON_GOLD_CANDIDATE,32,208,4,244,244,512,0,0.0,False,32,208,True,171,208,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,5,True,DEMOTED_OUT_OF_TOP5,32,221,4,257,257,512,0,0.0,False,32,221,True,184,221,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,71a788a3-0077-5908-a7f4-d02349fd6e1c,6,False,NON_GOLD_CANDIDATE,32,215,4,251,251,512,0,0.0,False,32,215,True,179,215,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q028,28a3b6de-dd4b-5bf8-919e-169ce12b1349,7,False,NON_GOLD_CANDIDATE,32,373,4,409,409,512,0,0.0,False,32,373,True,337,373,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,2ec87be4-468b-5498-889b-13f43f4ee222,8,False,NON_GOLD_CANDIDATE,32,334,4,370,370,512,0,0.0,False,32,334,True,298,334,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,77cecfad-195f-539e-b105-acf49d23a9c6,9,False,NON_GOLD_CANDIDATE,32,248,4,284,284,512,0,0.0,False,32,248,True,211,248,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,204ccd02-0a09-5bee-9d12-d6469c1688e8,10,False,NON_GOLD_CANDIDATE,32,255,4,291,291,512,0,0.0,False,32,255,True,215,255,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,34fa3574-894f-575c-b9b0-0a183473746e,11,False,NON_GOLD_CANDIDATE,32,236,4,272,272,512,0,0.0,False,32,236,True,199,236,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,12,False,NON_GOLD_CANDIDATE,32,271,4,307,307,512,0,0.0,False,32,271,True,230,271,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,13,False,NON_GOLD_CANDIDATE,32,282,4,318,318,512,0,0.0,False,32,282,True,247,282,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,7c06f308-8022-5f54-a63c-ab30458f4115,14,False,NON_GOLD_CANDIDATE,32,311,4,347,347,512,0,0.0,False,32,311,True,275,311,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,dea63c61-1950-5f6a-bdd9-1323f83f3b37,15,False,NON_GOLD_CANDIDATE,32,286,4,322,322,512,0,0.0,False,32,286,True,249,286,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,1de06218-dc21-5ec3-9e23-c5d58a375fd9,16,False,NON_GOLD_CANDIDATE,32,312,4,348,348,512,0,0.0,False,32,312,True,273,312,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,8322bc48-f2e3-5603-ae53-97917cf35a39,17,False,NON_GOLD_CANDIDATE,32,218,4,254,254,512,0,0.0,False,32,218,True,182,218,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q028,9b4b60a1-f0f9-5368-b4ce-b441752321bb,18,False,NON_GOLD_CANDIDATE,32,348,4,384,384,512,0,0.0,False,32,348,True,310,348,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,70d0daf9-01a8-5e0f-9341-e20464515e43,19,False,NON_GOLD_CANDIDATE,32,319,4,355,355,512,0,0.0,False,32,319,True,284,319,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q028,f1228bac-12d1-520f-9787-52a8cdcd49db,20,False,NON_GOLD_CANDIDATE,32,198,4,234,234,512,0,0.0,False,32,198,True,160,198,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q033,f1228bac-12d1-520f-9787-52a8cdcd49db,1,False,NON_GOLD_CANDIDATE,38,198,4,240,240,512,0,0.0,False,38,198,True,160,198,KEYWORDS_FULLY_VISIBLE,<=256
S001_贵州茅台_投研,S001,S001-Q033,7c06f308-8022-5f54-a63c-ab30458f4115,2,False,NON_GOLD_CANDIDATE,38,311,4,353,353,512,0,0.0,False,38,311,True,275,311,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,3,True,PRESERVED_HIT,38,412,4,454,454,512,0,0.0,False,38,412,True,373,412,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q033,204ccd02-0a09-5bee-9d12-d6469c1688e8,4,False,NON_GOLD_CANDIDATE,38,255,4,297,297,512,0,0.0,False,38,255,True,215,255,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q033,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,5,False,NON_GOLD_CANDIDATE,38,282,4,324,324,512,0,0.0,False,38,282,True,247,282,KEYWORDS_FULLY_VISIBLE,257-512
S001_贵州茅台_投研,S001,S001-Q033,33eb4d66-a4c5-5429-b3bd-48948bb5d443,6,False,NON_GOLD_CANDIDATE,38,358,4,400,400,512,0,0.0,False,38,358,True,316,358,KEYWORDS_FULLY_VISIBLE,257-512
