session_id,query_id,original_query,gold_page_ids,baseline_hit5,baseline_gold_ranks,baseline_gold_scores,P0_resolved_query,P0_actual_embedding_text,P0_changed,P0_hit5,P0_transition,P0_gold_ranks,P0_gold_scores,P0_added_canonical_content,P0_reference_required,P0_context_supported_but_not_required,P0_unsupported,P1_resolved_query,P1_actual_embedding_text,P1_changed,P1_hit5,P1_transition,P1_gold_ranks,P1_gold_scores,P1_added_canonical_content,P1_reference_required,P1_context_supported_but_not_required,P1_unsupported,P2_resolved_query,P2_actual_embedding_text,P2_changed,P2_hit5,P2_transition,P2_gold_ranks,P2_gold_scores,P2_added_canonical_content,P2_reference_required,P2_context_supported_but_not_required,P2_unsupported,P3_resolved_query,P3_actual_embedding_text,P3_changed,P3_hit5,P3_transition,P3_gold_ranks,P3_gold_scores,P3_added_canonical_content,P3_reference_required,P3_context_supported_but_not_required,P3_unsupported
S002,S002-Q035,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,"[""893b3ae9-1f94-5436-8c6d-54e200693867""]",False,[8],[0.71683669090271],刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[8],[0.7168366312980652],0,0,0,0,刚才的现金流与归母净利润逐年配对中两者错位最明显的年度，如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金流与归母净利润逐年配对中两者错位最明显的年度，如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,[12],[0.7354894280433655],3,0,3,0,刚才的现金错位（上一轮现金流与归母净利润逐年配对中错位最明显的年度）如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位（上一轮现金流与归母净利润逐年配对中错位最明显的年度）如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,[9],[0.7331234216690063],2,0,2,0,刚才的现金流与归母净利润逐年配对中错位最明显的年度如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金流与归母净利润逐年配对中错位最明显的年度如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,[11],[0.7449374198913574],2,0,2,0
S002,S002-Q039,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,"[""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"", ""78a623b8-bff9-5b45-b990-24d74e714f9b""]",True,"[12, 1]","[0.6947565078735352, 0.7444235682487488]",结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[12, 1]","[0.6947564482688904, 0.7444235682487488]",0,0,0,0,结合刚才的支持证据（营业收入呈先升后降、归母净利润呈先升后降）和反证（总资产呈连续上升、归母股东权益呈连续上升），现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据（营业收入呈先升后降、归母净利润呈先升后降）和反证（总资产呈连续上升、归母股东权益呈连续上升），现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,True,False,HURT,"[28, 6]","[0.750641942024231, 0.7914921641349792]",7,1,6,0,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[12, 1]","[0.6947564482688904, 0.7444235682487488]",0,0,0,0,结合刚才营业收入与归母净利润的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才营业收入与归母净利润的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,True,False,HURT,"[22, 7]","[0.744187593460083, 0.7727388143539429]",3,0,3,0
S002,S002-Q042,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,"[""5c22c135-b86e-56a3-83eb-7484d1183dca""]",True,[5],[0.7117832899093628],刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,[4],[0.7355781197547913],3,3,0,0,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,[4],[0.7403773665428162],3,3,0,0,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,[4],[0.7403773665428162],3,3,0,0,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,[4],[0.7403773665428162],3,3,0,0
S002,S002-Q044,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""57b8caa3-b46e-50f2-a65a-bb244543b1c3"", ""647fce0c-6320-5a98-819d-50dff3300582""]",False,"[40, 11]","[0.6301290392875671, 0.7112531065940857]",把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[40, 11]","[0.6301290988922119, 0.7112531661987305]",0,0,0,0,把前面的营业收入接回来，资产变化有没有得到营业收入规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到营业收入规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,"[40, 13]","[0.6305481791496277, 0.7085235714912415]",0,0,0,0,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[40, 11]","[0.6301290988922119, 0.7112531661987305]",0,0,0,0,把前面的营业收入接回来，资产变化有没有得到营业收入规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到营业收入规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,"[40, 13]","[0.6305481791496277, 0.7085235714912415]",0,0,0,0
S002,S002-Q049,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,"[""57600f18-283a-5f61-bf9e-7a48d4f8d3c5""]",True,[5],[0.6977245807647705],如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,[5],[0.6977246403694153],0,0,0,0,如果要向管理层追问，前面的总资产和归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的总资产和归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,True,False,HURT,[6],[0.729710578918457],3,3,0,0,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,[5],[0.6977246403694153],0,0,0,0,如果要向管理层追问，前面的总资产与归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的总资产与归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,True,False,HURT,[6],[0.7298300266265869],3,3,0,0
S002,S002-Q052,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,"[""647fce0c-6320-5a98-819d-50dff3300582"", ""d728a292-3080-5624-89ff-d8e05d09e8ca""]",True,"[2, 5]","[0.5538138151168823, 0.5295717716217041]",结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,False,True,UNCHANGED_HIT,"[2, 5]","[0.5538136959075928, 0.5295717120170593]",0,0,0,0,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,False,True,UNCHANGED_HIT,"[2, 5]","[0.5538136959075928, 0.5295717120170593]",0,0,0,0,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,False,True,UNCHANGED_HIT,"[2, 5]","[0.5538136959075928, 0.5295717120170593]",0,0,0,0,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,False,True,UNCHANGED_HIT,"[2, 5]","[0.5538136959075928, 0.5295717120170593]",0,0,0,0
S002,S002-Q055,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,"[""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""2e583969-bc65-5074-a7fe-0424438cd092""]",True,"[5, 13]","[0.519546627998352, 0.49913763999938965]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,False,True,UNCHANGED_HIT,"[5, 13]","[0.519546627998352, 0.4991377890110016]",0,0,0,0,修订后重新区分事实、计算与判断，前面各轮关于营业收入、归母净利润、总资产、归母股东权益的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮关于营业收入、归母净利润、总资产、归母股东权益的信息有没有被混在一起；把2024年这个中间点也保留下来。,True,True,UNCHANGED_HIT,"[1, 36]","[0.6459945440292358, 0.5700982809066772]",5,0,5,0,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,False,True,UNCHANGED_HIT,"[5, 13]","[0.519546627998352, 0.4991377890110016]",0,0,0,0,修订后重新区分事实、计算与判断，前面各轮关于营业收入与归母净利润先升后降的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮关于营业收入与归母净利润先升后降的信息有没有被混在一起；把2024年这个中间点也保留下来。,True,True,UNCHANGED_HIT,"[1, 29]","[0.6438949108123779, 0.5817979574203491]",4,1,3,0
S002,S002-Q056,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,"[""e40ec65e-2907-515a-b1dd-3bec39109106""]",False,[34],[0.34421658515930176],接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[34],[0.34421661496162415],0,0,0,0,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[34],[0.34421661496162415],0,0,0,0,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[34],[0.34421661496162415],0,0,0,0,接着审查表达强度，哪些关于归母净利润与营业收入先升后降的结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些关于归母净利润与营业收入先升后降的结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,True,False,UNCHANGED_MISS,[28],[0.5442607402801514],4,0,4,0
S002,S002-Q063,结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,"[""3549589e-05fe-5631-9385-5379f8dd4396""]",False,[19],[0.3813455402851105],结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[23],[0.5645622611045837],4,4,0,0,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[23],[0.5645622611045837],4,4,0,0,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面关于总资产呈连续上升、归母股东权益呈连续上升的判断中哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面关于总资产呈连续上升、归母股东权益呈连续上升的判断中哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[22],[0.5971354246139526],7,3,4,0,结合上一轮营业收入与归母净利润先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮营业收入与归母净利润先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[21],[0.5423181653022766],4,4,0,0
S002,S002-Q065,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,"[""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270""]",True,"[1, 10]","[0.5514099597930908, 0.47436463832855225]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,False,True,UNCHANGED_HIT,"[1, 10]","[0.5514100790023804, 0.47436460852622986]",0,0,0,0,接着用一个可复算比率检查刚才的基期判断（以2024年为基期时总资产呈连续上升、归母股东权益呈连续上升），但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断（以2024年为基期时总资产呈连续上升、归母股东权益呈连续上升），但不要把近似值当正式指标。,True,True,UNCHANGED_HIT,"[2, 26]","[0.6527795791625977, 0.57159024477005]",4,1,3,0,接着用一个可复算比率检查刚才的基期判断（总资产呈连续上升，归母股东权益呈连续上升），但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断（总资产呈连续上升，归母股东权益呈连续上升），但不要把近似值当正式指标。,True,True,UNCHANGED_HIT,"[2, 20]","[0.6259294152259827, 0.5521422624588013]",3,1,2,0,接着用一个可复算比率检查刚才关于总资产与归母股东权益连续上升的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才关于总资产与归母股东权益连续上升的基期判断，但不要把近似值当正式指标。,True,True,UNCHANGED_HIT,"[2, 19]","[0.6352392435073853, 0.5474695563316345]",4,1,3,0
S002,S002-Q066,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,"[""166328f1-a89c-5b18-8a53-02ac909e0849"", ""323c7c4f-02b6-5801-9c72-3623423fb3c6""]",True,"[1, 9]","[0.5741122364997864, 0.48527994751930237]",把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,False,True,UNCHANGED_HIT,"[1, 9]","[0.5741121768951416, 0.4852798879146576]",0,0,0,0,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[1, 17]","[0.5971285104751587, 0.5194598436355591]",2,0,2,0,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[1, 17]","[0.5971285104751587, 0.5194598436355591]",2,0,2,0,把上一轮用于检查基期判断的可复算比率放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮用于检查基期判断的可复算比率放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[2, 8]","[0.5628352165222168, 0.5140289068222046]",1,0,1,0
S002,S002-Q070,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,"[""95dce1c8-76eb-5c10-b622-b77e03c00526""]",False,[37],[0.39760541915893555],把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[37],[0.3976052701473236],0,0,0,0,把上一轮关于风险排序的质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把上一轮关于风险排序的质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,True,False,UNCHANGED_MISS,[43],[0.4399590492248535],1,1,0,0,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[37],[0.3976052701473236],0,0,0,0,把这一轮关于风险排序的质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮关于风险排序的质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,True,False,UNCHANGED_MISS,[43],[0.43070459365844727],1,1,0,0
S003,S003-Q007,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,"[""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919""]",True,[1],[0.37955912947654724],既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,False,True,UNCHANGED_HIT,[1],[0.37955912947654724],0,0,0,0,既然归母净利润与扣非归母净利润口径已经拆开，经营活动现金流净额是否支持刚才关于归母净利润与扣非归母净利润均呈先升后降的盈利质量判断；把口径限制放在结论里，不要另作假设。,既然归母净利润与扣非归母净利润口径已经拆开，经营活动现金流净额是否支持刚才关于归母净利润与扣非归母净利润均呈先升后降的盈利质量判断；把口径限制放在结论里，不要另作假设。,True,True,UNCHANGED_HIT,[1],[0.46249184012413025],4,0,4,0,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,False,True,UNCHANGED_HIT,[1],[0.37955912947654724],0,0,0,0,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于盈利质量的判断；把口径限制放在结论里，不要另作假设。,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于盈利质量的判断；把口径限制放在结论里，不要另作假设。,True,True,UNCHANGED_HIT,[1],[0.4383052587509155],3,0,3,0
S003,S003-Q011,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,"[""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33""]",True,"[3, 2]","[0.48598742485046387, 0.513968288898468]",前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,False,True,UNCHANGED_HIT,"[3, 2]","[0.48598745465278625, 0.513968288898468]",0,0,0,0,前面的归母净利润和经营活动现金流净额已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,前面的归母净利润和经营活动现金流净额已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,True,True,UNCHANGED_HIT,"[3, 2]","[0.5212504863739014, 0.5749744176864624]",3,0,3,0,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,False,True,UNCHANGED_HIT,"[3, 2]","[0.48598745465278625, 0.513968288898468]",0,0,0,0,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,False,True,UNCHANGED_HIT,"[3, 2]","[0.48598745465278625, 0.513968288898468]",0,0,0,0
S003,S003-Q013,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,"[""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""914dcda3-55d6-504a-9159-f6f54938f31f""]",True,"[7, 2]","[0.4879744350910187, 0.5344179272651672]",基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,True,UNCHANGED_HIT,"[6, 2]","[0.5126270055770874, 0.5747254490852356]",3,3,0,0,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,True,UNCHANGED_HIT,"[6, 2]","[0.5126270055770874, 0.5747254490852356]",3,3,0,0,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,True,UNCHANGED_HIT,"[6, 2]","[0.5126270055770874, 0.5747254490852356]",3,3,0,0,基于上一轮总资产与归母股东权益的原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,基于上一轮总资产与归母股东权益的原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,True,UNCHANGED_HIT,"[6, 2]","[0.5105012059211731, 0.5730030536651611]",3,3,0,0
S003,S003-Q014,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,"[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a""]",True,[1],[0.5515123605728149],把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[1],[0.5515123605728149],0,0,0,0,把前面的营业收入接回来，总资产变化有没有得到营业收入规模增长支撑；请把总资产和营业收入的两段同比分开，不要合成一个趋势词。,把前面的营业收入接回来，总资产变化有没有得到营业收入规模增长支撑；请把总资产和营业收入的两段同比分开，不要合成一个趋势词。,True,True,UNCHANGED_HIT,[1],[0.5532059669494629],2,2,0,0,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[1],[0.5515123605728149],0,0,0,0,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[1],[0.5515123605728149],0,0,0,0
